reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3
844809bc-e0da-4d2f-9a52-6e2761116968,Nice I posted and my Followers is 15.6k like is 100.9k Lol,male,"Windhoek, Namibia",2022-09-05,POSITIVO,1,0.12419795,0.32302433,0.25239715,0.30038053
ffc53b96-c79c-464b-912b-d9e90ead2095,"Pretty good app,the only thing that I can criticize about is that there are too many ads",male,"Pretoria, South Africa",2022-09-30,POSITIVO,1,0.10699786,0.42284447,0.098299906,0.3718578
f220f80b-2864-4cb0-924d-632951251f48,Tau awat Saya bagi empat sebb like tak Banyak Saya nak buat live tak boleh,male,"Seattle, United States",2023-04-07,POSITIVO,2,0.30491275,0.0773395,0.4745859,0.14316185
e0f1e3fc-544b-4cf0-9f20-14b3e447e2a2,Hannahjane,male,"Cairo, Egypt",2022-09-04,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
a19fd268-883f-4c19-9139-53b01af35cf6,I like using tiktok more fun and inspired,female,"Hobart, Australia",2024-03-06,POSITIVO,2,0.32158414,0.08209732,0.35587093,0.2404476
073bfd8e-69f1-4481-bfe5-e678bf306e39,Its very nice this app👍👍👍,female,"Asunción, Paraguay",2023-10-09,POSITIVO,0,0.45327398,0.09789525,0.12840228,0.32042843
62807882-492b-471c-9698-8d78dbd0d600,Maganda ma nood sa tiktok,male,"Tokyo, Japan",2022-05-18,POSITIVO,2,0.12322985,0.08908013,0.6211916,0.16649844
7bec5d4a-57b5-4782-84d4-50f088a01f8c,this is awesome 😔💅,male,"Prague, Czech Republic",2021-11-01,POSITIVO,3,0.10769268,0.34236068,0.20395148,0.34599516
d656f682-8cf6-44c5-b942-14b88780460d,good,female,"Adelaide, Australia",2024-02-04,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
6e101a85-1fcc-4e3d-ab74-11cd36ccd77e,Be at,male,"Caracas, Venezuela",2023-09-10,POSITIVO,1,0.1546659,0.49101686,0.14621739,0.20809984
38a1923a-1c09-4808-95c4-5ec5b3ddff02,Jughhhhhhh,male,"Mombasa, Kenya",2022-08-07,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
136f73b8-b4be-41b3-a6af-d55f35079cfe,PV,male,"Montreal, Canada",2023-06-13,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
674d278c-4706-47c5-a139-b9db13eeaec0,"its alrrr, fun, easy to use, and all that goods, thooo (i dont have the rotate video set yet)",male,"Ho Chi Minh City, Vietnam",2022-02-05,POSITIVO,2,0.16764332,0.07151742,0.53707767,0.2237615
eed43a9b-26fe-460c-b7c2-97d2f65fe771,Good,male,"Casablanca, Morocco",2022-07-26,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
188fa5b3-7d3f-4e8b-ac1e-1c3c9d5ed40f,Very good for me,male,"Medellín, Colombia",2023-07-29,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
72ecb18a-0d0c-46e8-a019-207b49941204,Can't download back,male,"Washington DC, United States",2023-02-17,POSITIVO,2,0.13405937,0.09635789,0.58963877,0.17994402
298526dd-ec80-4b01-8d13-c5d879d4acaa,I like it so much,male,"Washington DC, United States",2023-04-30,POSITIVO,2,0.13505507,0.09839872,0.5846851,0.18186116
5360d9c2-1389-4ab2-9270-15f38f5da147,lumayan,male,"San Diego, United States",2023-02-16,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
97493e47-c6af-476f-88db-cc1784c0816a,satisfied,male,"Dar es Salaam, Tanzania",2022-10-13,POSITIVO,0,0.533383,0.11159918,0.14645663,0.20856124
80f04ef6-b0de-45db-9fc0-d6a9bc8fb70d,Ayos,male,"Mexico City, Mexico",2022-12-05,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
550dc2fa-a392-47ca-9488-ba904a903600,I like it,male,"Guadalajara, Mexico",2023-07-09,POSITIVO,2,0.15582195,0.11153948,0.5245137,0.20812485
943685c0-107f-4dae-b45f-c1a6743e119d,This app is satisfying,female,"Nadi, Fiji",2024-05-05,POSITIVO,0,0.50769335,0.10135316,0.13322242,0.25773108
bef6eeb1-395d-4f69-8225-1d60ba915373,I love you tik tok,male,"Jakarta, Indonesia",2022-03-25,POSITIVO,2,0.12198533,0.087909654,0.6259293,0.16417576
72167ae1-1a75-41e1-9a60-4da580e208bb,Nice,female,"Brisbane, Australia",2024-03-17,POSITIVO,3,0.15466167,0.1114575,0.14621235,0.58766854
f7ef0d7b-ce8e-4406-88cd-3d12fd6083b6,It's ok for me,male,"Casablanca, Morocco",2022-06-20,POSITIVO,2,0.15466426,0.111459464,0.5257776,0.20809864
63a61a59-9438-4c6c-98a1-89999788c00b,I like it but is one problem.. why does everyone got banned in there onwn account.. is really macking .e mad like the.. I never got ban before .. please fix it,male,"Cancun, Mexico",2023-01-17,POSITIVO,1,0.14229782,0.43104368,0.30757698,0.119081475
9d6f5f2e-4b72-4417-baba-37f47c1386d1,Its nice,male,"Dar es Salaam, Tanzania",2022-06-06,POSITIVO,3,0.15466167,0.1114575,0.14621235,0.5876685
8f37cbbe-1e4e-4baa-9ead-78cd5cb1b3a5,Tiktok team make my videos go on fyp,female,"Melbourne, Australia",2024-04-12,POSITIVO,0,0.39377666,0.18374026,0.2834463,0.13903677
6448516f-b26e-4423-8606-73bb35e5f454,good,male,"Guadalajara, Mexico",2023-07-09,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
2965b775-8cc9-4317-9244-58c7f24b12af,😄😄😄😄,male,"Dakar, Senegal",2022-07-01,POSITIVO,3,0.113783695,0.082001455,0.10757895,0.6966359
9d014ede-187e-4697-8fea-a6c185f1f42d,It's pretty,female,"Montevideo, Uruguay",2023-11-22,POSITIVO,3,0.15474334,0.111613505,0.14630933,0.58733386
425d3ee8-e8b3-40d8-8c40-cc761b1c73ef,Ok,male,"Cancun, Mexico",2023-03-31,POSITIVO,2,0.15466428,0.11145947,0.5257776,0.20809862
3c3e9679-567a-4d21-9c72-7a6a169ce112,Great,male,"Jacksonville, United States",2023-02-14,POSITIVO,1,0.16393887,0.48174283,0.14621785,0.20810053
c5bb3da5-ef93-4eee-9544-f8ee97e0dc70,this is fun you can make your own videos with different hit music iam just ten years old but i really like tiktok my friends also have their accounts and make alot of different tiktoks also milliones of people are using tiktok they know what is this app can make iam filipino and just ten years of age and my parents din't allow me to use this kind of app becuese iam to young for this but also i try for temporary but i think iam not gonna delete this such a fun app thank you!,male,"Boston, United States",2022-10-30,POSITIVO,1,0.29519302,0.39710444,0.18644072,0.12126185
3ca01e33-24ae-4361-b157-1eb5c3690fa0,Super ganda,male,"Cairo, Egypt",2022-10-25,POSITIVO,1,0.13367483,0.56001395,0.12639761,0.1799136
bee71605-3dd1-4927-bad7-ecd91e5c79cc,Sometimes its installing for so long,female,"Buenos Aires, Argentina",2023-10-03,POSITIVO,3,0.13440144,0.09909427,0.37730876,0.38919553
44fede89-185c-4ca5-9dc2-b030f4bf25ba,Hif ifwhe,male,"Karachi, Pakistan",2022-03-11,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
96e9d441-6692-44e4-b118-a5353940b834,talent all his here,male,"Glasgow, United Kingdom",2021-12-31,POSITIVO,2,0.15484208,0.11159421,0.5250502,0.20851348
74c6ab6a-7756-4618-b30e-be156536f224,8c,male,"Denver, United States",2023-06-09,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
fc806963-16c0-41aa-8df5-6ef36151c8da,is not but i want follower,male,"Nairobi, Kenya",2022-07-06,POSITIVO,3,0.13376535,0.34604517,0.12989074,0.39029872
721ea940-1b0e-46cc-834e-ed94cd8f0abc,"It's a good app but when I log out, it won't log back in. The password I placed in won't work. I tried other passwords but still it won't work. I don't know if it's a glitch or if it got hacked or deleted? Idk.",male,"Bangalore, India",2022-03-29,POSITIVO,0,0.34830213,0.26630342,0.14031632,0.24507812
5f7ec01a-1f28-438b-a46f-72a4ac9f7768,Please we miss this app,male,"Bangkok, Thailand",2022-03-06,POSITIVO,2,0.1288252,0.090492584,0.54077345,0.23990874
c620afdc-d387-416d-a1de-06bdba398d94,Bagus,male,"Lyon, France",2021-11-02,POSITIVO,1,0.15468955,0.4909055,0.14624892,0.20815611
e1e97217-a55b-44e2-b408-9ecf89b7778a,Its bug😭,male,"Lusaka, Zambia",2022-09-27,POSITIVO,2,0.11411443,0.08188641,0.5649196,0.23907956
47c513a8-edc9-438a-bb7c-8bbacceba308,Like,male,"Austin, United States",2023-06-16,POSITIVO,2,0.1558179,0.11153945,0.52451783,0.20812485
c634cfb9-992a-4d77-a625-c8f83889f125,Is soooooo happpy for me and sol 0 .,female,"Lima, Peru",2023-11-12,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
ebaede50-4ac7-4363-aee5-eec1b1f8332f,Good,male,"Mombasa, Kenya",2022-06-27,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
c6ec0d00-af0b-43f1-b6e2-17c2836c5563,"e, see www ewweeeeew wwewe, www dzdddw do so see d DD eddddedz dli sex dewe5e www3 wew www 4ee we ew3 Er ft h de St 55Z 4e ex EZ EZ EZ ee wwww deeeeeeeew",male,"Brussels, Belgium",2021-10-06,POSITIVO,2,0.12712054,0.319644,0.38195634,0.17127904
e7e4dc52-a92b-44f6-8d05-1b7c2e2e9f3d,Nice qpps that's it,male,"Taipei, Taiwan",2022-03-20,POSITIVO,3,0.15466167,0.1114575,0.14621235,0.5876685
e61cc3d5-4af4-48e4-b15f-637a7128c1b8,saya kaya mag tiktok all the time kaya ni rate q to kasi anggaling ng apps na to nawiwili tlga aq hehehe,male,"Prague, Czech Republic",2021-12-13,POSITIVO,2,0.08614201,0.06442815,0.58201975,0.2674101
7c80860c-0e6f-4e8d-8ec8-37a86000d8af,jamaila,male,"Marrakesh, Morocco",2022-09-22,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
ea6c6cb2-2e5a-4c1c-8ac9-15aed1e57c56,❤️❤️,male,"Edinburgh, United Kingdom",2021-09-09,POSITIVO,2,0.13403137,0.09659019,0.5355045,0.23387387
fd3e8d70-c988-493a-9870-bd22643e5705,Good,male,"Brasília, Brazil",2023-09-07,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
c3a1809a-8709-48bd-9f52-c7ba62382dce,Na enjoy ako sa pag te tiktok ko,male,"Toronto, Canada",2023-03-07,POSITIVO,2,0.17794219,0.06987683,0.5200695,0.2321115
9a44b23c-9c8b-4445-a4aa-fe64d74176ae,tiktok pls give me back my repost button permanently i miss it alot or in other way of words stop taking my repost priviliges and giving it back to me after a few hours thanks!,female,"Rio de Janeiro, Brazil",2023-10-04,POSITIVO,0,0.38041124,0.08063992,0.3505298,0.1884191
0f21c11a-1ed9-43e0-bf6b-4757d430ee3c,l... Love IT,female,"Christchurch, New Zealand",2024-02-21,POSITIVO,2,0.15466303,0.11146056,0.52562124,0.20825511
7b864b5a-2b85-4f8d-9661-82f0e5c77a8a,My xperience is happy to family but I'm sad..for now,female,"Gold Coast, Australia",2024-01-26,POSITIVO,1,0.12254087,0.47798726,0.11589985,0.28357202
2088dd78-c2a4-420a-85de-a8c95b5babf6,So good 😁,male,"Alexandria, Egypt",2022-06-02,POSITIVO,3,0.10741879,0.07741173,0.10155923,0.71361023
c1529fa1-9ecc-4ef1-820d-15c37b47ac28,👍,male,"Brussels, Belgium",2021-12-08,POSITIVO,0,0.52683127,0.11156233,0.14622352,0.21538287
676436c9-2aca-4ade-8407-45847976f42b,Good but it's kinda laggy sometimes.,male,"Alexandria, Egypt",2022-08-20,POSITIVO,3,0.11561239,0.08393032,0.1508008,0.6496565
20dd2fba-f921-48d7-a126-c16aab43e091,good,female,"Perth, Australia",2024-01-01,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
0f5b3721-bf0a-406e-a069-0c331c2898d4,Nice app,female,"Melbourne, Australia",2024-01-15,POSITIVO,3,0.13669673,0.09690459,0.12726617,0.6391325
0bc2a605-035c-41be-aa00-e4fbee32a948,I like this !! <3,male,"Denver, United States",2023-04-27,POSITIVO,2,0.15582003,0.111539476,0.5245156,0.20812485
709af63d-33b2-49ec-ab41-0477aae9e505,Tik Tok Zaw,male,"Windhoek, Namibia",2022-08-03,POSITIVO,2,0.13366462,0.096326016,0.5901423,0.17986704
385579f2-d3af-4c53-9e50-b3ff28fefda9,The most amazing app for Android phone,male,"Tijuana, Mexico",2023-03-22,POSITIVO,2,0.118209854,0.25844762,0.41999748,0.203345
5160661d-ce72-4dcb-a7e5-c02f2f3aa323,please add the search feature on saved collections🥺,male,"Ho Chi Minh City, Vietnam",2022-04-14,POSITIVO,2,0.18982896,0.07323903,0.42062384,0.3163082
efebad32-7e2e-449e-89ea-c844f34cfc3b,Like this,male,"Madrid, Spain",2021-12-01,POSITIVO,2,0.15582012,0.111539476,0.5245156,0.20812485
d1d34988-17c0-4e54-b7b9-51cfe5a22e0e,great,male,"Geneva, Switzerland",2021-09-01,POSITIVO,1,0.1639664,0.4817153,0.14621785,0.20810053
a6025e09-69ed-4dbe-ab62-2145b68f6176,Hi Tiktok! This was a great app ! But could you add dark mode for Android? That will make me happy. Thank you ! <33,male,"Vienna, Austria",2021-09-10,POSITIVO,2,0.3394575,0.07718482,0.40746126,0.1758964
2802de26-646c-4191-9cf1-2c9f3fae7127,Ok,female,"Melbourne, Australia",2024-02-23,POSITIVO,2,0.15466428,0.11145947,0.5257776,0.20809862
c2edb000-8d2a-4c99-8236-7eb22622e5c3,"This is way better, but it's a great place for short videos and stuff!",male,"San Antonio, United States",2023-03-11,POSITIVO,0,0.6639015,0.092698604,0.100503996,0.14289594
abf0bad0-ed5a-4cb4-823d-20ae9b13b22a,Nice,male,"Nairobi, Kenya",2022-09-11,POSITIVO,3,0.15466167,0.1114575,0.14621235,0.5876685
1678a86b-82f3-4bd0-94ae-c6a851c2ac87,So wonderfull,female,"Arequipa, Peru",2023-11-11,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
8770f987-7a1c-4b19-bd79-7ede183ca323,It's good and entertaining app,male,"Houston, United States",2023-03-20,POSITIVO,3,0.38187286,0.08939828,0.11729848,0.4114304
4ed862ee-c6ef-438f-bac8-4ab758b325d8,Just updated and now I can't open it anymore.,male,"Hamburg, Germany",2021-12-27,POSITIVO,2,0.121512115,0.08757011,0.6272081,0.16370963
f126f1c1-b402-4f5e-92cd-7c17f4526d04,good,male,"Los Angeles, United States",2023-07-18,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
b0d7ad7c-3e4d-4667-b841-1776f88fa550,Add some dark mod,male,"Accra, Ghana",2022-10-27,POSITIVO,2,0.31859654,0.09730397,0.40223742,0.1818621
700864db-1511-474c-aab6-e31016c8273d,វាធើ្វអោយញុមសប្បាយដែលតើពេលមានវាហើយក៏ធើ្វអោយញុមមានសង្សារដែលបានស្គាល់ក្នុងTik Tokឡូយដែលតើមិចថាអត់ប្រយោជន៍ហើយឡូយទៀតមានអីល្អតើតែវាសុីលុយហា៎ហើយឡើយច្រើនទៀតអស់លុយច្រើនទៀតស្អប់វាណាស់តែសប្បាយដែល🤨🤗😏,male,"Monterrey, Mexico",2023-04-30,POSITIVO,3,0.108721696,0.07835276,0.20246767,0.6104579
cbcb5e75-0fee-4f42-b435-208822a3ee12,Nice apps,female,"Nadi, Fiji",2024-04-10,POSITIVO,3,0.1342939,0.09700653,0.12719826,0.6415013
14f61a19-660b-43b5-88c3-cd7fe867c7e1,Dont change my fyp,male,"Manchester, United Kingdom",2021-09-29,POSITIVO,1,0.122087225,0.38526058,0.15952717,0.33312503
b9b86ea1-148e-49ff-8f59-d64dc3d3c69e,Enjoyng,female,"Brisbane, Australia",2024-03-16,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
165354ea-c0b7-49f4-bbca-d8d03bfe1f77,Mehh,male,"Jeddah, Saudi Arabia",2022-02-09,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
ed370c68-12a4-4f9e-aadf-a3bedaccac7b,This apps is cool but you need wi-fi or something to watch it some video this is like YouTube but it's call tiktok it just a same but it's not same look like,male,"Vienna, Austria",2021-11-21,POSITIVO,2,0.25269148,0.22414988,0.35635906,0.16679962
4c3242d7-2511-4110-bd87-d3d20e5b17f5,i need dark mode on Android 😭,male,"Durban, South Africa",2022-07-06,POSITIVO,2,0.096411414,0.069716364,0.6539117,0.17996043
bc94b317-7afe-443a-a1a7-70475c109ba6,"It's a good app, but, the problem is, I can't follow back people, which I'm losing followers because of it, please fix this problem, I'd be really happy if you do, and it's not even ""following too fast"", even though I'm not following too fast, I still can't follow, please fix ! Hope you see this ! <3",female,"Montevideo, Uruguay",2023-10-28,POSITIVO,2,0.18282229,0.2908265,0.3708842,0.15546696
4d9db7eb-90f4-436e-bbe8-8d5cfc324923,It's good but sometimes it have some bugs and lags so can you fix it?,male,"Nairobi, Kenya",2022-06-19,POSITIVO,2,0.11181549,0.22650033,0.35604852,0.30563566
07c3b736-f4d9-4a65-bcf8-edc4e6653187,About dancing,male,"Prague, Czech Republic",2021-09-29,POSITIVO,0,0.53363156,0.11156035,0.14638919,0.20841894
0344e444-3c3f-4f78-b4ba-2e7a3a03016b,ok lng,male,"Lima, Peru",2023-09-03,POSITIVO,3,0.13539504,0.09757149,0.30380267,0.46323076
ea1c837e-0120-4ce4-aaf6-8010960c2aaa,Perfect,male,"San Diego, United States",2023-05-07,POSITIVO,0,0.5341114,0.11147005,0.14623319,0.20818539
939fbfe6-636d-41c7-bd28-0cabd03cd08d,Sana po ma install ang tiktok ko,male,"Guayaquil, Ecuador",2023-09-03,POSITIVO,2,0.10215354,0.18952467,0.45238897,0.2559328
0848103f-8c79-4b3e-94ce-049326ee5f1b,This is I love best,male,"Valparaíso, Chile",2023-09-12,POSITIVO,2,0.13873045,0.33752662,0.34360877,0.18013412
f91dcee2-33fc-4341-8164-675583fb51be,"The app is good but when i want to update it, it always gets stuck on 98%",female,"Melbourne, Australia",2024-03-20,POSITIVO,3,0.20177446,0.08007612,0.21892536,0.499224
efd57e30-72d5-4100-9fc8-36c45817632b,7Jim.9 0,male,"Rabat, Morocco",2022-07-07,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
1b3d7ff5-c4b8-4f32-9609-3cd1172d7b81,"Probably an annoying app, I can't even change my pfp.",female,"Brasília, Brazil",2023-12-07,POSITIVO,3,0.1159777,0.08753709,0.2574682,0.539017
f7340639-5600-4ebd-9f68-aa56c7c4c59f,I was just angry because of updating,male,"Washington DC, United States",2022-11-09,POSITIVO,3,0.19486156,0.11167617,0.14673366,0.54672855
01151bff-105f-4583-a162-a25fe04300d7,"Listen, im addicted to this app but these week my fyp has been 💩 please help ☹️",male,"San Diego, United States",2022-12-16,POSITIVO,0,0.32974234,0.21331371,0.22092365,0.23602022
79eed05f-0366-4145-9020-076ba88159f0,Ganda Ng app Pero anlakas sa MB,male,"Brussels, Belgium",2021-09-18,POSITIVO,2,0.10392484,0.33310184,0.3983768,0.1645966
adc9152c-6092-4363-b807-f694eff7792a,Very good,female,"Perth, Australia",2024-01-23,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
11f7e902-1fde-4df4-895b-d902726d208d,Very interesting,male,"Cancun, Mexico",2023-05-15,POSITIVO,0,0.53390515,0.11151334,0.14630622,0.20827535
c664df8e-803a-4b6f-8b61-14fdd901d76a,4 star lng po kasi ang probs ko yung ibang apps sa tiktok ayaw gumana,male,"Dar es Salaam, Tanzania",2022-09-07,POSITIVO,2,0.08661744,0.062344696,0.5500228,0.3010151
17778132-4516-4728-86ed-8e349dd272e4,Nice,male,"Dublin, Ireland",2021-10-19,POSITIVO,3,0.15466167,0.1114575,0.14621235,0.5876685
12fe3a3d-d0dd-4ad8-874b-c44308994652,Good,male,"Osaka, Japan",2022-04-25,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876703
080b3393-216e-492f-bc2f-7cffc2b95c26,This is a very good app to watch,male,"Dakar, Senegal",2022-08-03,POSITIVO,3,0.37926307,0.08921047,0.117132336,0.4143941
bd71f351-575f-41ac-b004-da6b2e7f1a2a,Plsss unbannned my account please!!,male,"New York, United States",2023-05-17,POSITIVO,2,0.122045584,0.08863274,0.62506974,0.16425191
fc2d2147-e945-47fe-a0b3-6fd40387a41d,"I don't like the way that I only search sound, hashtags and users, please get the app back to normal",female,"Asunción, Paraguay",2023-11-04,POSITIVO,2,0.09810357,0.29226452,0.4563193,0.15331264
ccfbd752-d876-4bce-b430-578098f7b2dd,It's good but data was very very fast Finnish so I will give only 4 star about this time,male,"Addis Ababa, Ethiopia",2022-08-20,POSITIVO,3,0.226873,0.21984397,0.09843314,0.4548499
96b63aaa-7771-47c3-ab0b-63514248acd8,it's a nice app,male,"Johannesburg, South Africa",2022-06-07,POSITIVO,3,0.1366932,0.09690455,0.1272661,0.63913614
8c5e24ac-61a6-4d91-b512-69adcce4bb6b,Nyc,male,"Valencia, Spain",2021-09-28,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
fa732b53-a428-4fcf-bd4e-41f9ef76e387,Ok,female,"Melbourne, Australia",2024-01-04,POSITIVO,2,0.15466428,0.11145947,0.5257776,0.20809862
e5aa0576-b873-44a3-8a4e-0f7d814aa2f8,Ok,male,"Tokyo, Japan",2022-03-16,POSITIVO,2,0.15466426,0.111459464,0.5257776,0.20809864
2b596f38-2b2b-4b35-b02b-1b8fe2fc37c7,Good,female,"Caracas, Venezuela",2023-11-09,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
e81a36ef-2dc0-403c-88b3-fb364947825b,Shadowban problem,male,"Chicago, United States",2023-07-20,POSITIVO,1,0.1546957,0.49087724,0.14625683,0.2081703
19289c07-ebe2-4b21-a479-9a02ae6b4269,Super nice to be dance so thank you tiktok☺️☺️☺️😘😘😘😍😍,male,"Addis Ababa, Ethiopia",2022-07-25,POSITIVO,3,0.114086285,0.09616879,0.094516255,0.6952287
de0b3820-1371-46ae-a00d-a5f25570d115,Ok,male,"Jeddah, Saudi Arabia",2022-03-23,POSITIVO,2,0.15466428,0.111459486,0.5257776,0.20809865
498b0186-ee51-483e-801a-c912cea743fc,Good,male,"Helsinki, Finland",2021-12-15,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876703
d31cd8d5-56df-40d6-8257-ae7367917f38,Its so good,male,"Singapore, Singapore",2022-02-28,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876703
2b05aa7c-2052-44ef-a3f8-250d4a2bf29d,Satisfy,female,"Guayaquil, Ecuador",2023-10-04,POSITIVO,3,0.24928574,0.1796488,0.23566607,0.33539936
7486e712-690b-41c4-95ff-84fa810e0703,Good,female,"Port Moresby, Papua New Guinea",2024-04-17,POSITIVO,3,0.1546615,0.1114569,0.14621124,0.5876704
42b4ad81-cc3c-48a6-a69b-9aec1dee9b22,Knowledge is power!😜,male,"San Diego, United States",2023-06-02,POSITIVO,1,0.114223,0.40579525,0.10816196,0.3718198
2bcd94cc-b431-41a8-90a6-cc0eb4885fa1,Goog enough,male,"Bangkok, Thailand",2022-04-18,POSITIVO,2,0.15489355,0.11173751,0.52470404,0.20866488
dd91a2db-d56d-4798-9c87-87bd22558fe6,This app is so good,female,"Asunción, Paraguay",2023-10-12,POSITIVO,3,0.13682015,0.0967895,0.12713227,0.6392581
dfcf6329-7f3f-485b-ab64-0d46c1e916c7,"Its Actually. VERY GOOD APP For Actual Simp Like Me 😶, Well Im Not Really Simp But, I Suggest Downloading This App When Ur Used To it, Things You Like Will Uhh Show Up. BUT NOT adult Things Okay.?",male,"Austin, United States",2023-04-22,POSITIVO,2,0.19585589,0.20667723,0.4271983,0.17026863
77e3b6f6-b350-4bb6-ab08-ca416ae53479,OK...just for memory,female,"Montevideo, Uruguay",2023-11-29,POSITIVO,2,0.15466426,0.11145948,0.5257776,0.20809864
1a767509-2d14-45b4-a6ee-b06b4c64336a,It so nice,male,"Boston, United States",2023-01-28,POSITIVO,3,0.15466167,0.1114575,0.14621235,0.5876685
be54f5ce-9b14-4492-bb65-95493ed431d1,ឌួងណារ៉ា,male,"Arequipa, Peru",2023-07-28,POSITIVO,1,0.1546659,0.49101686,0.14621739,0.20809984
a176d556-4423-4978-9c80-64750e0fd785,Tik tok memang oke.,male,"Guangzhou, China",2022-02-14,POSITIVO,2,0.12205618,0.2950716,0.41848105,0.16439112
1fe2b186-2251-409d-bdc7-3bc3ae51ef7c,i enjoyed uploading videos,male,"Mumbai, India",2022-02-15,POSITIVO,0,0.5906378,0.09784299,0.12870868,0.18281047
