reviewId,content,gender,location,date,score
ecf494e2-233e-400d-b4f6-d9db489c69b8,Cannot add location,male,"Doha, Qatar",2017-04-02,NEUTRO
ac3ffe37-326c-4ce1-84b9-34c34faaba7c,It's always shows something went to wrong,male,"Tijuana, Mexico",2018-11-03,NEUTRO
3dac0449-ff2a-490d-a43b-f3561ace9f9d,Works 50% of time,female,"Quito, Ecuador",2019-10-26,NEUTRO
cd0f2bb5-de73-4f1c-8d9e-fcacceee9e4f,Yeah ! It's Fine But Probablly I find A Lot Of Issues In the app Just Like Hanging and Like .. Whatever Else ! Plz Try To Update!!,male,"Budapest, Hungary",2016-05-05,NEUTRO
793a3098-117a-401a-82be-b0e414d3d395,Nice app,male,"Manchester, United Kingdom",2016-09-09,NEUTRO
2f750e91-6f9a-40ab-bb18-8e29d7ec5189,No tiempo para tu,female,"Canberra, Australia",2019-12-12,NEUTRO
5cbdba25-bae9-4fe5-8318-56f9a51e5275,Many glitches are there I can't reply to msgs and can send reaction emojis to specific msgs,male,"San Antonio, United States",2018-12-03,NEUTRO
fd2060e3-5006-4da9-a74d-c1cd1a7b59d7,Highlights are not working properly,male,"San Francisco, United States",2018-07-10,NEUTRO
e4c94d99-c299-4a56-b3c5-594a9cb1ad7f,Vry vry nice app,male,"Bangalore, India",2017-03-25,NEUTRO
949718e5-655a-41da-a63b-792d80b6d262,Good,male,"Seoul, South Korea",2017-06-11,NEUTRO
c58a20cc-9d8e-4cad-929b-6a8becdefa92,Interesant,female,"Suva, Fiji",2020-01-31,NEUTRO
cd558f07-bea9-479c-a90f-fce78a419392,Long status video not working this app,male,"Alexandria, Egypt",2018-01-08,NEUTRO
31180cdc-4423-48a7-8cad-e726c92bf3c5,"Glitchy. It's not very user friendly when creating reels. Recent reel just uploaded upside down! I'd hate to redo everything! Cleared cache and restarted my phone , saved the reel to my phone and still ....somehow it's upside down.",male,"Vienna, Austria",2016-05-22,NEUTRO
30d18851-88e1-4c8b-ac04-e8977237dd32,Fb urcki r bdhvncib,female,"Queenstown, New Zealand",2020-03-12,NEUTRO
e73356f2-5ed1-41a0-b9ac-4de1080ee705,Insragram dauwnlod nahi ho raha,male,"Tel Aviv, Israel",2017-01-09,NEUTRO
0414335e-e891-4010-b8de-c8bc5e266629,Why the app could not accept the message requests?,female,"Montevideo, Uruguay",2019-11-15,NEUTRO
70e81eee-f038-45b6-a630-c285374906f3,Good,female,"Adelaide, Australia",2020-02-15,NEUTRO
9f97888b-42b9-40dd-ad63-ed6d67336e38,Thank you for solving my problem,male,"Philadelphia, United States",2018-04-27,NEUTRO
101a534f-dbba-4ec0-aa24-9e85d9138687,Mast 😍😍😍😍😍😍😍😍😍😍😍😍,male,"Los Angeles, United States",2018-10-30,NEUTRO
e46d9c93-22fc-46df-9d22-cd45237067f8,So many bugs.,male,"Cancun, Mexico",2018-07-04,NEUTRO
a7eb704e-5eed-43b2-8462-13285edc7fe9,Annoying,male,"San Diego, United States",2018-12-13,NEUTRO
06e4f236-95cf-4d6e-a713-43c2fe30ccbd,Good but now it stop to vairal my reels,female,"Nadi, Fiji",2020-01-02,NEUTRO
6f5f9927-4abc-4739-8d8c-34e22ba71787,Hii really good for you and the family f,male,"Busan, South Korea",2017-05-20,NEUTRO
4f1ae680-f806-4e50-af8a-7d705e430ba3,I am not sure if you have any questions assistant professor,female,"Nadi, Fiji",2020-02-19,NEUTRO
06d94753-1461-4829-b5e0-aec9ed21e22c,Op,male,"Ottawa, Canada",2018-09-09,NEUTRO
2eef422a-df43-4c9b-a226-ba7da396a131,What's wrong with the link? Its always linking back to instagram even though the account tag it to another website?,male,"Lyon, France",2016-08-14,NEUTRO
2fa52791-efe7-4e90-a7c4-5bd32b14cffe,I am not found my draft video,male,"Abu Dhabi, United Arab Emirates",2017-02-17,NEUTRO
de527d54-e69b-4c2a-acb1-3e54fa6aa949,So pretty,male,"Chicago, United States",2018-10-26,NEUTRO
b303124d-8897-4ddd-96fc-6a0adfb3edec,Dose not viral my reel 😂,male,"Singapore, Singapore",2017-03-10,NEUTRO
f7040468-836b-43a5-bcdc-da50a7de4889,App is getting hanged very badly in the recent days in One plus Nord mobile...,male,"Helsinki, Finland",2016-09-11,NEUTRO
dde0e065-5d08-472e-8962-db5df94c6378,Why my stories are getting blurred,male,"Seoul, South Korea",2016-10-31,NEUTRO
245542ad-ca5e-4acd-898b-a43ef1718df1,Multiple emoji reaction still not available for me,female,"Sydney, Australia",2019-12-16,NEUTRO
21da5433-34bc-416a-857b-252aa8626ba4,wow new version..,male,"San Diego, United States",2018-11-06,NEUTRO
9113ae1f-67d7-4d2c-9f91-e617dc97250e,"It has many glitches. Though you get all the news and gossips from all sector, it's time and data consuming.",female,"Christchurch, New Zealand",2020-07-01,NEUTRO
a655e8d2-377f-48bc-85bb-11d2a2249987,Beuti,male,"Pretoria, South Africa",2017-09-03,NEUTRO
b0338ad0-0327-4e47-885b-fba99bc1722d,Views and likes issue plz help nothing else,male,"Austin, United States",2018-10-26,NEUTRO
d9b9d2b5-2798-4760-b121-6f0f92286f7c,It is a great app,male,"Chicago, United States",2018-10-31,NEUTRO
bf50e2bf-fc67-4855-914e-b0f386ac1bed,Very good app but some glitches But i haven't get themes i don't from 1 year i am using but everyone have themes i haven't themes. Plz give me themes,male,"Austin, United States",2018-11-28,NEUTRO
20aca957-13a5-42a7-a2ad-44b283e0944b,Good,male,"Marseille, France",2016-05-13,NEUTRO
f0f010f0-a8fe-47d1-b971-c803e1c1ff64,Quality,male,"Cali, Colombia",2019-07-11,NEUTRO
b906d0b1-1619-4bef-a1c5-63153ddbdc43,अच्छा,female,"Wellington, New Zealand",2020-06-05,NEUTRO
ea30aa74-0f9e-431a-ac8d-3cdb8bc46628,This is the best social app and was properly working but it's been so while that instagram notifications are lagging and it is sometimes taking more than half hours to get the notifications at first I thought it will be fixed but please do fix it. Instagram has been lagging recently 👍,male,"San Francisco, United States",2018-07-16,NEUTRO
0525046a-8518-4d32-8365-4efc1f264b85,Look,male,"Osaka, Japan",2016-12-22,NEUTRO
9e119558-0786-419b-980b-0a028f03ab0c,"Im having a bit of a problem with the add yours feature not working for months now. I had updated this app just a few days ago when I noticed that the add yours sticker wasn't working because it wasnt updated. Now that it is, the sticker is still not working. Can you fix this bug???",male,"Cali, Colombia",2019-07-15,NEUTRO
5eec6795-40a1-4ede-9d32-1795680b9039,Video is freezing. Reels crashing.,male,"Milan, Italy",2016-02-16,NEUTRO
0f024a36-0d39-43f4-a8c0-2ffcd3d6c4df,It wont fix the foces stop an it says it wont work an all,male,"Kampala, Uganda",2017-08-05,NEUTRO
fd6a2e50-6428-46f2-bf3e-83df3ab2c116,"Would rather be able to upload via PC with full app capabilities, rather than just cellphone.",female,"Suva, Fiji",2020-04-15,NEUTRO
5c40fca0-75b3-4802-810e-e3abcf411ecb,Yeah I like it 😊😂 from last year In 2021,male,"San Francisco, United States",2018-10-14,NEUTRO
5506575f-7a9e-403a-908b-3d26e7d68674,Tafan,female,"Hobart, Australia",2020-01-02,NEUTRO
86051455-4c14-4b4b-8758-3bf2f254045a,It's lagging a lot,male,"Mexico City, Mexico",2018-11-10,NEUTRO
71e8b4d4-1583-4d79-8e65-56603c12f000,Kbi kbi ni chlta rookh jata hy bki great hy you can use❣️👀,female,"Salvador, Brazil",2019-11-09,NEUTRO
bf641d05-6d77-459b-aa2b-d08250545766,"Nice app for social media but even though i always update the app every time they says Need to Update. Im just disappointed because the filters are few, i saw my friends Instagram there are many nice filter but why my Instagram just a few filters like 2 filters only? Please i would like to rate the app 5 if you add more filters on my Instagram. Thank you!!!!",female,"Adelaide, Australia",2020-02-12,NEUTRO
410fde5f-9bd1-46c3-913b-9d50c7b3d337,It's best app,male,"Lagos, Nigeria",2017-07-24,NEUTRO
6ad3ca92-1a8c-4a60-8e1c-51f5743137a1,Hi Huie Hrhrj shis,male,"Birmingham, United Kingdom",2016-08-28,NEUTRO
45aef2b6-3c60-4124-bef3-f024f4a1db0b,"I used to love instagram but after this new update i am having a lots of problems with text on my reels and stories, i coant reply to messeges in my dm. So i am starting to dislike the app a bit. I tried sending a report but i cant even send report as it shows error while sending. It is a great app but latest update is not that great.",male,"Valparaíso, Chile",2019-05-23,NEUTRO
664163a6-3eee-47ad-8ad5-8b05c63cdf6c,Nice aap,male,"Tunis, Tunisia",2018-02-08,NEUTRO
2a115afd-5113-4fe0-98f9-ca346bbcbee9,Accha aap hai par har 2 din me update kar na padhta hai aur kabhi kabhi hang bhi marta hai,male,"Hamburg, Germany",2016-09-03,NEUTRO
694b2feb-0f70-46ee-b45e-ae378e7307f9,"There are some glitches. I can't remove items from the market cart, sometimes when I tag in reels the video shows upside down and then it crashed.",male,"Austin, United States",2018-10-16,NEUTRO
697bb13a-e04b-47bc-a077-74866580676b,"Hi Instagram, why some of my digital collectibles cant be shown? It says ""Unsupported"", why is that? Is there anything the creators of the NFT can do about it?",male,"Birmingham, United Kingdom",2016-04-04,NEUTRO
c6312551-d854-4a67-9f32-a52f3ccb2f99,This app have sum bugs please repair him,male,"Busan, South Korea",2017-01-03,NEUTRO
231f90bb-c423-44e0-99f7-ce8b3250de17,"Hello instagram team sir, I do not know why these problems accessing coming to my account and if I have any mistake in this,then you correct it, now I will not make any mistake, please request you to correct this problem with my account then it will be your great mercy_thanks instagram team not upload my reals comment pleas help me",male,"Santa Cruz, Bolivia",2019-09-12,NEUTRO
df570a87-c5b0-416c-94e5-7f3779fb933a,"Got some love from the algorithms recently, wow what a feeling to know you have gold , and the gate keeper is still keeping you out ‼️😪",male,"Madrid, Spain",2016-02-24,NEUTRO
f01a7160-05a8-44f7-a5d6-d2ea845a7b71,Mediocre,male,"Tel Aviv, Israel",2017-06-25,NEUTRO
4867ffea-3b05-4c4d-a9c7-109271071ba7,मेरी रील पर व्यूज नहीं आ रहे हैं कम से कम हमारे फॉलोअर्स तक मेरी रील को जरूर पहुंचाएं और अधिक से अधिक व्यूज दें आप की महान कृपा होगी... धन्यवाद,male,"Lyon, France",2016-03-11,NEUTRO
f76cd353-3301-4a49-93f1-14d9a371e4b3,Sab thik thak h,female,"Christchurch, New Zealand",2020-08-27,NEUTRO
0211288e-a810-42c3-ad23-b8e5864854fa,💫💞💫😂😂🤞,male,"San Diego, United States",2018-10-03,NEUTRO
6fb57768-e88e-4912-b969-af1b280da3d2,The instagram team don't return my old instagram account @bts_world_66,male,"Hong Kong, China",2017-06-08,NEUTRO
dbf5eb37-cf1b-4e54-8860-a74def28ebe5,"Reels take too much time to upload even it takes 1hr even if i have a good wifi connection , too bad dev please think about it",female,"Hobart, Australia",2020-05-04,NEUTRO
540a92cf-c5b9-446c-b666-077ccbe20e3b,This application is terrible the messages wouldn't go through and the application kept stoping.,male,"San Antonio, United States",2018-05-31,NEUTRO
a7766ede-894f-4f7d-9f0d-25537b63f16c,"Unable to react to msg except liking the msg,,,also unable to revert to msgs",male,"Johannesburg, South Africa",2018-03-04,NEUTRO
3331316c-c009-434b-aad5-64ea2c0daa69,Very nice am enjoying it,male,"Los Angeles, United States",2018-10-13,NEUTRO
13e4945e-4914-4102-b826-31dd8e4eed7f,I feel some discrimination against cannabis related pages and definitely not enough research when looking into bots and scammers,male,"Delhi, India",2017-04-20,NEUTRO
e187e361-d2ce-45a3-a3b3-48da798b24e8,Please put option of hide follower and following not private,male,"Chennai, India",2017-06-28,NEUTRO
a18e8204-45c1-4eed-a38c-aaf3fe97ec68,need more easyness for reels making and posts feed,male,"Marrakesh, Morocco",2017-10-17,NEUTRO
1613891f-4845-43e7-8c2c-9146bbc1facc,Good 👍,male,"Bali, Indonesia",2017-03-18,NEUTRO
b4e6b987-87c6-4228-9514-7bd265ec80aa,I would give 5 star but there some problems while texting with friend,male,"Toronto, Canada",2018-10-07,NEUTRO
85b90420-9b21-4669-8c9d-d59cf684e6f4,Big man,male,"Montevideo, Uruguay",2019-04-11,NEUTRO
efc25501-7261-45c4-912c-c003ef11514e,Good,male,"Lisbon, Portugal",2016-06-03,NEUTRO
80e0e8a2-d206-4771-8e54-72265985894f,Vere level app,female,"Canberra, Australia",2020-07-13,NEUTRO
7a3875d7-4db7-4f6f-89be-ff6357c10a91,Now a days whatever song we use it is saying audo not available... It is irritating to use with that feature..we are not able to post properly,male,"Rio de Janeiro, Brazil",2019-07-16,NEUTRO
6776aa50-36f9-483b-9c23-535a36995aa7,Too many ads n videos from people I don't follow... but I still enjoy the pictoral format n like to use the app,female,"Santiago, Chile",2019-10-12,NEUTRO
ffc3cfb2-a8b5-49bb-a376-11a03029cd8d,I had problem regarding my reaction of messeges.pay attention to my review.,male,"São Paulo, Brazil",2019-07-13,NEUTRO
67665860-a7bd-4cc9-8c62-04122e0aad50,Good,male,"Lisbon, Portugal",2016-06-17,NEUTRO
8b276f7e-c861-4e92-ba1c-ccba0c481e4d,Business earn,male,"Montreal, Canada",2018-04-18,NEUTRO
2c621edd-fda7-408b-a6a8-a1f5864dce04,Very nice 👍👍,male,"Harare, Zimbabwe",2018-02-17,NEUTRO
f1ffaad9-9d46-405b-9c0a-ef33d1ea4dd0,Something better now,male,"San Jose, United States",2019-03-03,NEUTRO
42d85f73-5d95-4e75-9c90-634f09259873,"I am not able to have reaction and replying to specific message features in my account, it's been 1 month i am reporting this issue and Instagram team is not fixing it, disgusting.",male,"Marrakesh, Morocco",2018-02-22,NEUTRO
f31b9bbc-7243-4fc2-8505-1416d8e211ef,💜💜💜,male,"Santa Cruz, Bolivia",2019-04-25,NEUTRO
d2a0a312-3289-47df-b1c9-61d374f10fe2,"It's best app,but after the recent update some reels and videos sound is not available",male,"Monterrey, Mexico",2019-03-18,NEUTRO
feef1892-9720-4c78-bb50-88593d7b805e,Hello sir/madam my account hacked pls delete my account plssss,male,"Caracas, Venezuela",2019-04-13,NEUTRO
a4f31d71-f499-4996-88bb-eabff49a0b5f,Not working properly from last few days. No stories are opening properly.,male,"Monterrey, Mexico",2018-12-03,NEUTRO
53abf50f-4a01-4688-b68f-b37f687c7b7b,"Its good, but recent update of blending videos and reels is bad doesnt sound good and damages the profile grid plz change it back .",male,"Marseille, France",2016-10-13,NEUTRO
99dacb27-9cb7-4168-9ca9-831894c8eb19,Not bad,male,"Montevideo, Uruguay",2019-07-28,NEUTRO
11a0015c-44fa-4b0c-81cd-aaa47932d972,Kuresha,male,"La Paz, Bolivia",2019-08-31,NEUTRO
37ea23a2-be23-438a-b58f-09b2dd3f1718,I can't send photo or story because i can't open pics from gallery,female,"Port Moresby, Papua New Guinea",2020-03-24,NEUTRO
4e2147fc-3ce5-4215-9f32-acd953662c25,Good,male,"Jeddah, Saudi Arabia",2017-03-01,NEUTRO
e8957d8b-9e54-4f65-a745-aea56b024949,Pretty good. Tho would like the option to turn off the algorithm.,male,"Kathmandu, Nepal",2016-11-25,NEUTRO
86e9267d-b48a-4937-94c7-e82b1b940047,"I don't know what happened but all my reels are turning blackish and in reduced quality after uploading no matter how good the quality it had before uploading. Reported problem multiple times, uninstalled and reinstalled instgram but nothing is helping. High resolution media option is also turned on. Got no response from help center.",male,"Lagos, Nigeria",2017-11-18,NEUTRO
037c5927-ba63-43a2-b9f3-1d99324b9ce4,Hey Instagram I'm facing some issue in my Instagram I'd I received a lot of email from Instagram about reset password and this is not doing me. Someone want to access my Instagram account I received a lot of email/otp etc.,male,"Alexandria, Egypt",2017-07-23,NEUTRO
22847298-ef18-49c0-9873-b0be65fe5442,Nice aap,female,"Córdoba, Argentina",2019-10-28,NEUTRO
b3d6c778-096c-4fff-8ef4-28b2a34b068b,Lovly app now,male,"Houston, United States",2018-11-25,NEUTRO
a6c369c7-3e00-48fa-8a1c-a8dc62907b70,Good app but I want the activity notifications for other accounts to be able to turn off.,male,"Brasília, Brazil",2019-07-27,NEUTRO
e0748e65-aa08-44fd-8673-76b2bc4342ae,I would really like for the update with putting a picture on the chat backround come back a second time . I didn't get to update it and I think it would be good for that to come back.,male,"Alexandria, Egypt",2018-01-18,NEUTRO
70e03405-8d7b-49a7-994b-709898109c7f,👍instagood ☺️,male,"Lisbon, Portugal",2016-07-19,NEUTRO
82a213b5-e6d5-48ee-b056-541cec437bba,Do stuff jb hi you have to go in my you up to your office and I you you to youyyyggouyy my you gyyytfyyyuyy to my text message you on my lunch you can get a better grade for the yuuyygyuygygtyy tyyyu to you and your family have to your yyyyy hghhhhhgygccchggyygygucg bi us a used vehicle us a few I to come in at least I in your office at one time and where would we to to get a new one and be there for ishselfyyy I am not sure if I can do that I use is we will do our one is the uhui hi u up yourIy,male,"Barcelona, Spain",2016-08-14,NEUTRO
16d977f1-5103-47e1-99bc-136137b7263f,This app is really very good. But in this we can't give more reaction there is only heart reaction and we can't give reply this thing I don't like,male,"Harare, Zimbabwe",2017-10-20,NEUTRO
460ed645-2491-4a3d-83de-909984cf6fe3,Nice,male,"Kathmandu, Nepal",2016-12-24,NEUTRO
b8215dba-c46e-477b-a010-2a4588511c79,"This application was working well but from some week my story highlights are not playing properly,if i open up my story highlights some of them just gives blur image without music and some are playing welll My ig account is-shukla_3005",female,"Medellín, Colombia",2019-11-05,NEUTRO
d3a0dca9-dd88-4b93-b14d-c512caeeab71,Needs features,male,"Guadalajara, Mexico",2018-11-01,NEUTRO
ebfe2493-1c8f-4175-987d-87f70d4f40dc,Nice,male,"Brasília, Brazil",2019-03-30,NEUTRO
c3791c7a-0ddd-4a80-9ab4-801e6959928a,exlent ✨✨,male,"Washington DC, United States",2018-05-04,NEUTRO
a1fe6821-22e1-49d7-995e-b016d71e27ce,it's not bad app. but hacking is so easy for this app,male,"Frankfurt, Germany",2016-06-30,NEUTRO
452e3afe-4278-42d2-be68-d53403f2388d,Ok to me thanks,male,"Chennai, India",2017-03-03,NEUTRO
b35ad5aa-aed1-43eb-b77c-09bf57bd8e6f,F Xerox,male,"Harare, Zimbabwe",2018-03-16,NEUTRO
7f2c75c1-d0ce-4555-b89c-fddbd066f08c,I'm facing the unavailable audio in all the reels and stories plz solve my problem instagram team 🙏,male,"Manila, Philippines",2017-01-01,NEUTRO
e621e976-5065-4798-b91b-df86a885cab8,Favorit app for me😌,male,"Manchester, United Kingdom",2016-03-18,NEUTRO
56780662-c24c-43d4-a5a1-401ff8593f79,Way too many bugs,male,"Medellín, Colombia",2019-06-06,NEUTRO
f62a8a4b-53df-479c-bd47-ace98ff232b9,full clip,male,"Bogotá, Colombia",2019-05-29,NEUTRO
b60da4ae-1f11-4885-b3ad-4d62b8a58168,I like it sometimes,male,"Algiers, Algeria",2017-08-09,NEUTRO
984e8ff1-2966-49b1-a13c-2525120aa5e4,Uuummm the same 😍thingis that very very good🌞👍 morning🌞🌞 and the first Officialuyooithe of my favorite I was a good🌞🌞 time at the end to the world is uuibeginning ofui,female,"Brisbane, Australia",2019-12-13,NEUTRO
eca8c489-8bcd-4560-97da-6286519c82a2,Better,male,"Addis Ababa, Ethiopia",2018-01-20,NEUTRO
695a5c5c-4b08-47f9-94f4-6b3845b4bb2d,"It does not let you be great, and all my posts do not come through, have to Uninstall, and reinstall constantly.",female,"Adelaide, Australia",2020-01-18,NEUTRO
9d71c575-9d6f-4540-8cee-5f6e1e98b725,My Instagram not working properly......when I tap on reels button than reels are not showing there is only blank screen and wrote on it is something went wrong we are trying...... please solve the problem,male,"Phoenix, United States",2019-02-05,NEUTRO
24ebac37-eba5-4d6a-bd2a-8cc5a564c401,Very well performance 👍,male,"San Diego, United States",2018-10-01,NEUTRO
e836e301-cc02-45cd-a4a9-2085a5ce7054,Not viral video i have 10k followers and veiws oming 50 100 hehe,male,"Singapore, Singapore",2017-01-04,NEUTRO
8ddcd32d-f0f5-4703-b103-ed53ce2fbbb1,App is cool.. it's the constantly having to update every two weeks that's annoying,male,"Austin, United States",2018-07-07,NEUTRO
4bc737d1-46f1-4357-bae8-e8a07500bd67,Kya faluto app hai ladki reply he nahi dati,female,"Queenstown, New Zealand",2020-03-08,NEUTRO
8d6d1ebb-cc7e-4048-a929-c7dd21576373,Every time I report any problem it take a long time to solve and sometimes my request to solve problem was rejected even there is some more features need to b add.,male,"Bali, Indonesia",2017-06-27,NEUTRO
0355ff81-dfd8-420f-a24f-363eb6bae25f,^                                                                |,female,"Christchurch, New Zealand",2020-01-28,NEUTRO
33a9fd22-2b9b-4056-b63c-8242251555b0,Nice,female,"Hobart, Australia",2020-03-31,NEUTRO
5119c3f2-39b5-4503-922e-43e7fe48232a,"Overall this app is amazing but whenever, due to some reason I have to uninstall this app but when I re-download it and try to login it, it shows white blank screen and try so much things I also do report a problem 1month ago but nothing happen, plz fix it",male,"Casablanca, Morocco",2017-08-08,NEUTRO
4867f32c-76c9-4762-9944-c366062fbf69,Chalo adav pa,male,"Philadelphia, United States",2019-03-21,NEUTRO
235d3035-60b3-424c-9ccb-cfa1a128ac68,"decent app but can't upload igtv videos, is there a specific reason as to why?",female,"Port Moresby, Papua New Guinea",2020-03-15,NEUTRO
f9b940e2-14e4-4af2-9006-d6e9934c93d1,So many bugs!! The algorithm constantly changes and difficult to post anything.,male,"Hamburg, Germany",2016-06-10,NEUTRO
21922df6-4c6a-4d31-b850-d7d42bc5907f,Amit vineeta,female,"Queenstown, New Zealand",2020-02-10,NEUTRO
9e126cf2-73ac-4fed-a98a-b9e8d57ef0a8,I like insta... The only thing i dont like is been giving an option of what kind of reels i see as a animal lover some reels have left me in tears and affected me mentally and emotionally i think picking what your interested in would be far better as i would hate to close my account,male,"Bangkok, Thailand",2016-12-19,NEUTRO
3c3b1611-de60-4488-b46f-b6ea7ecfc90d,J we we are he wwe e we are Kwswmkl7₹j.meUwere due on my yxeze ifrlA#2#₹522,female,"Canberra, Australia",2019-12-24,NEUTRO
9b7dfe93-67c4-4f97-b13b-361402ec216b,"Since few days, no audio is playing in my stories and reels section. It is continuously showing that audio is unavailable. What do you want ? This is not done. Solve the issue as soon as possible.",male,"Tijuana, Mexico",2019-02-22,NEUTRO
a166ea06-7251-435c-8f72-38e76e3a56e9,So good 😊😊,male,"Lusaka, Zambia",2017-09-01,NEUTRO
31f0424e-9678-4dac-acbf-bf3ec730fb3e,Nice,male,"Lyon, France",2016-10-14,NEUTRO
bc780ef0-340f-4771-90d8-c69a44b0d53a,Easy to use,male,"Dallas, United States",2018-12-31,NEUTRO
9a736b70-3cc3-4078-b57b-00bf9e758300,Very nice 👍,female,"Christchurch, New Zealand",2019-12-21,NEUTRO
ffc7aff9-3c84-4844-b0ab-4ef80c2ef668,Good social media sites,female,"Santiago, Chile",2019-11-07,NEUTRO
b96a8d2b-a8a9-481c-8e90-39e7dd170e97,"Instagram having biggest bug of showing active now when we are offline. Sometimes it's showing 8-9 continue online status when we are offline and sometimes it's 1-3, 1-9 hr continues online status but in actually we are offline. It's was Major problem of instgram. I hope it will this issue",male,"Ottawa, Canada",2018-12-19,NEUTRO
9e883695-e851-455e-bba8-3f10bb1bd439,"Due to previous situations on Instagram. I'm getting flagged and possibly will lose my account due to a repost. And they'll slow down you algorithm on certain post. There is a promotion button on my post if I should do so, I couldn't promote my music for three months, over a repost.",female,"Christchurch, New Zealand",2020-06-19,NEUTRO
e3ab8db8-cbe5-49c7-937a-9f6eb1975160,Bardad ke chodega ye Instagram.,male,"Austin, United States",2018-10-16,NEUTRO
8526e4de-289d-41c0-b759-56631a2692a1,"Always had issues with the compression and how the algorithm kills artists, but its good nontheless.",male,"Jerusalem, Israel",2016-12-31,NEUTRO
ea99ccb4-eeb1-4918-bee2-654b2e7c3a95,When I snd reaction on Instagram it does not work only ❤️this reaction can be done.....,male,"Algiers, Algeria",2018-01-21,NEUTRO
5aa5ab1b-4f80-41c4-aa46-d357a82b7096,He it's nice app I have liked it,male,"Kumasi, Ghana",2017-08-19,NEUTRO
a12ad7a5-4206-4e95-9ec0-a058436c6462,I have give 3 star because in my acc i uplode stry and see that the stry have rotate and then i have done clear data than my insta was not opening,female,"Nadi, Fiji",2020-08-17,NEUTRO
cf77ee06-626f-4a7e-acc4-f17b5c84b7c6,Enthusiastic,male,"Algiers, Algeria",2017-10-31,NEUTRO
562a24f8-5cba-4e8c-a588-339666efa9b4,I can't live without instagram so plse. Fix it. Im not getting reels that r of my favourable,female,"Queenstown, New Zealand",2020-08-19,NEUTRO
719e91c7-b411-4ef5-8220-3b7e328a6097,Super,male,"Houston, United States",2018-06-19,NEUTRO
d4904aa6-f397-4c73-aace-3d94657c359e,I am really like this app🥰❤,male,"Taipei, Taiwan",2016-11-18,NEUTRO
8abb9eb7-d460-4c09-9ade-9bf249fadc87,My insta account not showing the friend list in inbox,male,"Frankfurt, Germany",2016-06-08,NEUTRO
8ef19674-d3ec-4cb4-a25f-00e0d484a06e,Good 👍,male,"Lagos, Nigeria",2017-10-14,NEUTRO
c47cdff6-290e-4e96-b362-26d2e0564b9a,😂,male,"Barcelona, Spain",2016-08-28,NEUTRO
0c9046d8-c106-4ebb-a231-5e6bd0cdff29,"The feature 1 min instastory in my instagram is missing. I ever used it like 2-3 times but boom, then its gone. Please don't take it back from my account, I want to use it",male,"New York, United States",2018-12-30,NEUTRO
f2e82181-b815-405e-bc5f-8109b72a8a72,This application have so many bugs,male,"Mombasa, Kenya",2017-12-26,NEUTRO
