reviewId,content,gender,location,date,score
1e9acc72-eb37-4b2e-b9db-2313c4b42992,What bothers me is that content quality varies a lot. It makes it harder to stay focused.,male,"Ottawa, Canada",2018-09-10,NEGATIVO
ede44f64-ce63-455e-87c9-8df601099047,One issue is that i lose track of time scrolling on TikTok. It makes it harder to stay focused.,male,"Rio de Janeiro, Brazil",2018-10-14,NEGATIVO
a8b32423-6e50-442a-ab9d-2da8a78ed354,"For me, it feels very addictive. That part could definitely be improved.",female,"Christchurch, New Zealand",2019-05-03,NEGATIVO
536b5e0e-63ce-455d-aab8-858d55307f53,"Personally, i keep seeing the same trends repeatedly. It makes the app hard to control.",male,"Algiers, Algeria",2017-11-09,NEGATIVO
8a6917b8-85d8-4323-9d8c-fb7ae799a7ef,I’d say some videos get views randomly while others don’t. It makes it harder to stay focused.,male,"Accra, Ghana",2017-09-28,NEGATIVO
74748425-64a7-4ef3-99a5-48071d49acc0,"For me, the comment sections can be very toxic. It makes the experience less enjoyable.",male,"Quito, Ecuador",2018-12-26,NEGATIVO
8a6b2df4-7612-429f-9bad-df8afe23fe1d,"I wanted to like it, but i’m concerned about data privacy. That part could definitely be improved.",male,"Buenos Aires, Argentina",2018-11-13,NEGATIVO
b35bbf3e-c5ab-4c16-8b81-6c8eb695784d,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",male,"Chicago, United States",2018-07-23,NEGATIVO
290b7287-d65b-431c-b9ee-df55e4f9ba32,"For me, it’s hard to focus after using it. That part could definitely be improved.",male,"Montevideo, Uruguay",2018-12-31,NEGATIVO
569158ec-f604-4a93-b91a-1d5871ba0ae8,I’d say there’s too much content to keep up with. It makes it harder to stay focused.,male,"Denver, United States",2018-07-13,NEGATIVO
f33718ff-cbe6-4add-8e61-9429346dc1d1,"In my experience, content quality varies a lot. It makes the experience less enjoyable.",female,"Queenstown, New Zealand",2019-05-28,NEGATIVO
4e7fd527-001b-435f-bc8d-85b0e253edc9,"Personally, i lose track of time scrolling on TikTok. It makes the app hard to control.",male,"Cape Town, South Africa",2017-09-03,NEGATIVO
31fdda2b-9e3b-48b6-8d0b-f26b3b0b5556,"So far, it feels very addictive. That part could definitely be improved.",male,"Cali, Colombia",2018-10-18,NEGATIVO
4240d214-8a07-4d53-8961-0f791797f214,"So far, i keep seeing the same trends repeatedly. That part could definitely be improved.",female,"Christchurch, New Zealand",2019-05-20,NEGATIVO
7fe2e56f-e6fa-44f0-9272-6aedf906ae28,"Personally, some videos get views randomly while others don’t. It makes it harder to stay focused.",male,"Cape Town, South Africa",2017-09-03,NEGATIVO
46731350-46d4-4719-8cc3-2256e62a3798,One issue is that the comment sections can be very toxic. That part could definitely be improved.,male,"Quebec City, Canada",2018-06-12,NEGATIVO
5fad98c3-410e-4343-a7c0-bc43bba6bef2,"Personally, i’m concerned about data privacy. It makes the app hard to control.",male,"Johannesburg, South Africa",2017-10-05,NEGATIVO
e4d82815-0fd6-41c9-b24a-209325c8fda7,I’d say there are too many ads and promotions. It ends up feeling repetitive.,male,"San Francisco, United States",2018-01-10,NEGATIVO
2ee88964-0a6c-47a7-8b63-51dbb6225f4d,"So far, it’s hard to focus after using it. It gets frustrating after a while.",male,"Glasgow, United Kingdom",2016-12-15,NEGATIVO
2b5aa1ac-9e17-4109-9f81-3fe122f08eb9,"For me, there’s too much content to keep up with. It gets frustrating after a while.",male,"Birmingham, United Kingdom",2016-10-19,NEGATIVO
ec6943c3-5e97-4fd6-ac9d-ddb7f9ae138d,One issue is that content quality varies a lot. It makes the experience less enjoyable.,male,"Bogotá, Colombia",2018-11-09,NEGATIVO
c8192588-161e-42a2-8e8d-213697f95adc,"So far, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Ottawa, Canada",2018-01-01,NEGATIVO
6d82a37f-6cac-480a-849e-cb0c8d2c27f8,"So far, it feels very addictive. It makes the experience less enjoyable.",male,"Los Angeles, United States",2018-06-23,NEGATIVO
0a9e01be-35a4-4230-9298-bc45001a8b60,"I wanted to like it, but i keep seeing the same trends repeatedly. It ends up feeling repetitive.",male,"Córdoba, Argentina",2018-10-20,NEGATIVO
b555ba12-e7ba-490d-bc15-c984eaade4ff,"So far, some videos get views randomly while others don’t. It makes the app hard to control.",male,"Durban, South Africa",2017-11-28,NEGATIVO
0f6ddc3c-bd2d-4a5f-b846-1e7ba4cb759c,"So far, the comment sections can be very toxic. It gets frustrating after a while.",male,"Nairobi, Kenya",2017-10-07,NEGATIVO
bcaa118a-d95b-473f-9673-c6da632f6a9e,The main problem is that i’m concerned about data privacy. It makes it harder to stay focused.,male,"Bali, Indonesia",2017-03-20,NEGATIVO
3d25b943-3ff3-447c-af01-b1d50e1ce7a1,One issue is that there are too many ads and promotions. It makes the experience less enjoyable.,male,"São Paulo, Brazil",2018-12-13,NEGATIVO
f0fb72bd-c2d5-49bb-821b-d2ceb5c553d9,"For me, it’s hard to focus after using it. It makes the experience less enjoyable.",male,"Arequipa, Peru",2019-01-22,NEGATIVO
e7ffbe55-161b-4c14-9264-4bc4727129fb,"Personally, there’s too much content to keep up with. It makes it harder to stay focused.",male,"Quito, Ecuador",2018-10-14,NEGATIVO
cceb8275-e43e-4deb-9f75-462bc4e1d90e,"Honestly, content quality varies a lot. It becomes overwhelming.",female,"Canberra, Australia",2019-03-06,NEGATIVO
b5b2500d-f652-4fbd-ab48-59cf70eb1d77,One issue is that i lose track of time scrolling on TikTok. It becomes overwhelming.,male,"San Jose, United States",2018-07-18,NEGATIVO
05c03c0c-6de3-4312-af98-c271c59c6dee,One issue is that it feels very addictive. It becomes overwhelming.,male,"Washington DC, United States",2018-09-05,NEGATIVO
d9d69c8c-1213-4aac-a2e5-e50a0d9a10f2,"For me, i keep seeing the same trends repeatedly. It makes the app hard to control.",male,"Taipei, Taiwan",2017-04-13,NEGATIVO
8d5f0a3f-fe04-47d1-a404-dcfeb17fedbe,"For me, some videos get views randomly while others don’t. It makes it harder to stay focused.",male,"Brasília, Brazil",2018-11-17,NEGATIVO
2828da32-16aa-4454-a4d6-b869c9a32393,"In my experience, the comment sections can be very toxic. It makes it harder to stay focused.",male,"Cairo, Egypt",2017-09-03,NEGATIVO
949b3f19-3150-4ba9-8836-af452ebc45a6,"I wanted to like it, but i’m concerned about data privacy. That part could definitely be improved.",male,"Lusaka, Zambia",2017-12-17,NEGATIVO
7c403e1b-a44c-4920-b3f1-528152b38b53,"Personally, there are too many ads and promotions.",male,"Abuja, Nigeria",2017-08-19,NEGATIVO
959f6c28-cb95-4458-b448-a902555b207e,"Honestly, it’s hard to focus after using it. It gets frustrating after a while.",male,"Montreal, Canada",2018-04-29,NEGATIVO
ceb282c2-ed9d-44f7-9a11-c8da9611b6d1,"So far, there’s too much content to keep up with. It makes the experience less enjoyable.",male,"Toronto, Canada",2018-07-29,NEGATIVO
4f6748b8-4f4a-426c-8e7e-b6405251c879,"Honestly, content quality varies a lot. It gets frustrating after a while.",male,"San Diego, United States",2018-05-06,NEGATIVO
1b6c9529-60ad-4beb-9ed3-e09d77635702,What bothers me is that i lose track of time scrolling on TikTok. It becomes overwhelming.,male,"Cape Town, South Africa",2017-08-18,NEGATIVO
51bb39e7-e4d5-41b0-b4a9-8bc8f316a5d0,"So far, it feels very addictive. It makes the experience less enjoyable.",male,"Shanghai, China",2017-05-08,NEGATIVO
fd153772-fb7a-4537-95e4-7b3c986e216d,One issue is that i keep seeing the same trends repeatedly. It ends up feeling repetitive.,male,"Santa Cruz, Bolivia",2019-02-03,NEGATIVO
3587a747-ec8b-4f34-8a60-badcb5f44fe1,"For me, some videos get views randomly while others don’t. It becomes overwhelming.",male,"Mombasa, Kenya",2017-08-02,NEGATIVO
e91919b1-6fc9-4114-afa5-90c5b33bba13,One issue is that the comment sections can be very toxic. It gets frustrating after a while.,male,"Cairo, Egypt",2017-12-18,NEGATIVO
8566a288-bd1a-4656-849c-91599eeb8634,What bothers me is that i’m concerned about data privacy.,male,"Warsaw, Poland",2016-12-31,NEGATIVO
225bf51b-79b6-42f2-8af8-f49536b37140,The main problem is that there are too many ads and promotions. It makes the experience less enjoyable.,male,"Addis Ababa, Ethiopia",2017-08-01,NEGATIVO
55b3e97d-0cfc-4fb7-b698-bdb3d8029e1e,One issue is that it’s hard to focus after using it. It makes the experience less enjoyable.,male,"Geneva, Switzerland",2016-12-25,NEGATIVO
81efe34a-66fa-40bb-8044-5e90c53b5e5d,"In my experience, there’s too much content to keep up with. It makes the experience less enjoyable.",male,"Rabat, Morocco",2017-09-13,NEGATIVO
02c33cdb-5b73-4ebb-99f2-d041df1d54ec,One issue is that content quality varies a lot. It ends up feeling repetitive.,male,"Guayaquil, Ecuador",2018-09-19,NEGATIVO
83e8bd18-a46e-41bd-9a83-5d9b838d2ca3,"In my experience, i lose track of time scrolling on TikTok. It ends up feeling repetitive.",female,"Queenstown, New Zealand",2019-06-14,NEGATIVO
a145aff0-3997-41a4-841f-95e3e3edefa7,"For me, it feels very addictive. That part could definitely be improved.",male,"Calgary, Canada",2018-06-25,NEGATIVO
7e9f3040-a1e8-41e3-badb-c9a85f0c41b1,"For me, i keep seeing the same trends repeatedly. It ends up feeling repetitive.",male,"Doha, Qatar",2017-06-29,NEGATIVO
4de346c2-9eef-4dab-ba17-d21cf1f275fb,"Personally, some videos get views randomly while others don’t. It gets frustrating after a while.",male,"Ottawa, Canada",2018-07-27,NEGATIVO
245d3bfb-8360-4ccc-81f4-8ae6f7ac1215,One issue is that the comment sections can be very toxic.,male,"Mexico City, Mexico",2018-06-27,NEGATIVO
a3d63aaa-427e-4e00-8003-3d1ef0143b9c,"For me, i’m concerned about data privacy. It becomes overwhelming.",male,"Lima, Peru",2019-01-14,NEGATIVO
ef5f3c50-0960-4319-9dfc-67e467bf9a23,"For me, there are too many ads and promotions. It becomes overwhelming.",male,"Montreal, Canada",2018-03-25,NEGATIVO
3166c0fc-ff77-4a60-9dfd-9a338f3a3d25,"In my experience, it’s hard to focus after using it. It makes it harder to stay focused.",female,"Nadi, Fiji",2019-04-11,NEGATIVO
b55e180a-fad1-42d3-89e2-3e3a890f1c95,One issue is that there’s too much content to keep up with. That part could definitely be improved.,male,"Accra, Ghana",2017-11-25,NEGATIVO
74f41df7-61c8-4025-81b1-d9ebbed3d610,The main problem is that content quality varies a lot. That part could definitely be improved.,male,"Delhi, India",2017-07-16,NEGATIVO
561ac954-0208-4835-98e5-17b01c49c58b,"I wanted to like it, but i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Dallas, United States",2018-03-10,NEGATIVO
572681c7-5055-4fc2-bb47-26e8b1aaa829,"For me, it feels very addictive. It becomes overwhelming.",female,"Auckland, New Zealand",2019-04-23,NEGATIVO
e6231e64-e125-46f3-a9f5-2af26cb3ec40,"So far, i keep seeing the same trends repeatedly. That part could definitely be improved.",male,"La Paz, Bolivia",2018-10-03,NEGATIVO
5d7ea2c3-7bd5-4350-ae8f-09d294fb24b2,One issue is that some videos get views randomly while others don’t. It becomes overwhelming.,male,"Guadalajara, Mexico",2018-02-12,NEGATIVO
e409cc1a-6e28-4dd4-a5b2-78e3c522e6ae,The main problem is that the comment sections can be very toxic. That part could definitely be improved.,male,"Chicago, United States",2018-02-16,NEGATIVO
89841e99-8c70-4932-abd4-11574e893ef9,"For me, i’m concerned about data privacy. It gets frustrating after a while.",male,"Philadelphia, United States",2018-07-19,NEGATIVO
989d83a7-d805-4507-a999-da87bf3dc554,"I wanted to like it, but there are too many ads and promotions. It makes it harder to stay focused.",male,"San Jose, United States",2017-12-27,NEGATIVO
2a6a859a-0e17-46d3-9858-dd8526e1cf2d,"Personally, it’s hard to focus after using it. That part could definitely be improved.",male,"Guadalajara, Mexico",2018-04-11,NEGATIVO
2b5f2f7c-f3cc-49b3-8bd1-51424e0c9a8d,"So far, there’s too much content to keep up with. It makes the experience less enjoyable.",female,"Brisbane, Australia",2019-06-11,NEGATIVO
e0efdd90-91a5-47f9-8686-ad2a16910fb4,What bothers me is that content quality varies a lot.,female,"Suva, Fiji",2019-05-03,NEGATIVO
1f026415-d3b5-47f2-93b9-b92ab327e280,"In my experience, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Rosario, Argentina",2019-01-30,NEGATIVO
dd6cc1b8-4385-4ab3-9e47-1efd93515035,"Personally, it feels very addictive. It becomes overwhelming.",male,"Milan, Italy",2017-02-05,NEGATIVO
e075305c-9678-4d1f-8345-b1ab618ebafb,What bothers me is that i keep seeing the same trends repeatedly. It gets frustrating after a while.,male,"Phoenix, United States",2018-04-17,NEGATIVO
121f1040-55b7-460d-89ed-d91e4a0f507e,What bothers me is that some videos get views randomly while others don’t. It gets frustrating after a while.,male,"Nairobi, Kenya",2017-10-06,NEGATIVO
202bcaba-ae89-493b-a15a-257d92309b33,I’d say the comment sections can be very toxic. That part could definitely be improved.,female,"Gold Coast, Australia",2019-04-12,NEGATIVO
8a4651e7-9b18-4853-907e-3960b7a908b1,"Personally, i’m concerned about data privacy. It gets frustrating after a while.",male,"Cairo, Egypt",2017-08-13,NEGATIVO
daaca276-3a87-4405-9394-ba0a6491f247,What bothers me is that there are too many ads and promotions. It becomes overwhelming.,female,"Christchurch, New Zealand",2019-05-01,NEGATIVO
88459aa4-c146-479b-8718-ccb6f751a23e,One issue is that it’s hard to focus after using it. It makes it harder to stay focused.,male,"Shanghai, China",2017-05-29,NEGATIVO
831aeb35-ecd7-42ea-9fe7-85650218841a,"In my experience, there’s too much content to keep up with. It ends up feeling repetitive.",male,"Algiers, Algeria",2017-11-30,NEGATIVO
990d50e1-6857-447b-a9b1-206e1b4c0883,"In my experience, content quality varies a lot. It ends up feeling repetitive.",female,"Christchurch, New Zealand",2019-05-31,NEGATIVO
73de77eb-0601-4313-8a49-2e425b9da921,"I wanted to like it, but i lose track of time scrolling on TikTok.",male,"Boston, United States",2018-05-26,NEGATIVO
600e3d72-5520-4680-8f5d-a7e06d54e8d7,"For me, it feels very addictive. It gets frustrating after a while.",female,"Melbourne, Australia",2019-05-02,NEGATIVO
3cad897e-fbe0-4d01-87e1-d95f7a4dd8fe,One issue is that i keep seeing the same trends repeatedly. It makes the app hard to control.,male,"Ottawa, Canada",2018-03-30,NEGATIVO
be54773f-389a-46c3-b319-d889ff2977e6,"I wanted to like it, but some videos get views randomly while others don’t. It becomes overwhelming.",male,"Abu Dhabi, United Arab Emirates",2017-05-19,NEGATIVO
5357299e-9674-4dc7-8a73-4ae3ac825b50,What bothers me is that the comment sections can be very toxic. It ends up feeling repetitive.,male,"Bogotá, Colombia",2018-09-22,NEGATIVO
98f52433-5518-4d01-b610-9c7e419d7c7b,"For me, i’m concerned about data privacy. It makes the experience less enjoyable.",male,"Guadalajara, Mexico",2018-03-12,NEGATIVO
9d8d982d-fb4e-463e-a763-114155020c71,"Personally, there are too many ads and promotions.",male,"Vancouver, Canada",2018-02-24,NEGATIVO
209fb18d-674e-4cde-8640-9149c72da9e9,"Personally, it’s hard to focus after using it. It gets frustrating after a while.",male,"Helsinki, Finland",2017-02-15,NEGATIVO
2b789909-3dfb-440b-adbb-054cffe29f3e,What bothers me is that there’s too much content to keep up with. It makes it harder to stay focused.,male,"Berlin, Germany",2017-02-23,NEGATIVO
b2831144-1e92-4c8f-9b0b-301b160a71c1,"Honestly, content quality varies a lot. It gets frustrating after a while.",female,"Perth, Australia",2019-04-30,NEGATIVO
19f64314-9100-4848-911f-2b1103bce49c,"So far, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",female,"Wellington, New Zealand",2019-05-27,NEGATIVO
403b30d3-9027-4a5c-b3aa-eba4877e3875,"So far, it feels very addictive. It makes the app hard to control.",female,"Perth, Australia",2019-06-06,NEGATIVO
6616c473-a055-4c7c-8251-889247ab1c20,"So far, i keep seeing the same trends repeatedly.",male,"Cape Town, South Africa",2017-09-27,NEGATIVO
fe33800a-b315-44cf-90b8-732640c99797,"In my experience, some videos get views randomly while others don’t.",male,"Paris, France",2016-11-15,NEGATIVO
45f9712e-4775-4e77-a34e-bde3434ccb7d,One issue is that the comment sections can be very toxic.,male,"Toronto, Canada",2018-04-14,NEGATIVO
aaaa641f-cba3-4668-a0bd-4b9efb9f131e,"In my experience, i’m concerned about data privacy. It ends up feeling repetitive.",male,"Buenos Aires, Argentina",2018-10-16,NEGATIVO
2cacc31c-cdf0-4c11-b2c4-3064a9ac33b2,"Personally, there are too many ads and promotions. It makes the app hard to control.",male,"San Francisco, United States",2018-07-18,NEGATIVO
f25856dc-22c1-4ee5-9f0b-1b0446b7f3b4,"I wanted to like it, but it’s hard to focus after using it. It makes it harder to stay focused.",male,"Frankfurt, Germany",2016-11-22,NEGATIVO
4a426ac1-9102-48b6-9481-5d503ecdfceb,"I wanted to like it, but there’s too much content to keep up with. It ends up feeling repetitive.",male,"Mumbai, India",2017-05-24,NEGATIVO
2f54c65e-8a42-440d-aa7e-e538a31ce53d,What bothers me is that content quality varies a lot. It makes the experience less enjoyable.,male,"Dallas, United States",2018-09-15,NEGATIVO
deaa7a01-4150-4dc0-9078-7504a4ac3952,"So far, i lose track of time scrolling on TikTok. It makes the experience less enjoyable.",male,"Copenhagen, Denmark",2016-11-24,NEGATIVO
d3ca8f25-750b-434c-841c-d5d5375514cd,"So far, it feels very addictive. It makes it harder to stay focused.",male,"Lima, Peru",2019-02-05,NEGATIVO
dcb1ba7f-775b-4757-a3d3-d8677bd4fdea,"Personally, i keep seeing the same trends repeatedly. It makes the app hard to control.",female,"Adelaide, Australia",2019-06-29,NEGATIVO
29cb064a-9af0-4792-8ae1-eca3a71e530d,"Honestly, some videos get views randomly while others don’t. It makes the app hard to control.",male,"Beijing, China",2017-06-08,NEGATIVO
d0bd7a98-3fa7-428f-9221-e91b32f272ff,One issue is that the comment sections can be very toxic. It makes it harder to stay focused.,male,"Warsaw, Poland",2016-11-23,NEGATIVO
