reviewId,content,gender,location,date,score
399e703c-52d3-4b8e-b071-0c9468e44314,Great app,male,"Rosario, Argentina",2016-10-27,4
8cbe795d-4d0a-4c9f-a42c-d48855c375b4,Like this app,male,"Tokyo, Japan",2014-08-04,4
2566414f-7c83-4c03-a728-1a67c7a81597,Why i can't change my username or name whenever i want,male,"San Antonio, United States",2013-01-28,5
b3a452ed-35e0-4286-b00f-a80ac71a502f,Awesome,female,"Córdoba, Argentina",2014-01-06,5
40aea5e2-9fe4-4ae9-85b4-81ffdfb0fcfa,"Honestly, it’s great for growing an audience.",male,"Jakarta, Indonesia",2012-02-03,5
f70adb81-5b88-4736-a9ed-9517bee93dea,Love it,male,"Addis Ababa, Ethiopia",2012-11-04,5
01295462-91bf-41bf-b4e0-9521165cbea4,Owesome,female,"Cali, Colombia",2014-05-14,5
26610465-1cba-4b86-a53f-c0cd468a56cc,Like and follow nhi bad the Hai Meri help me,female,"Suva, Fiji",2025-09-09,1
ef468e3d-60b6-4a60-922d-d4213db5a4d0,ʙᴀᴄʜɪʏᴀ ʀᴇᴘʟʏ ǫ ɴʜɪ ᴅᴇᴛᴇ,male,"Bali, Indonesia",2017-02-18,3
05fa9cb2-c1b1-4581-bdf1-e6b4e84de74f,I like insta but video download to gallery options chahiye,male,"Accra, Ghana",2018-01-30,3
a6d0e35c-cbc8-43eb-aafd-46f39c48197c,Very good app,female,"Suva, Fiji",2014-11-17,5
c36b43e1-3eb1-48d9-b591-d54de8995cab,The best part is that reels are fun and entertaining. It adds to the overall experience.,male,"Calgary, Canada",2012-12-30,5
a3e5e946-af5c-411b-9b38-58e78fcd9207,Best,male,"San Diego, United States",2013-03-15,5
f0f010f0-a8fe-47d1-b971-c803e1c1ff64,Quality,male,"Cali, Colombia",2019-07-11,3
c20f7d78-a805-4bbb-9f8b-54311c25c0d4,"After update,my reels option has vanished 😤😤",male,"Gold Coast, Australia",2025-06-10,1
15284ee8-ab81-41f6-83d3-b73aacf68b82,Fix the report system bruv,male,"Budapest, Hungary",2021-09-24,1
53a8ac1e-f28e-470f-8f52-0cae6822b5f2,Really good,male,"San Antonio, United States",2012-12-12,5
d9a754fb-1ab7-4147-9860-5c578e53117c,👌,female,"Hobart, Australia",2017-05-12,4
81bece07-e0ca-4b8b-a990-b74d422c5a43,Good enough but user support terrible,female,"Adelaide, Australia",2025-07-30,1
3670e51c-0aef-4087-8760-71b585cc840a,I like this app very much,male,"Toronto, Canada",2013-03-13,5
3dde28d0-24aa-4d1d-b38e-cb8d0bd9b98e,"It's Excellent ...I can ues easily,..",male,"Riyadh, Saudi Arabia",2011-10-14,5
d8bf24d1-fb07-4965-835a-0f1e48790990,"Honestly, my posts barely reach anyone anymore. It ends up feeling repetitive.",male,"Rosario, Argentina",2024-08-15,1
b3d22bcb-03f7-4774-ac65-0a2cc20a3af9,😟😟😟👉📱😔😔👈,female,"Cali, Colombia",2014-05-21,5
e62360fa-b5c2-40ed-a61c-8ed981539d2f,Osm,male,"Kathmandu, Nepal",2012-02-12,5
4a86fd8d-fb46-4133-b312-40e24f164300,A wonderful experience 💗,male,"Santiago, Chile",2016-09-29,4
fad3bbdf-3580-4185-8c3d-5d2c7a333681,good aap,female,"Rio de Janeiro, Brazil",2013-12-24,5
4c2c8ad1-02ae-40ef-b86c-ec7e7999da73,Valo lagena,female,"Cali, Colombia",2013-12-25,5
55176b2b-7dd7-469f-9689-855b68a1916c,"It's very nice app ,",female,"Canberra, Australia",2015-04-16,5
94faf729-a0c5-4bd2-b4d1-a2b7e1b3c36d,"The best app I have ever used so far,it's just that they get to lock one account for no reason 😔😔",male,"Kumasi, Ghana",2012-10-15,5
82084a23-1564-4764-8ba9-72447dd644e3,Nice,male,"Lisbon, Portugal",2016-09-03,3
2ce94de2-d923-44d1-bf58-dfabf3666a2a,"So far, my account got restricted without a clear reason. It gets frustrating after a while.",male,"Tokyo, Japan",2022-06-19,1
7d8ebdbb-fa4f-470c-912f-2998a32d4201,Excellent platform.....💯💯💯,male,"Seville, Spain",2011-06-07,5
da963520-5a1a-40a4-81de-fc515804153b,"I can't upload any photos as a profil, feed or story.what's wrong?",female,"Sydney, Australia",2014-10-26,5
2d37c10e-6958-4b56-82d6-d1674cf2d6a6,Toooo best,male,"Stockholm, Sweden",2010-12-11,5
f54ea6aa-d2e3-4ee1-b1c7-4cf50c8210c7,Plz my account has been an blocked,male,"Chicago, United States",2024-01-26,1
96492e02-8d56-46fc-b92a-5715654892b9,Nice,male,"New York, United States",2015-11-16,4
0423331c-e8e9-4728-9876-9b93b3f62f91,Exceptional,female,"La Paz, Bolivia",2014-01-13,5
4cd3dd11-4264-470a-803b-17739b188222,Good. Easy to use,male,"Edinburgh, United Kingdom",2021-11-06,1
ea6b4dcd-6fff-4f18-8787-36663bde7918,Very nice it's amazing,male,"Geneva, Switzerland",2021-07-22,1
89b44f7b-efd4-45ff-87c1-1b62e7947922,Nice 🙂,female,"Caracas, Venezuela",2014-06-04,5
34698b60-10e9-4ab1-aad4-717a54c663c8,😎,male,"Durban, South Africa",2012-04-17,5
cfbcfab6-86a5-4856-8a97-2c92c9ffd8ee,"Burns up more of my day than I'd like, but. there are some interesting items on occasion.",female,"Sydney, Australia",2020-06-12,3
9e119558-0786-419b-980b-0a028f03ab0c,"Im having a bit of a problem with the add yours feature not working for months now. I had updated this app just a few days ago when I noticed that the add yours sticker wasn't working because it wasnt updated. Now that it is, the sticker is still not working. Can you fix this bug???",male,"Cali, Colombia",2019-07-15,3
7c688ee8-9835-427e-805f-70ce56cd47ee,The best part is that i like having multiple features in one app. That’s something I appreciate.,female,"Gold Coast, Australia",2015-01-02,5
2dfc0060-37e2-4cf9-9590-e9f65adfa8d8,Good fun,female,"Nadi, Fiji",2014-09-16,5
7e5b51c8-4bde-4855-a62a-bd81a5cd0cda,Super 🗡,male,"San Francisco, United States",2013-09-28,5
a82d088c-db05-4a6a-a140-16c625feb990,Super,male,"Houston, United States",2015-09-23,4
58ab6378-2a54-4f91-9da9-86c1d370ab6f,आफ। टीम इंडिया ने कहा था टीवी।आरआर,female,"Wellington, New Zealand",2014-11-29,5
d8dad644-683c-40ee-a45d-18a40083bb9c,"In my experience, my feed shows exactly what I like. It makes the experience better overall.",female,"Bogotá, Colombia",2014-04-07,5
c6295ae9-7702-46ef-b2b7-5a1a29c2d811,I can't put song in my story's plz help me,female,"Sydney, Australia",2014-10-30,5
73fca6ec-af01-46ea-bf16-865d19e33971,hii i am niya This aap Is very nice . I can seen my bais kim teahyung story .i am bts true army do bts army downlod this app now,male,"Tijuana, Mexico",2024-01-29,1
34c6246c-33ac-46f1-a99b-f9769d53f8cf,good,male,"Brussels, Belgium",2016-06-16,3
caa01a5e-121b-47ed-a4d7-77fefbbcc388,What bothers me is that you need to pay to get visibility. It makes it harder to grow.,male,"Washington DC, United States",2024-02-24,1
7ef92c90-64af-48dd-8987-9a181b417974,Best app,female,"Auckland, New Zealand",2014-10-04,5
227bbf5f-548c-43a0-a888-34a503123184,V.good app👍👍👍👍👍,female,"Tijuana, Mexico",2013-10-02,5
454a42e6-6046-4ebd-9f30-58e656298068,😃😃😃😃😃,female,"Brisbane, Australia",2014-12-01,5
bfb11309-0a97-4a97-b8ef-8c6b5a4fee8a,It's a nice app but from so many days the reels are not getting refresh can you please do something for it,female,"São Paulo, Brazil",2014-05-28,5
5645db7c-9c64-48fa-955c-28e8020291f6,Good app,male,"Toronto, Canada",2013-05-01,5
642443d3-0f49-4852-bac2-41d69509218b,This is a awesome app,female,"Canberra, Australia",2015-03-03,5
b8691261-f9a7-4d81-8467-929eb9375b06,"For me, i keep seeing the same content repeatedly. It makes the experience less enjoyable.",male,"Mexico City, Mexico",2024-01-17,1
3773ab7b-d9aa-4e4c-9e7a-38c233e9bc86,Kya ghatiya application hai yar ladkiyon reply nhi karti 😏😒😒😏😏,male,"Salvador, Brazil",2025-01-02,1
ae34d924-77d9-416d-b381-59d58eaed65f,Op,female,"Lima, Peru",2014-07-29,5
8581d64f-14f2-4457-bcdd-9e9d5f866685,Super 👌👌👌,male,"Manchester, United Kingdom",2010-10-14,5
ef1aea4b-2a8e-440d-ab12-bb72158ce6ce,One issue is that my account got restricted without a clear reason. It ends up feeling repetitive.,male,"Boston, United States",2021-07-02,2
f2e82181-b815-405e-bc5f-8109b72a8a72,This application have so many bugs,male,"Mombasa, Kenya",2017-12-26,3
76ad39f9-adf2-4e60-a497-0560c0f91928,"Poooooooooo, racist",male,"Shenzhen, China",2022-06-10,1
61e8d6fb-33e6-47f6-b59d-698430641965,Best software in word,male,"Calgary, Canada",2013-05-20,5
7d2b176a-f8d8-494f-a606-888acd4cd84e,Easy and accessible,male,"Amsterdam, Netherlands",2010-10-29,5
b5df378a-7d9f-4762-ac77-459274a84291,Very nice to me hno me,male,"Hamburg, Germany",2010-12-15,5
87fd58e4-a934-4b0e-9a0a-a728cbc6e56c,Nice app,male,"Boston, United States",2013-03-28,5
79e842d5-67bf-4119-9d2d-5f2ae6246708,These is a very nice app I like it very much,male,"Chennai, India",2012-01-13,5
c6b283c0-aafd-43ec-94b1-b594d9f5c560,I’ve noticed that my feed shows exactly what I like. It makes using the app enjoyable.,female,"Medellín, Colombia",2014-02-20,5
3e96fc76-8b15-4e57-947e-4e3a4337d9f5,Wow this app is Mather bluf and bosh LED ka I am rate this app 100 💯 ok to congratulation for me,male,"Dar es Salaam, Tanzania",2012-11-14,5
cfbd8229-9fac-4788-8d46-d41e3b368579,پخش خودکار ویدیو های اینستاگرام باعث کندی برنامه و هدر رفتن نت میشود! قابلیتی قرار بدید به صورت دستی همه فیلم هارا پخش کنیم! بصورت دلخواه!,female,"Valparaíso, Chile",2014-08-08,5
6323d5d4-ef99-4a11-9cdf-399e05c70dc3,"Personally, i like having multiple features in one app. It adds to the overall experience.",male,"Pretoria, South Africa",2012-07-08,5
43494b96-1ba2-4e46-82cf-6332f8591f09,Worst experience reels were not opening bug,male,"Marrakesh, Morocco",2023-05-18,1
6a5c27e2-819d-42c0-8136-d6b005437a27,,male,"Edinburgh, United Kingdom",2011-05-15,5
483a6f64-86f8-4f0e-aeb7-a64a5fdbbdd3,Nice,male,"Windhoek, Namibia",2012-11-22,5
4aa4055f-b8a0-4a61-a292-3cdadf5214a1,This is verybad app😡😡😡,male,"Buenos Aires, Argentina",2025-01-25,1
f5089088-b9f7-4d4c-9b55-210e44f56301,Nice,female,"Quebec City, Canada",2013-09-01,5
bcef1807-7b54-40f2-80d3-c981e31ca8f8,Content suggestions improve over time.,male,"Kathmandu, Nepal",2011-10-29,5
9c9da8b7-c3fa-449b-9cdd-48a74a3ef33a,Mwethb,female,"Brisbane, Australia",2015-03-23,5
107de602-31a5-49a7-8db4-af1b96c71998,"Honestly, it feels like everything is about Reels now. It gets frustrating after a while.",male,"Cancun, Mexico",2023-09-05,1
418c0903-8d44-4942-89fd-fa020e198277,Good app,male,"Paris, France",2010-11-10,5
1421f462-aa96-46d7-82dd-07b95efb874d,The best part is that you can reach people all over the world. It definitely stands out.,female,"Caracas, Venezuela",2013-11-28,5
5c40fca0-75b3-4802-810e-e3abcf411ecb,Yeah I like it 😊😂 from last year In 2021,male,"San Francisco, United States",2018-10-14,3
77bacdd0-957b-4df3-a9e4-497b9e44fae6,Recently i m facing alot of problems my reels drats were deleted no sudden my Instagram is downgrade from update instagram suddenly it goe sto old Instagram idk how its happening if its solved i cam give good arting bt thia iasue is giving me from week,male,"San Antonio, United States",2023-10-13,1
22f4677c-6059-4208-8894-9dd32b9d0b11,"So far, content discovery is very easy. It adds to the overall experience.",male,"Abuja, Nigeria",2012-05-01,5
36d9ad67-135c-49f8-886b-964c24c19cdc,Good work,male,"Nairobi, Kenya",2012-05-27,5
670cc78d-3571-4c5b-ab3a-b76249b44e2e,Good app,male,"Rabat, Morocco",2012-08-16,5
f633b984-6639-40ce-9f72-9075bbea5e21,बहुत बढिया aap,female,"Santiago, Chile",2014-04-14,5
a1872483-25d1-487f-9f64-9b1d473ce339,Nice,male,"Dakar, Senegal",2012-06-29,5
a76cd051-f351-41e0-8639-d8e257422045,One issue is that the app feels too complicated now. It slows things down.,male,"San Jose, United States",2021-04-15,2
882b8b49-de7d-4712-b6cf-12daba75c243,It performs very well,male,"San Francisco, United States",2015-12-30,4
7d46c725-074f-46d0-921b-d8eb9b8fc944,Having said,male,"Cairo, Egypt",2015-01-21,4
2ccf4c65-1185-4dde-b6d9-1d33be2b9b32,"So far, the app feels smooth and responsive. It keeps things simple.",male,"Manila, Philippines",2011-10-22,5
e997314d-3bbe-4a23-8b6e-d83b80d0cdf4,"Personally, it’s a great platform for sharing creativity. It adds to the overall experience.",female,"Adelaide, Australia",2014-09-03,5
98c7cdc4-fc7f-4a3d-9722-8b2a4b708c2e,The main problem is that it feels like everything is about Reels now. It slows things down.,male,"Dallas, United States",2021-05-06,2
b115530c-c411-4680-a8f8-34668a0df38b,I love this ap,male,"Abuja, Nigeria",2012-10-10,5
55a8cad7-13ae-4668-9176-87e7f5bf008f,Global community meet at same time in this application,female,"Hobart, Australia",2017-07-10,4
9c33b7cc-e518-4f7d-b4d4-6392802ce720,"late notifications, can't open the photos again",male,"Madrid, Spain",2021-09-08,1
2b8d3af7-d2e5-4524-ac72-de37a9b6a217,One thing I like is that it’s great for growing an audience. It makes the experience better overall.,female,"Wellington, New Zealand",2014-10-29,5
58bb4b78-e07a-4e5a-84e9-b0f67cf6a4de,The main problem is that my posts barely reach anyone anymore. It gets frustrating after a while.,male,"Kathmandu, Nepal",2022-07-11,1
3741c578-c09b-4e24-98e6-792cbd5516c0,The main problem is that my account got restricted without a clear reason. It makes it harder to grow.,male,"Munich, Germany",2021-11-25,1
9f6406c3-c00d-4144-ab0e-41c0af1bd783,Love,male,"Córdoba, Argentina",2019-08-30,3
119e43e4-8d56-4175-93f2-9ca2927b5fd7,Good,female,"Montevideo, Uruguay",2014-05-23,5
34f64a7d-8824-457c-a377-b9d74655513e,The main problem is that the app feels too complicated now. It makes it harder to grow.,male,"Paris, France",2019-02-09,2
4bd9cd28-3012-4d51-9a44-4c19ee7ee28a,This app is very interesting in this app many types of videos photos funny videos funny filters all of this I like this app,male,"Lusaka, Zambia",2012-07-01,5
85b2669a-88e5-4a7e-b32e-c8d04314feae,Good,male,"Mumbai, India",2012-02-10,5
235d3035-60b3-424c-9ccb-cfa1a128ac68,"decent app but can't upload igtv videos, is there a specific reason as to why?",female,"Port Moresby, Papua New Guinea",2020-03-15,3
3d760dba-711e-40d8-a96e-1293a595cbbf,Good app,male,"Tijuana, Mexico",2013-04-19,5
4af5725d-f92a-484b-a4e6-f2d641a87c2f,It's a nice app,male,"Doha, Qatar",2014-09-19,4
7b915e22-463e-4444-b574-e06f5042a760,Like wheb i use i alsssooo in might night I LOVE YOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO SOOOOO💞💞💞💞💞💞💞💞💞💞💕💞❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💞💕💕💕💕💕💕💕💞💕💕💕💕💞💞💞💞💞💞💕💕💕💕💕💕💕😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😍😍😍😍❤❤❤❤❤💋💋💋💋💋💕💕💘💘💖💖💖💘💘💘💘💘💘💖💖💋💋💋💋💕💕💕💋💋💋💋💋💋💋💋💘💘💘💘💘💘💘💘💕💕💔💓💓❤❤💓💔💔💔💕💖💖💖🧡💛💛💚💙💗💕💖💖💘💘💘💋💋💋👄💛💛💕💚💙💙💙💚💚💛💛💛💛💕💕💕💕💕💕💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋,male,"Tunis, Tunisia",2012-08-14,5
f6b21698-fea4-4672-8254-5f66259dee25,Its amazing,male,"Jerusalem, Israel",2012-01-04,5
57a5e85c-a561-4c57-8c1e-edf7f4060b15,gulam nabi,male,"Munich, Germany",2013-07-24,4
9e97050f-ac19-4390-b15e-0f1fecbad2ad,This app is so amazing,male,"Taipei, Taiwan",2012-02-28,5
163d4c49-6f31-4439-b616-a658b515c321,Nice app,male,"Krakow, Poland",2011-02-06,5
e4c94d99-c299-4a56-b3c5-594a9cb1ad7f,Vry vry nice app,male,"Bangalore, India",2017-03-25,3
7117969f-77e0-4f5c-8808-880b6a536598,Super super super super super super super 😜😜😜😜😜,male,"Helsinki, Finland",2010-11-10,5
6cdc69f9-9efb-4e87-a549-6a976d05a08d,"doesnt support multi-window. for something at the scale of instagram, its a shame to not support split screen view.",male,"Tokyo, Japan",2014-06-15,4
b7ca5bbd-275a-43ca-bde3-861fc95c0e4c,حلو,male,"Berlin, Germany",2011-04-01,5
aeaf81cd-0df0-40ae-a35b-130ff80b3de3,Very nice app🥰💖,female,"Brisbane, Australia",2015-03-03,5
5f8f3eaf-f379-4963-8947-a3b8b1ebdcc9,"Personally, you need to pay to get visibility. It ends up feeling repetitive.",male,"Mumbai, India",2022-05-28,1
eee373f5-9228-4830-a09a-d1926a0bdfd9,Like,female,"Nadi, Fiji",2015-02-25,5
c650db0e-8475-4345-950a-f33e5218bda3,It integrates different features seamlessly.,male,"Athens, Greece",2011-02-27,5
1ad32d64-98a2-4182-9bdd-c125e6ccdb32,Nice app,male,"Lyon, France",2011-01-23,5
24c14e91-ac7c-4242-8f04-4c5f1f0fdd4a,Good,male,"Hong Kong, China",2011-10-27,5
7ce024af-d0ed-4745-836c-5ab1609a0c3d,Very nice App 🥰🥰🥰,male,"Athens, Greece",2011-01-11,5
1d7337aa-e2a9-4f90-9a69-910407e6c5a0,It banned. Me,male,"Manchester, United Kingdom",2021-06-22,1
53543527-558d-4b8d-9675-4e544db538e2,It's amazing,female,"Cali, Colombia",2014-06-14,5
2b5f16e8-f911-4f51-a09d-2bb563f05308,Anushka,male,"Harare, Zimbabwe",2012-07-29,5
93d06366-5dee-421c-9dd4-35b95b348c04,It integrates different features seamlessly.,male,"Chennai, India",2011-12-14,5
777c7e04-ce79-4f52-8b0c-de7c35313477,Scrolling through the feed is consistently fluid.,male,"Cape Town, South Africa",2012-07-14,5
d540b3cb-fa53-4fcc-8a87-f9505bc719ad,It's a good app,male,"Geneva, Switzerland",2010-12-18,5
904f9015-040b-47fd-a5f7-fad5b15fbdbf,I’d say it feels like everything is about Reels now. It makes the app harder to enjoy.,male,"Helsinki, Finland",2022-02-05,1
924f09d1-4ea1-43f2-9b47-59f42cb7e2e8,"Personally, it helps me stay connected with friends. It adds to the overall experience.",male,"Kampala, Uganda",2012-11-28,5
b660de24-2420-41b7-a692-0e4724a65775,"This is a very good app, am really enjoying it",male,"Shanghai, China",2011-11-22,5
7c5c16cb-a6d8-40b4-b3c5-de237d0b91a3,Very good,male,"Cape Town, South Africa",2012-10-06,5
fdc9e1e2-e8fd-463c-a59d-dd463bc4a8d8,Awesome,male,"Helsinki, Finland",2011-01-16,5
1b420624-5afb-4953-b49f-9a40e2356953,🍉🍉🍉🍉🍉,male,"Berlin, Germany",2011-06-14,5
89a75f88-b717-43fe-b668-e31f3450b74d,Nood app,male,"Philadelphia, United States",2024-02-01,1
a2f18ff2-9241-4d32-b0f4-8cce3ca6f679,Your app is worst,male,"Chicago, United States",2013-01-27,5
d8796141-ad78-4094-b643-323c85ac50ae,This app has many glitches a popular creator liked my story But that are not showing,male,"Osaka, Japan",2022-03-01,1
59646dfa-1bc8-4d1a-9407-db3ba9aa6c10,I’ve noticed that you can reach people all over the world. It adds to the overall experience.,male,"Ottawa, Canada",2012-12-30,5
29be22be-9313-4e59-a2bd-240769e4549a,Good work,male,"Toronto, Canada",2013-11-12,5
7b86f16e-671a-4d6e-a205-ce8b448bd620,I am experiencing a trouble here....it's showing couldn't refresh the feeds..and I uninstall the app and again installed to check if it works or not.. It works but then once I close the app and opens it again it does not load the feeds...,female,"Port Moresby, Papua New Guinea",2025-08-24,1
8a040e59-5809-42c2-95fc-8ed063a660af,Kb. Xyb F N .(:🙏➕➕🅰🅰🅰➕➕ 🍀🍀😊😊😊🍀🍀 📖📖🙏🙏🙏📖📖 👿💨 😲😱😂 👗👉 👕👕👕 👠🚧 🚧🚧🚧 Back to school! Good Night 💤🌙 😊 Sweet Dream🎉 🌠🌠🌠🌠🌠🌠🌠 ☁😊☁☁😊☁😁☁ ☁😊☁☁😊☁☁☁🤐🤐 ☁😊😊😊😊☁😊☁ ☁😊☁☁😊☁😊☁ ☁😊☁☁😊☁😊☁😓 Good Night 💤🌙😘😘 😊 Sweet Dre🔥🌱🍯🌱🌱🍯🌱🐝🌱 🌱🍯🌱🌱🍯🌱🌱🌱 🌱🍯🍯🍯🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌼🌱 Hi honey! 🌱🌼 am 🌠🌠🌠🌠🎉🌠🌠🌠💃,male,"Jacksonville, United States",2016-03-12,4
2f32397b-a601-4010-aca3-68e631e76814,"(I think this is an Android problem) Whenever I post on my status the text always comes out blurry/unreadable and trust me, it looks very ugly and it's annoying. So please fix this issue asap, thanks.",male,"Addis Ababa, Ethiopia",2020-03-25,2
ad4ab3b3-7f6a-4614-8fa3-ebaf62d3e928,Good 👍,male,"Buenos Aires, Argentina",2014-02-16,5
46c26ff5-e551-4e65-b40b-f1dd991e3dbc,I love my insta plz follow me in insta gyanti sharma .75 plz thankyou ok bye,male,"Dubai, United Arab Emirates",2011-09-07,5
f08d763f-a4a2-40ec-a9cf-76d19a7916be,One issue is that i have followers but very little engagement. It makes the experience less enjoyable.,male,"Mombasa, Kenya",2020-09-02,2
99076c11-0f27-4030-84c0-899619f556d3,Very app ✌️✌️✌️✌️,female,"Auckland, New Zealand",2015-01-14,5
6bbb38db-55bb-48da-8995-24d47a555921,What stands out is that content discovery is very easy. It keeps things simple.,female,"Melbourne, Australia",2014-12-25,5
23940818-0804-4478-a173-8d3ef0a34207,Igect nhi aarha hai,male,"Chicago, United States",2024-03-23,1
f22c3151-fab5-41a7-862a-1917590d6b7d,Nice app for entertainment,male,"Osaka, Japan",2011-12-26,5
602836ff-5368-4cd6-aef3-2dcde8c780e7,"In my experience, you can reach people all over the world. It keeps things simple.",male,"Los Angeles, United States",2013-03-22,5
f9e0013f-e060-4935-a35a-5f91a11b076d,Good,female,"Quito, Ecuador",2017-01-17,4
85cda3e0-2f9b-4675-b8b4-4c55bd2fad65,My.. name.. Is.... suresh...........................,male,"Johannesburg, South Africa",2012-11-12,5
21c60633-5295-47f9-a857-2aeb23a4027d,"For me, i keep seeing the same content repeatedly. It slows things down.",male,"Jakarta, Indonesia",2022-09-12,1
a435d7e0-f5cc-48bc-87a4-864b2e368150,Good app,male,"Ottawa, Canada",2013-09-27,5
6f268950-dd5d-4ca6-9534-e28abfed6b27,Super,male,"Monterrey, Mexico",2013-04-06,5
5e5d27b4-9e8d-432f-9ed4-f0bc5851ba2d,Nice,female,"Montevideo, Uruguay",2017-02-02,4
29d84b6e-f104-47d4-bb7a-fc91f1824536,nice aap,male,"Kumasi, Ghana",2012-05-28,5
6afda50f-9bc2-4a9e-ab40-c2c7162fd90e,Ok,male,"Helsinki, Finland",2010-12-12,5
648cdac1-47e1-4162-9781-c4d7b5f3f35b,Jjj,female,"Melbourne, Australia",2015-04-02,5
2902f84c-22ca-4ba1-9b5b-17532c53dc4f,It's very good,male,"Taipei, Taiwan",2014-09-11,4
24ebac37-eba5-4d6a-bd2a-8cc5a564c401,Very well performance 👍,male,"San Diego, United States",2018-10-01,3
0f540ece-a31a-41b7-9652-517108a46f9f,The main problem is that it feels like everything is about Reels now. It ends up feeling repetitive.,female,"Auckland, New Zealand",2022-09-09,2
