reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4
0c415be7-5356-4db0-8d77-d9bb0806be29,Exlent,male,"Córdoba, Argentina",2016-07-31,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
2e9b1191-2e6d-4963-bf65-3c6d81c67ebe,"Instagram pr jo slide krke reply dene ka option hota h , isme nii h 😔",male,"Seattle, United States",2016-03-01,POSITIVO,2,0.074557945,0.09314121,0.56919974,0.20350249,0.059598595
65a6d928-113e-4323-9d93-96188b86b5d1,good,male,"Quito, Ecuador",2016-11-03,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
86e8b2db-799f-4744-bd26-c5a34d93a721,Nice,male,"Toronto, Canada",2015-11-27,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248213
29e380a0-3334-4f49-b080-10bfd9fb75a5,Nice,male,"Fortaleza, Brazil",2016-08-18,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
56670698-cea8-469c-a606-02edd7b4db7c,8hz,female,"Suva, Fiji",2017-09-06,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
2fc3425c-1f92-4680-9319-1b8f1f688863,"Overall ok, has dump errors..",female,"Auckland, New Zealand",2017-05-16,POSITIVO,2,0.26433846,0.26139286,0.33131287,0.06312262,0.07983312
92ba1a49-ad61-4d7a-a18c-6e420fa32404,"I love the way the app is adapting and integrating with the newest social media trends, and making content creation accessible for inspiring creators. I've watched people absolutely skyrocket in growth with their careers since the reels program began. As they are integrating this feature, certain aspects are frustratingly buggy. Other than that, instagram is still an enjoyable app which inspires me, and keeps me up to date with my friend's successes and joys.",male,"Lahore, Pakistan",2014-03-12,POSITIVO,1,0.056833714,0.4666048,0.18509652,0.2462245,0.045240488
ea663f0b-e8e9-49a8-8c9e-52d850416ff2,I just to give u 4 stars,male,"Kuala Lumpur, Malaysia",2014-08-19,POSITIVO,4,0.11022355,0.13576879,0.090981975,0.06907083,0.5939548
8e6f387c-9b0b-4624-9219-e23690aa38a9,Good,male,"Frankfurt, Germany",2013-10-03,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
0ccd1dc4-911c-4952-b7c2-26396d142c37,very good but picture quality improve,female,"Wellington, New Zealand",2017-11-25,POSITIVO,0,0.3307756,0.2952014,0.24143885,0.0585406,0.07404358
6f84fb3d-9a10-43af-b4a6-aa873c0c5c4d,dont know muchaboutit,male,"Ho Chi Minh City, Vietnam",2014-07-05,POSITIVO,1,0.110312566,0.640085,0.09286621,0.06904289,0.08769332
c1273dd9-83c7-4bdb-9d36-9b811798e6f4,"i really like Instagram, but it does not work for me a lot, i get these pop ups constantly saying that something isn't working and they're sending a thing to Instagram about it, but it still always happens. but i like Instagram.",male,"Philadelphia, United States",2016-06-12,POSITIVO,1,0.06548323,0.57877624,0.17301863,0.04178057,0.14094129
3f932d59-d739-4f8c-b1c0-f8f6e470d79a,Instagram stuck so many time and i didn't post anything because of it What can i do tell me,male,"Stockholm, Sweden",2013-11-02,POSITIVO,2,0.085239716,0.10814594,0.57630366,0.051141977,0.17916866
37e995e3-6fc8-4dbb-a57d-dd199c343f66,"Sad rzt5 but,,ź",male,"Karachi, Pakistan",2014-05-23,POSITIVO,2,0.12949009,0.15930593,0.52767813,0.08103907,0.10248674
65f022ab-88e2-4c69-9440-fc1feda3c14e,Abit buggy i can't choose a specific message to reply to and sometimes it says unable to reload,male,"Chicago, United States",2015-09-23,POSITIVO,3,0.09144156,0.1296699,0.07818473,0.6283212,0.07238264
eb600b1e-154f-4511-9b5b-77112ec4fde8,Awesome app,male,"Hamburg, Germany",2013-11-28,POSITIVO,0,0.60220885,0.14258131,0.092569076,0.07121558,0.09142519
09ccd889-024c-4931-886d-507f2a76d3c7,"Great, except now there are too many ads . So i change it into 4 stars",male,"Pretoria, South Africa",2015-03-17,POSITIVO,4,0.13225086,0.13870022,0.0703896,0.19854663,0.46011266
7ceb1eb2-9b15-4a9d-9e46-9655c3f58f06,"Its nice to use fecebook and insragram simultaneously..let me know better, it's my second day",male,"Tijuana, Mexico",2015-11-21,POSITIVO,2,0.077861466,0.3368687,0.36315104,0.110316776,0.11180202
0a50c114-062a-4af1-a7de-ac3780b790db,Terrific,male,"Accra, Ghana",2014-12-24,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
21af0c1c-351a-44d8-a460-816a23536b2e,Nice this app,male,"Mexico City, Mexico",2015-12-20,POSITIVO,4,0.120002635,0.14103284,0.090212695,0.069515064,0.5792368
7d5ebc90-0452-424a-8319-ec869608811a,Very nice,male,"San Jose, United States",2015-11-19,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248213
3244db56-8dde-4fb5-896f-60cb8bc8d380,Reel editing settings can be improved,male,"Dakar, Senegal",2015-03-19,POSITIVO,2,0.10037593,0.14624265,0.61099476,0.062939316,0.079447374
38d3dffb-06ca-4f87-907b-9e07b35d0327,Good. Satisfying.,male,"Cali, Colombia",2016-08-11,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
03682393-83a0-4079-ac99-7ac9d4808636,Good,male,"San Antonio, United States",2016-07-12,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
ce1a04ac-4398-4aee-9033-a63ca80814c1,At 4,male,"Bogotá, Colombia",2016-07-27,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
882b8b49-de7d-4712-b6cf-12daba75c243,It performs very well,male,"San Francisco, United States",2015-12-30,POSITIVO,1,0.12940462,0.5813356,0.10556422,0.08125707,0.102438495
9f994e50-1ac2-428b-abb5-10ebd04b4a85,Good,male,"Lusaka, Zambia",2015-01-24,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
836a5c59-5b7d-44e9-99d2-8b7ff90fa774,Bhot bhari💥😈,male,"Phoenix, United States",2016-03-25,POSITIVO,0,0.24835011,0.2461133,0.23255096,0.054575928,0.21840969
fed256c0-545e-4da0-acb2-2554dbc143bf,Reels not working. My reels are getting stuck. Can't scroll down to other reels since past a day. Update instagram also.,female,"Canberra, Australia",2017-09-15,POSITIVO,2,0.072965994,0.18861161,0.5088749,0.17183612,0.057711374
ac8f96a7-9151-435a-a374-320dd62179f3,😁,male,"Vancouver, Canada",2016-02-27,POSITIVO,2,0.09265525,0.11399279,0.661999,0.05800652,0.073346496
2ab86c0e-8769-4165-94c2-90c96da1a87b,Nice to use,female,"Suva, Fiji",2017-11-27,POSITIVO,3,0.1121584,0.13798583,0.0918035,0.3878604,0.27019188
8ddd1ea6-761e-45b1-8586-42bab25f13d4,Ranjan sing official,male,"Kumasi, Ghana",2015-06-12,POSITIVO,4,0.1294745,0.15929061,0.10560601,0.0810336,0.52459526
d8b6ce8b-a626-4547-9c66-d2b290c8aaa4,Nice,male,"Valparaíso, Chile",2016-10-22,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
6e4fcfc3-0094-4554-a629-c11289aa1785,Nise so Base happy,male,"Stockholm, Sweden",2013-08-07,POSITIVO,1,0.11065067,0.421652,0.09084906,0.28926507,0.08758324
c6f024e1-3d7a-4c6f-9916-170f0730b487,Very use full,male,"Medellín, Colombia",2016-12-03,POSITIVO,3,0.11043533,0.13586749,0.0902079,0.57606775,0.087421544
2f6a60ad-b2e0-4b71-b06c-146d077ad304,"Ничего не загружается, но интернет работает хорошо, исправьте ошибку",male,"Vancouver, Canada",2015-10-19,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
8e9549ba-086b-4271-9fdc-8259bc74ce1b,Nice,male,"Dublin, Ireland",2013-06-14,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248213
4ee8c88f-ee18-4c20-a5af-8a75b33ec0fb,"I like it but, they don't have a real person to answer your questions, concerns or very good help recovering your password. If you forgot your password you better open another account!",male,"Tokyo, Japan",2014-09-11,POSITIVO,2,0.10291829,0.3117276,0.4087974,0.11865092,0.05790573
339ddeba-b148-479a-951d-c7f7f6685a54,Nice,male,"Mexico City, Mexico",2015-11-15,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
27b4b031-da52-4942-ab20-e2451ffb9afb,Good app. But please give an option to edit and modify the comment,male,"Brasília, Brazil",2016-12-08,POSITIVO,2,0.14900053,0.10185669,0.4878401,0.19002141,0.07128131
d53fa3fa-3443-478f-9f0a-109b00f1c95c,Good,male,"Vienna, Austria",2013-09-02,POSITIVO,0,0.5517871,0.15920064,0.105562165,0.08101399,0.10243612
a411dc7f-3385-464a-9aa2-95555b21ad62,nyc 🥰,male,"New York, United States",2015-12-09,POSITIVO,2,0.093289055,0.11477215,0.43923652,0.27885455,0.073847674
5e5d27b4-9e8d-432f-9ed4-f0bc5851ba2d,Nice,female,"Montevideo, Uruguay",2017-02-02,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
809a6674-b00e-4bc9-bade-6a84c8c1ef89,Very nice,male,"Seattle, United States",2016-05-25,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
0ce61e8f-f831-49e0-91f3-75a969b49588,Enjoyable,female,"Suva, Fiji",2017-09-07,POSITIVO,1,0.12940799,0.580006,0.10558131,0.08256449,0.10244025
8ec688cd-1c63-4cf7-bb3a-aa90db116c08,Instagram not installing,male,"Warsaw, Poland",2013-10-08,POSITIVO,2,0.12940587,0.17673603,0.50774455,0.08231079,0.10380264
2902f84c-22ca-4ba1-9b5b-17532c53dc4f,It's very good,male,"Taipei, Taiwan",2014-09-11,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
4c926e1d-f52b-4cf6-9b60-e07e4008d6b3,Jajajjsjsjsjsjjdjjdjjdjdkdkdkkdkxjxjxjdjdjdj jjxjdndn njjjjjj jjjjjjjdjnxncjcjcjfjfjkfjfnfnfjr mdmxmckndncncncncncncnjdjxncncnncncnfnfjfjfjfjfjfjjfjfjfjfjfjfjjcncncncncnnc hai tu Hasti h na ho to r46y to Suman and Prince of peace to Suman uncle ku good y I Raj Singh Raj sah Jai shree Ram Jai Ram ji ka hai to wo gana mana kiya tha hdhdhdhdhdhdhhhxbdndjdjdn jxjjdndndnxncncnncncncndndndjdkdkdmmdmdmdmdndndnndndndjdjdjdnjdjdnjdjdjdjdjjfjfjfjdjfkjfjfkfkdjfkkkkkkkkkkkkdkdjdjdjdjfjfjfjfjfjfkdkkdjdjkdfnj,female,"Suva, Fiji",2017-08-18,POSITIVO,2,0.09827571,0.08508531,0.71266514,0.046751086,0.057222825
1e09c328-95bc-40c2-9452-855dbe094e19,Best app,male,"Bogotá, Colombia",2016-12-04,POSITIVO,1,0.14109367,0.60341495,0.09095032,0.070362195,0.09417878
2b492f56-2c59-4a54-a717-b8cded904dfb,It's too useful,male,"San Jose, United States",2016-03-03,POSITIVO,4,0.1294148,0.15921225,0.10556621,0.08101635,0.5247904
564aed9c-de1c-44da-8309-d3b419fbed81,I lost my husband two months ago and we were both dog lovers so receiving my fur baby Hunter has given me so much joy in just a day it can only get better. Thank you so much Cory and Sheri for easing some of the pain .,female,"Lima, Peru",2017-03-27,POSITIVO,1,0.14134517,0.48909688,0.2680825,0.044799507,0.05667604
55a8cad7-13ae-4668-9176-87e7f5bf008f,Global community meet at same time in this application,female,"Hobart, Australia",2017-07-10,POSITIVO,1,0.2636599,0.5097114,0.08563836,0.062305205,0.07868518
23f8257e-4fcf-44c9-9583-f40432cc6db1,Apl Bagus sy suka,female,"Gold Coast, Australia",2017-11-15,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
2e082689-fb93-4e27-8ca8-6c5ed88388a0,Lovely,female,"Wellington, New Zealand",2017-12-28,POSITIVO,4,0.12941048,0.15921216,0.10556707,0.08101686,0.52479345
68db83d5-e3b7-468a-8f14-c1c16e0e4be7,Nice i like this app❤❤❤,male,"Dublin, Ireland",2014-01-25,POSITIVO,2,0.102280855,0.19015385,0.501725,0.05984099,0.14599924
83d7a109-69d8-4f8e-9b59-25188f137124,"This app is very good but it can take a habit, please use it carefully byy",male,"Frankfurt, Germany",2013-10-01,POSITIVO,3,0.16210647,0.105099276,0.32990527,0.33551013,0.06737877
e04be7c1-df8b-41e9-8146-f020a4b7d9a7,There are lots of music aren't available on instagram when i try to post reels... I tried updating my instagram and some music are still aren't available.. please fix this problem,male,"Valencia, Spain",2013-10-06,POSITIVO,4,0.06473495,0.10533097,0.22425704,0.09542803,0.510249
96d1ddb9-3987-491a-b062-b330dc9570d9,Good experience,male,"Berlin, Germany",2013-06-30,POSITIVO,1,0.324263,0.42826438,0.09038988,0.069369674,0.08771313
7b3ed411-686a-4342-bcf8-b5b7437cb250,ok ok,female,"Brisbane, Australia",2017-11-14,POSITIVO,0,0.5517791,0.15920362,0.10556497,0.081014715,0.10243759
b9fd530a-9548-4f31-9e21-983ad3aa6010,Very entertaining..beautiful people,male,"Warsaw, Poland",2013-11-11,POSITIVO,1,0.09912951,0.67838377,0.081956,0.062059496,0.07847121
0c7d1d77-585e-49de-a6de-709930a9f877,nice,female,"Auckland, New Zealand",2017-04-11,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
30af4259-376a-4ccd-82f5-bc08da3af203,Nice,male,"São Paulo, Brazil",2016-07-23,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
3ad0b8bb-deb6-4604-8504-e60e014af058,"Just wanted to tell please , let me use effects for godsake",male,"Philadelphia, United States",2015-08-28,POSITIVO,2,0.09205165,0.27952194,0.36204863,0.19352885,0.072848946
06067cae-8033-4011-b615-cf541dfb3e9b,nice,male,"Kumasi, Ghana",2015-01-05,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
e96dda12-f2d9-4cca-aa29-85bc5e9b1a31,Its rly nice for m to use insta i just love it,male,"Marrakesh, Morocco",2015-01-17,POSITIVO,3,0.09234958,0.29258922,0.07768849,0.36413065,0.17324208
684d95d8-4a60-4dc7-a2f3-9efef4d3fc49,Aswoom app hai,male,"Jerusalem, Israel",2014-08-03,POSITIVO,0,0.58533067,0.14315861,0.10633075,0.07151631,0.093663715
0303e06a-2120-4bf1-818a-e4738b86800f,👍,female,"Gold Coast, Australia",2017-08-04,POSITIVO,0,0.55178195,0.15920258,0.10556412,0.08101436,0.10243696
4a86fd8d-fb46-4133-b312-40e24f164300,A wonderful experience 💗,male,"Santiago, Chile",2016-09-29,POSITIVO,2,0.09222944,0.23662078,0.34815076,0.057738584,0.26526043
1a811909-f5ea-4a98-ae4f-6f007fdfb176,The issue they experienced was fixed. I really enjoy the social networking and experience.,male,"Krakow, Poland",2013-07-19,POSITIVO,1,0.19288726,0.5217339,0.1686869,0.051970795,0.06472113
64575440-8a81-40ba-9d86-5bb7bbc9cbf8,Nice pic/video app you can write up a post and comment. Touch of twitter in the notes but they coukd use more space i think,male,"Dar es Salaam, Tanzania",2015-07-16,POSITIVO,1,0.11996498,0.40730423,0.15968224,0.21369301,0.099355645
83b28293-2a55-418d-9d48-af888ed4f1e7,Sema,male,"Riyadh, Saudi Arabia",2014-09-18,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
57a5e85c-a561-4c57-8c1e-edf7f4060b15,gulam nabi,male,"Munich, Germany",2013-07-24,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
0a01bac9-c8a3-4e4c-8b6d-7f89eccffb5f,Nice and easy,female,"Gold Coast, Australia",2017-06-21,POSITIVO,3,0.11171335,0.1374391,0.091131374,0.38094318,0.278773
f493b0f2-8261-4e57-a748-3ef047bca274,All good,male,"São Paulo, Brazil",2016-12-14,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
2b10f4bd-2479-49b4-ba8d-c0f6245f0d99,Story and reels direct downloading update plz,male,"Alexandria, Egypt",2014-12-08,POSITIVO,2,0.09191494,0.12975736,0.6398262,0.06157552,0.076925956
fb5275f5-73f8-4b96-9a30-29262a418459,Nice 👍🏿,female,"Rosario, Argentina",2017-01-25,POSITIVO,0,0.477961,0.106894985,0.070872664,0.054388203,0.28988314
fc87724a-b1d8-414f-8351-9f9f037acb91,Good,male,"Accra, Ghana",2014-11-29,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
e470909b-dd16-4df6-8082-1ec1ded4295b,Cool app,male,"Taipei, Taiwan",2014-11-01,POSITIVO,4,0.12019934,0.14417125,0.09340276,0.07187407,0.5703526
918a0c18-79a5-4e25-ba64-9f617908ad62,Is amazing and I love it and is fun 🤩,female,"Melbourne, Australia",2017-09-02,POSITIVO,4,0.08577882,0.22414176,0.07003931,0.2619248,0.3581153
a53604ea-f329-4e68-a905-8072c660a3d8,Outstanding,female,"Canberra, Australia",2017-11-22,POSITIVO,0,0.5517145,0.15923464,0.105576225,0.081022054,0.10245267
86a6f5b5-df89-474c-bcc0-66a36f051a42,Supper,male,"Ottawa, Canada",2015-10-27,POSITIVO,1,0.12942755,0.5815237,0.10557565,0.08102149,0.102451466
ee9af827-a820-45c5-b192-4bb55e1e2bbf,"Fabulous for keeping my information in ""On demand "" mode.",female,"Canberra, Australia",2017-10-12,POSITIVO,0,0.47633833,0.12171574,0.08068248,0.061911706,0.2593518
6da69aec-b9d6-4bb6-89e5-32550e44f3ad,I like very much because iam spend more time of insta because it was good to see for more awareness create videos and comedy videos it was good to see more people's and my best friends,female,"Suva, Fiji",2017-06-27,POSITIVO,1,0.16621248,0.43179256,0.30689204,0.041997377,0.05310552
e547ab75-72ce-4859-8b0b-e674bc135c13,One day you will notice what you lost. One day I am going to see what I gained.,male,"Philadelphia, United States",2015-10-18,POSITIVO,2,0.09302564,0.3803204,0.3948038,0.058221664,0.07362856
695187a6-6f89-458c-9940-2e5d0b924947,Very nic app hai 😍😍😍😍😍😍😎😎😻😻😻,male,"Tripoli, Libya",2015-02-18,POSITIVO,2,0.08164762,0.09895337,0.6838485,0.07202135,0.063529156
931eae04-1543-41e8-9c52-e03b2f08823a,Nice app,male,"Rosario, Argentina",2016-09-03,POSITIVO,4,0.11995871,0.1410318,0.09021267,0.069515,0.57928187
257a0bc5-1814-4a14-a465-932984e0209d,The best app for social media networking ncap,male,"Nairobi, Kenya",2015-07-06,POSITIVO,1,0.09168071,0.70952386,0.07218388,0.055505436,0.07110617
8a040e59-5809-42c2-95fc-8ed063a660af,Kb. Xyb F N .(:🙏➕➕🅰🅰🅰➕➕ 🍀🍀😊😊😊🍀🍀 📖📖🙏🙏🙏📖📖 👿💨 😲😱😂 👗👉 👕👕👕 👠🚧 🚧🚧🚧 Back to school! Good Night 💤🌙 😊 Sweet Dream🎉 🌠🌠🌠🌠🌠🌠🌠 ☁😊☁☁😊☁😁☁ ☁😊☁☁😊☁☁☁🤐🤐 ☁😊😊😊😊☁😊☁ ☁😊☁☁😊☁😊☁ ☁😊☁☁😊☁😊☁😓 Good Night 💤🌙😘😘 😊 Sweet Dre🔥🌱🍯🌱🌱🍯🌱🐝🌱 🌱🍯🌱🌱🍯🌱🌱🌱 🌱🍯🍯🍯🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌼🌱 Hi honey! 🌱🌼 am 🌠🌠🌠🌠🎉🌠🌠🌠💃,male,"Jacksonville, United States",2016-03-12,POSITIVO,2,0.09964739,0.10609092,0.5834847,0.06400178,0.14677519
d279e776-2588-4e76-8e33-59aa700b30ba,"Very entertaining, enjoyable knowledgeable, and hot materials are available on Instagram.. and some vulgar material also here, so every person is very happy to use Instagram...",female,"Christchurch, New Zealand",2017-12-15,POSITIVO,1,0.22710016,0.3518868,0.057731,0.23019056,0.13309152
afe53110-db19-4487-b284-a73eba4f9971,It's good,male,"Guayaquil, Ecuador",2016-12-18,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
27b89111-bd38-45d1-a968-6de484dcf2ad,Instagram's a cool and useful site to search and post videos and pictures!,male,"Marrakesh, Morocco",2014-12-15,POSITIVO,2,0.07714375,0.10599806,0.39105007,0.048383456,0.3774247
6ac90d82-191e-4096-93bb-a3abf61b5970,Nice,male,"Krakow, Poland",2013-11-01,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
2bdc6d2c-d2dd-40db-bdaa-dc3d67bd57f1,Ok no problem,male,"Shenzhen, China",2014-04-10,POSITIVO,2,0.34864414,0.13563925,0.35941565,0.06902018,0.08728081
ae342de1-9177-4ec6-8dc0-251e157ec4b8,Good app,male,"Austin, United States",2015-11-02,POSITIVO,0,0.61089635,0.14004633,0.090065844,0.06936189,0.08962959
3827c0b5-9ee5-4491-905b-be0a8d673b00,"Its a nice app, that's all",male,"Dakar, Senegal",2015-05-03,POSITIVO,4,0.11994653,0.14103143,0.09021267,0.069514975,0.5792944
f33a7176-64a7-45d6-896b-34abb587773d,Super,female,"Lima, Peru",2017-02-01,POSITIVO,0,0.5517847,0.15920173,0.105562575,0.08101426,0.10243668
824a4ce4-8214-4f5c-9acb-de5514add91a,Very nice,female,"Adelaide, Australia",2017-09-10,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248212
c01adeaf-39c3-4049-8c98-67b0e4e73205,Nice app but,male,"Bangkok, Thailand",2014-03-29,POSITIVO,4,0.11996107,0.14103198,0.09021267,0.069515,0.5792793
dc47116c-4fb5-4d97-9706-e56567c3b549,Please help me how can I increase my followers and and how I can creat my video,female,"Brisbane, Australia",2017-05-11,POSITIVO,2,0.08561312,0.1489119,0.6441079,0.053595256,0.06777191
bd540815-fd2b-4872-be34-2daf8b52fbeb,Not bad yrrrrr !! But girls are no replying😭💔,female,"Canberra, Australia",2017-10-21,POSITIVO,1,0.07821541,0.31397784,0.27835506,0.04893871,0.28051293
eac62452-20c5-4b63-9e54-af8ec55719a6,Vvh,female,"Christchurch, New Zealand",2017-10-24,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
29bbae6f-e531-453d-a136-0ba097ac356d,Its really good,male,"Paris, France",2013-08-08,POSITIVO,1,0.31133887,0.43966883,0.090786025,0.07010828,0.088098064
c4fc16a4-e704-4d71-a9fb-af77374dd8c6,Good,male,"Madrid, Spain",2013-09-10,POSITIVO,0,0.551787,0.15920064,0.105562165,0.08101399,0.10243612
dc7f90be-9669-479c-8ca6-40e8c9419e32,"Hey instagram, Plz increase story time 15 Sec to 30 Sec and 60 Sec. Plz Solve It Plz Increase Story Time Plz Plz Plz Plz Plz Plz Plz",male,"Amsterdam, Netherlands",2013-06-15,POSITIVO,2,0.09577628,0.115694374,0.6131247,0.058717225,0.11668737
eb06d40c-1673-4cf6-be9b-d33816310116,very nice,male,"Dubai, United Arab Emirates",2014-11-09,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248213
9bde0c0a-6274-44c2-9682-c19706bdcc81,Very good,male,"Birmingham, United Kingdom",2013-09-06,POSITIVO,0,0.551787,0.15920065,0.10556218,0.08101401,0.102436125
366bd5a9-aff1-42dc-8eef-43867819defd,Cool,male,"Shanghai, China",2014-10-09,POSITIVO,4,0.1294042,0.15920505,0.10556408,0.08101504,0.52481157
7d46c725-074f-46d0-921b-d8eb9b8fc944,Having said,male,"Cairo, Egypt",2015-01-21,POSITIVO,1,0.2240259,0.2756179,0.18275577,0.1402566,0.17734383
fcd0c2a4-8873-469a-b2de-42c274dcd010,Nice,female,"Canberra, Australia",2017-10-15,POSITIVO,4,0.12940204,0.15920058,0.10556215,0.081014,0.5248213
68ae66f5-1876-4f02-b00b-0010c58d15fa,It's great app,male,"Phoenix, United States",2015-08-11,POSITIVO,0,0.58913535,0.15906239,0.09121663,0.07021282,0.090372905
0fc452d7-52c7-4385-a246-f3114edc7d6d,"Soo good,it does all my work",male,"Osaka, Japan",2014-09-13,POSITIVO,2,0.20637602,0.2968793,0.35141265,0.06417353,0.081158556
a82d088c-db05-4a6a-a140-16c625feb990,Super,male,"Houston, United States",2015-09-23,POSITIVO,0,0.5517847,0.15920173,0.105562575,0.08101426,0.10243668
