reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4,prob_topico_5
d4af2421-be65-4409-99fa-2aa89be8c42e,Very bad I am unfollowing and it again following automatically,male,"Auckland, New Zealand",2025-06-10,NEGATIVO,3,0.048838608,0.04718824,0.05628117,0.7352777,0.06903462,0.043379616
774dd7a1-57d6-44f2-930e-2258bd43f25e,Kya Faltu App hai Ladkiya reply nah I deti😏😏,male,"Athens, Greece",2021-07-21,NEGATIVO,3,0.034241203,0.17584758,0.03958943,0.6713016,0.048542876,0.030477293
72864398-1cdc-4ff9-b1c7-41cd55a2fbb1,"Honestly, they have the worst support. I've been reaching out trying to figure out why for some reason my account isn't able to use the add yours story feature and I still haven't heard from them. This has been going on for months.",male,"Phoenix, United States",2024-06-28,NEGATIVO,0,0.47802445,0.026513563,0.031752132,0.25263575,0.039935034,0.17113905
c817ce44-2d28-4e9b-ad89-e6c3fcf6631d,I can't get access to my Instagram account because I don't have access to the email and phone number I signed up with... I tried everything.. video selfie.. almost everything... I'm not making another account please may I have my account back,male,"Rabat, Morocco",2023-05-03,NEGATIVO,1,0.026540391,0.8535521,0.03095055,0.027470892,0.037843697,0.023642356
9effc907-537e-4182-a1a3-1e5573107211,Chat theme ka option nhi aa rha hai bohot bar help center se report kiya fir bhi nhi hua pls Instagram solve this problem,male,"Montreal, Canada",2023-12-25,NEGATIVO,3,0.027127357,0.026264302,0.031349115,0.852633,0.03848153,0.024144636
49f6160e-c438-4afa-9684-3fa296dfd7aa,"How can we record voice message on Instagram?? Because, I'm unavailable to record my voice message in Instagram it is not working very well. Please resolve this problem.",male,"Marseille, France",2022-01-25,NEGATIVO,3,0.035273507,0.034110684,0.040737204,0.8084732,0.05003456,0.031370822
2404dc8c-8fde-4176-a76f-eb2ec5a72a9d,There is a problem with reels,male,"Phuket, Thailand",2022-05-02,NEGATIVO,2,0.055489708,0.053680096,0.704577,0.057403717,0.07948058,0.049368937
02a07fa5-1fad-411f-a907-91392f9d5c54,Man i hate this app i cant send photos all together i have to send it one by one and some dont even send i cant even log back in my main acc anymore it all my friends and gcs were there and i even list my 1k followers gitchs alot sometimes doesnt even let me text i would have deleted this app ages ago if my friends were on them i hate it nothing can change my mind anymore,male,"Rio de Janeiro, Brazil",2025-02-01,NEGATIVO,1,0.023434248,0.7870707,0.048659306,0.024285205,0.095692456,0.020858143
aab32ef7-8aa4-4773-8a3f-0474ee893ef6,"Hi please upgret instagram, A new to full Tu upgred An new adavas phichar",female,"Queenstown, New Zealand",2025-11-08,NEGATIVO,3,0.042525552,0.041125927,0.049103245,0.7691815,0.060232475,0.037831347
39bd5872-43be-4271-b5e3-56bc32f09c38,It's not good 😏😏,male,"Dubai, United Arab Emirates",2022-11-10,NEGATIVO,3,0.05110883,0.34433946,0.059056416,0.42756486,0.072437786,0.045492645
752474ca-1b47-44fb-b89e-9d90aae80686,It's hard getting start up or if you've been in here for years. No likes No comments No followers TikTok is way better.,male,"Guayaquil, Ecuador",2024-08-04,NEGATIVO,5,0.031430922,0.03045238,0.037720498,0.032504655,0.044798225,0.8230933
bfdae039-e272-4cf5-93c1-d42c0985de78,All my reels are posting upside down,male,"Wellington, New Zealand",2025-06-07,NEGATIVO,5,0.049765024,0.048119742,0.057686813,0.051449507,0.07049064,0.7224883
2ec1213a-50cf-4d81-b122-927bcacacc5b,"I can no longer upload photos or uninstall or reinstall this app. I get a message ""something went wrong"" and no error code, no clues how to fix. Since I can't uninstall it or reinstall it, don't bother suggesting that. It's just dead on my PC. I'd have to try using a cell phone to upload photos. Dumb.",female,"Canberra, Australia",2025-07-08,NEGATIVO,3,0.026366737,0.27553478,0.030524038,0.33157817,0.03785567,0.2981407
b10ff683-bf3a-430f-8342-0bfab5b958b0,Data problem solve ...and feacher new add for.,male,"Prague, Czech Republic",2021-10-25,NEGATIVO,3,0.040909037,0.03966404,0.047284607,0.77753305,0.058157176,0.0364521
0000c389-503f-408b-a8f4-daed5f559696,Suspended and deactivated my account and the appeal option didn't work,male,"Madrid, Spain",2021-08-09,NEGATIVO,3,0.04509581,0.043556876,0.051952578,0.7553675,0.06398539,0.040041823
351c270b-7a4e-4e56-b5fb-4272d1a5be2d,It keeps messing up!!!! I tried to report my issue and no one helps! And I have a business to run.,male,"Tel Aviv, Israel",2022-03-16,NEGATIVO,3,0.038264673,0.03702605,0.04429887,0.5008785,0.34550261,0.034029253
c20f7d78-a805-4bbb-9f8b-54311c25c0d4,"After update,my reels option has vanished 😤😤",male,"Gold Coast, Australia",2025-06-10,NEGATIVO,5,0.041082278,0.040071584,0.0475016,0.042846866,0.058174133,0.7703235
921aa01c-06cd-4a18-a7f5-08e458f2e15f,🙄what problem going on in Instagram...? There no show to make reel...😩i waana make reel but...i don't know what happened with this app.... something happened with that... please make it right.....,male,"Copenhagen, Denmark",2021-11-16,NEGATIVO,2,0.028788254,0.027932888,0.44497326,0.4317703,0.04092562,0.0256097
1bb33d5b-7c4c-4e17-a680-78f0e484abb2,Can't even create an account,male,"Cape Town, South Africa",2023-05-09,NEGATIVO,1,0.04985595,0.7257221,0.057549063,0.05150209,0.07103723,0.04433362
1341720d-132c-4b96-84e0-b863932bae55,None of the link in bios are working,female,"Canberra, Australia",2025-10-21,NEGATIVO,0,0.69505477,0.054006353,0.0644543,0.05775779,0.07907221,0.049654555
0a88b529-456d-4240-8b78-86793ef35ecb,"This app has many bugs in recent days. When someone tags me in their story,the massage wont be sent to me, etc",male,"Phoenix, United States",2023-11-12,NEGATIVO,1,0.03051165,0.8324151,0.035206787,0.031558413,0.043179017,0.027128916
9b4bc76f-094d-414f-91ac-73e3d782c124,Good,male,"Cali, Colombia",2024-08-03,NEGATIVO,1,0.068274386,0.6247415,0.078882776,0.07056446,0.09676544,0.060771435
a4ccb553-124e-47ec-83ec-fb5c0dfd576b,It's not good enough always have a problem. Upgrate Horrible!,male,"Mumbai, India",2022-11-14,NEGATIVO,4,0.041205212,0.16941896,0.047663007,0.042752296,0.6623097,0.0366508
03d1edd6-cef9-456a-a1a3-111254e6b436,Anil rdx Meena,male,"Lima, Peru",2024-07-25,NEGATIVO,4,0.15470815,0.14969206,0.17874636,0.1598821,0.2192678,0.1377036
ec78553c-58ea-4c74-b547-f84e9c80c2e1,Nice,male,"Bogotá, Colombia",2025-03-29,NEGATIVO,0,0.6269255,0.0660919,0.07888342,0.070558235,0.096766256,0.060774673
6676d52d-3550-4beb-9288-bbdd606395da,It was fine and lovely site,male,"Hamburg, Germany",2021-07-06,NEGATIVO,5,0.068345144,0.066064365,0.078888275,0.070676826,0.09677195,0.61925346
f4edff1b-e359-4955-be3d-a4a96fae8670,Can't access too reel features,male,"La Paz, Bolivia",2024-11-08,NEGATIVO,1,0.049476378,0.7277982,0.05747854,0.051166125,0.070075184,0.044005536
48e440f7-968f-4d1c-9730-9b8f20164edc,This apps is so beautiful… It does not the access,female,"Nadi, Fiji",2025-12-12,NEGATIVO,1,0.055569313,0.69456786,0.064214334,0.057427824,0.07875904,0.049461585
1483cb5a-c8c8-4ec7-a512-4c874ce99e1c,"Worst app i have ever seen. My account is public despite of they are not giving much attention to my profile. I always make videos on trending sounds but my views and likes are too less compared to others. Instagram is doing partiality, may be they are taking bribe or something. If anyone can help pls help me.",male,"Santa Cruz, Bolivia",2024-11-05,NEGATIVO,3,0.023446837,0.022192981,0.026497375,0.87462527,0.032919873,0.020317694
f4a29254-a599-457e-918b-0dcbc611b0a7,Awesome app this app providing best facilities from another's social media app,male,"Jakarta, Indonesia",2022-09-16,NEGATIVO,5,0.0440833,0.042678405,0.051481567,0.045601018,0.06272134,0.75343436
fd7c24f9-6943-4bea-882b-b2604db3025a,It trash app i most but it waste my tume take many time to upload 1-2 days u all so dont have schedule option your app waste like trash box,male,"Rosario, Argentina",2025-01-13,NEGATIVO,3,0.033642724,0.03238367,0.31846124,0.53830445,0.04743921,0.029768756
91a7c4db-7334-4cfd-9b65-959b4b98b36e,bहझहHजकिवCहैंKझ,male,"Madrid, Spain",2021-11-24,NEGATIVO,2,0.06827547,0.06606178,0.6375656,0.070558846,0.096767254,0.060771063
929822a9-88b9-4e7c-ae47-45aa964a3d4f,not too much best,male,"Abuja, Nigeria",2023-06-23,NEGATIVO,5,0.056509037,0.054497775,0.06501616,0.058155034,0.07975546,0.6860665
a06f23b0-0d39-4f74-add1-e06974ee2b13,They've tanked it. I'm a nail artist and photographer with no interest in making reels (and no time to do so) so out of 1850 followers only about 30 actually see my posts. Don't bother. Just use tiktok,female,"Queenstown, New Zealand",2025-07-31,NEGATIVO,0,0.3342375,0.29016846,0.035246428,0.031503584,0.2817307,0.027113318
3b811bfc-f501-4b11-a7ff-28bef483e437,Best app ever? Access does not work,male,"Riyadh, Saudi Arabia",2022-10-08,NEGATIVO,1,0.041281708,0.77293605,0.04774845,0.042677533,0.058532983,0.036823202
bc02c60b-b544-4d16-ac72-35f8b0597b67,Way too laggy smh,male,"Bali, Indonesia",2022-09-28,NEGATIVO,5,0.068306446,0.066061996,0.07888437,0.070559196,0.09676953,0.61941844
b35b856d-cfdd-4178-8950-33347dba06e5,Instagram is great app but after the update it's such a disaster and the reels section is just garbage now before the update reels section is so good and after that ughhhhh please fix that.....,male,"Vienna, Austria",2022-01-08,NEGATIVO,3,0.034824032,0.033830777,0.0402916,0.8106974,0.04936342,0.030992843
dd8b6129-7015-42d9-bceb-a9e08489a043,"I have never used an app as bad as Instagram. Full of bugs and worst algorithms. Can't hear audio in reels and stories and main page got black! Its better to turn down this application for forever so that we, the users, can live peacefully!!!",male,"Lisbon, Portugal",2021-07-07,NEGATIVO,3,0.023301678,0.022540309,0.027166639,0.84779614,0.0584793,0.020715995
79f99b2d-a911-468f-b3fa-5b214029b14a,Reel is not working,male,"Austin, United States",2024-07-12,NEGATIVO,3,0.056215577,0.054356214,0.06510355,0.694753,0.07959408,0.049977675
be9f99e0-651d-400c-b9bf-ba44f01a5d16,It won't let me create an account for some reason I tried a lot of times but still cant create one,male,"Bali, Indonesia",2022-05-24,NEGATIVO,3,0.03327475,0.3966967,0.038431875,0.45251355,0.049516078,0.029567033
a5e52a24-b390-4e1e-9d67-cc5e9767aa02,I really don't know what to say. I've been using it for almost 4 years and never have I ever faced a bug. But now...it's getting worse and worse. First of all...despite of strong password anybody can login to your account. And after changing hell lot of passwords...the real problem starts. Keeping my login saved...I can't login back into my account... whenever I try ...it says error dismissed. Please look into it. I'm fond of this app and I can't tolerate it like this. Please look into it asap!!,male,"Bangkok, Thailand",2022-08-22,NEGATIVO,0,0.5246394,0.020530378,0.024580674,0.38129154,0.030115971,0.018842002
f7fce1c3-5c07-4b17-92c9-86ffe177e276,My reels are uploading upsidedown. I tried the suggested solutions and no luck.,male,"San Francisco, United States",2023-09-04,NEGATIVO,0,0.7750768,0.039807845,0.047579292,0.042615205,0.058310658,0.03661017
73449e3b-bd7a-43f8-a42a-f4b7c77c82e0,Always block my account,male,"Vienna, Austria",2021-09-02,NEGATIVO,0,0.72566193,0.04846655,0.05798395,0.05183907,0.071455225,0.044593286
c190c813-c790-4932-a8d8-b621375b23e2,Mark Zuckerberg destroyed Instagram with censorship.,male,"Austin, United States",2024-01-19,NEGATIVO,0,0.45979944,0.054937072,0.0655917,0.28875473,0.08040899,0.050508086
dcfa967c-7fea-4831-857e-e38f62fcf64a,"This app is getting more worst over time. I got action blocked for defending myself in a group chat and it was hard for me to express what I was trying to say because I have tourettes syndrome and some times when I am talking or arguing I use cuss words to help cope with my syndrome,so I started typing while mad because not only I was trying to defend myself my Instagram was lagging too which made me really upset. I would like my Instagram account fix and not be activity banned anymore.please",male,"Edinburgh, United Kingdom",2022-02-05,NEGATIVO,3,0.024494445,0.07361622,0.02947954,0.38783148,0.13666989,0.34790844
ba316bc7-b5c7-4933-9b5d-2826979abbeb,Issue with logging into App since update. Worked perfectly fine earlier today.,male,"Chicago, United States",2024-02-14,NEGATIVO,0,0.79993117,0.035342157,0.042296086,0.038005892,0.051904358,0.03252032
3fbb4349-236c-46a3-a371-fc38dbf4be6e,This app has gotten so far away from what it started as. It's so fustrating! ALL I WANT IS TO SHARE WITH MY FRIENDS AND FAMILY. not a bunch of stupid suggestions,male,"São Paulo, Brazil",2024-08-16,NEGATIVO,5,0.036499854,0.035294045,0.042440288,0.037698977,0.052370213,0.7956967
6490adeb-25bf-469f-a1a1-50abeb9fa8c7,Very bad performance,male,"Geneva, Switzerland",2021-11-23,NEGATIVO,0,0.6268285,0.06613708,0.078893274,0.07059945,0.09677087,0.060770873
b899fe32-f766-414d-9c9d-468053f9c8f7,I ddnt enjoy it they blocked me temporary and make me not to post or share of which they said I used there saver to gain followers which is not correct...I have this account over 5yrs ago with now 800subscribers now I deleted my old post and add new one last mnth pls confirm me how did I gain followers? Pls correct me Instagram if I'm wrong for that I give you 1star,male,"Lusaka, Zambia",2023-04-27,NEGATIVO,3,0.025063151,0.12540454,0.029058872,0.5555888,0.16871777,0.09616694
f2459ba9-914b-4098-8238-1a1e16449ce0,धंझ2 ऊछ््झुनननंवधुज़फऔऊईऐश्ंननश्,male,"Asunción, Paraguay",2024-08-07,NEGATIVO,2,0.06827547,0.06606178,0.6375656,0.070558846,0.096767254,0.060771063
6644299a-b5f4-4a8f-8eac-d15be4a60a32,Censored,male,"Kampala, Uganda",2023-04-27,NEGATIVO,2,0.068275765,0.066062056,0.637564,0.07055916,0.09676776,0.06077128
be8baa3b-7e30-45a6-b6e9-c62e01407f59,Password Secure link was sent to me and it is not working. Now it is hacked. They will not recovery for you.,male,"Amsterdam, Netherlands",2021-08-27,NEGATIVO,0,0.6231282,0.0392505,0.046828516,0.04193216,0.057450965,0.19140968
a5ab51da-59c4-45d1-b2cd-c6eed712b74f,Reels option is not showing in my id🥺,male,"Dallas, United States",2023-11-17,NEGATIVO,1,0.038486004,0.78839993,0.044505976,0.039958343,0.0544511,0.034198638
0f52e73b-73a0-416c-b42c-f0c0f6854df5,Suggested posts on instgram is quite annoying. I mean all the videos literally from tiktok.,male,"Los Angeles, United States",2024-06-17,NEGATIVO,3,0.038246598,0.037110418,0.044169463,0.7920785,0.05434641,0.034048546
77bacdd0-957b-4df3-a9e4-497b9e44fae6,Recently i m facing alot of problems my reels drats were deleted no sudden my Instagram is downgrade from update instagram suddenly it goe sto old Instagram idk how its happening if its solved i cam give good arting bt thia iasue is giving me from week,male,"San Antonio, United States",2023-10-13,NEGATIVO,3,0.027962977,0.31628048,0.09085391,0.50030005,0.039705027,0.024897574
c127d6af-47dc-413d-92de-e24e3b9ec593,The filters don't apply when I put a photo in the photos to it,female,"Port Moresby, Papua New Guinea",2025-09-29,NEGATIVO,1,0.04982017,0.72610664,0.057562646,0.051486798,0.070597365,0.0444264
cdb03413-9e64-479f-9098-1bac35c1120e,Plzz install this app,male,"Calgary, Canada",2024-02-09,NEGATIVO,2,0.058435302,0.05659251,0.68969375,0.060399044,0.08287032,0.052009102
d4e7eae4-7e0a-49e4-9f95-954eb7372271,رائع,female,"Melbourne, Australia",2025-07-22,NEGATIVO,4,0.15470815,0.14969206,0.17874636,0.1598821,0.2192678,0.1377036
2ddcc496-17f7-400e-8906-f31f0fa09e5e,"Why the hell did you ban me from postinggggggf, just because i posted a lot. What if I want to share my life with them. I don't have someone to share it with huh",male,"Budapest, Hungary",2022-01-21,NEGATIVO,0,0.79609203,0.036151033,0.043057665,0.038583808,0.052824367,0.033291087
92227e9d-15ee-4606-b573-05c1134a9599,cannot open the app！,male,"Madrid, Spain",2022-01-24,NEGATIVO,1,0.0682759,0.62438947,0.0790986,0.0706952,0.096768096,0.060772665
d31721f9-bfe5-400a-80e6-c408929a817a,please new update,male,"Bogotá, Colombia",2025-02-12,NEGATIVO,3,0.048606835,0.04702795,0.05615307,0.73606664,0.06888254,0.043262947
42fc42f6-786e-4187-9e5d-5519eecf9417,"This App was really nice!😑 Recently i am having trouble with my reels section, suddenly all the reels that am being showed are all from people with 10,20,30....follower and also its not my type of reels.And if at all i find a reel of my kind in explore page..am either not able to scroll at all or if it gets scrolled it shows again those stupid cringe reels😡😡😡😡. Reported so many times,still they didn't fix Really bad experience!",male,"Rabat, Morocco",2023-03-31,NEGATIVO,5,0.024287015,0.21091251,0.2020196,0.23867072,0.034640145,0.28946996
7c10c20c-799c-498d-b5c4-05dfb820844b,बंद करो,male,"Osaka, Japan",2022-03-08,NEGATIVO,2,0.06827547,0.06606178,0.6375656,0.070558846,0.096767254,0.060771063
8c321946-467c-4329-aff5-72b29c1b4d62,I am Ghasem Soleymani,female,"Canberra, Australia",2025-08-31,NEGATIVO,4,0.15470815,0.14969206,0.17874636,0.1598821,0.2192678,0.1377036
1ba295c1-752f-4ad6-b66a-6f92baa34a3a,"I think I will change my rating but,🤔",male,"Alexandria, Egypt",2023-01-07,NEGATIVO,1,0.04890684,0.7311671,0.056514923,0.05056076,0.06931674,0.043533634
211fdb20-e232-43fb-82a1-721359c4b48c,Ads are coming pls help me,male,"La Paz, Bolivia",2024-11-09,NEGATIVO,3,0.048700072,0.047127582,0.0562674,0.7355298,0.06902294,0.043352213
9e04bcaa-3568-4338-8efd-2673492370d6,Bugs everywhere. Cant upload more than one photo without everything bugging out and interrupting the upload/Edit. Had this app for almost 10 years now and never had this much trouble Edit: now I cant see my saved posts...,male,"Arequipa, Peru",2024-09-29,NEGATIVO,1,0.0262499,0.85469383,0.030438922,0.027178617,0.03810681,0.023331916
83390296-11e8-44d6-9374-70552e86223d,app keeps getting shittier,female,"Perth, Australia",2025-06-19,NEGATIVO,3,0.049803622,0.04820517,0.057824336,0.48117572,0.31865108,0.04434007
f669a24b-952f-4ff3-a548-5c28e48d852d,Keeps crashing,male,"Jacksonville, United States",2024-04-11,NEGATIVO,4,0.06827453,0.06606186,0.07888311,0.07055782,0.65544987,0.060772803
83f3ef75-3f41-4644-b56f-0bfaa0ea61fb,Are you kidding me was with all the bots following why not a human can follow me so annoying,male,"Cali, Colombia",2024-11-10,NEGATIVO,5,0.044692997,0.042855807,0.05115573,0.045831997,0.0627449,0.75271857
f38e7733-2354-4526-b859-84653eb3dd68,After i hold pressing on a message to react on it It do react But then the chat page is clear I need to leave the chat and re-enter it to be normal💀,male,"Casablanca, Morocco",2023-01-08,NEGATIVO,3,0.041322634,0.039982293,0.04776116,0.66457605,0.1695742,0.03678371
13247c60-9c20-4d3c-b5ae-2c544a488f2d,=î]]]û] {S]]iiiii>I>iii>>î >>ईआईआईईई>>>iii उज्ज S#gg&अयझ्छ,male,"Jakarta, Indonesia",2022-08-30,NEGATIVO,4,0.15470815,0.14969206,0.17874636,0.1598821,0.2192678,0.1377036
5adbb4c0-25c5-4bac-9626-94260185a79c,Need some improvement.,female,"Canberra, Australia",2025-07-10,NEGATIVO,4,0.068276055,0.06606085,0.078916624,0.07055813,0.6554147,0.06077365
cedd6012-b509-40dc-bc3c-41027abc63b8,My account isnt opening why instagram???,male,"Accra, Ghana",2023-05-21,NEGATIVO,3,0.050388273,0.048697885,0.05812499,0.7262544,0.07176295,0.044771485
e29120ac-3281-4ce1-b060-7e7540852366,"Too many issues with the reels. Every time i try to post it with a problem- it gets posted upside down, or captions get stuck, the filters dont apply. And need to log out, delete, reinstall and log in again every time for this issue to resolve. Please check into this issue.",female,"Hobart, Australia",2025-11-02,NEGATIVO,0,0.86479014,0.023434242,0.027976658,0.025095971,0.03717708,0.021525968
453e832e-2c32-4a78-bffe-6034893b5cf8,"It does well for a while. But at some point, it starts failing to refresh my feed.",male,"San Diego, United States",2024-06-17,NEGATIVO,5,0.04385964,0.042446222,0.0506655,0.045342624,0.06215195,0.75553405
52248195-2d63-4592-8e16-456beda9a832,"Super, but too much censoring",male,"San Antonio, United States",2024-04-08,NEGATIVO,1,0.04926467,0.72938603,0.05683355,0.051003873,0.069718175,0.043793757
8782bef7-9aa6-4623-bc5e-f53bf4e43867,"Ok, but censored",male,"Marseille, France",2021-12-14,NEGATIVO,2,0.37147734,0.053652637,0.38961828,0.057305016,0.07859102,0.049355663
d7a15d04-cfa1-4248-b97a-a6b23caf5040,Good experience,female,"Brisbane, Australia",2025-10-07,NEGATIVO,1,0.31977874,0.42665717,0.06487263,0.057841096,0.08107622,0.049774233
eec81246-f2a5-4cfc-a6ca-643a4cd3b176,Everytime I updated this app getting worst and updates come everyday Why you guys fix all issues in monthly update,male,"Lusaka, Zambia",2023-06-26,NEGATIVO,3,0.03551277,0.03434689,0.041188546,0.8060962,0.051282518,0.0315731
9b9c475b-073a-403e-b00a-91ad14323f3f,Too many videos instead of photos.,male,"Dallas, United States",2024-01-27,NEGATIVO,1,0.044438127,0.75607485,0.051216017,0.045978505,0.06282709,0.03946536
f9335b7c-660a-4c98-a854-ff0ae115914a,Censorship. Another platform censoring people in controlling the narrative.,male,"Lagos, Nigeria",2023-04-17,NEGATIVO,5,0.044030044,0.04252637,0.050717436,0.045370225,0.06221545,0.7551405
a7e520cd-1ee9-4f41-8567-72d69386978e,No notification,male,"Bali, Indonesia",2022-07-06,NEGATIVO,1,0.0682753,0.6247442,0.07888384,0.0705587,0.09676708,0.06077086
ac48893a-c18e-4543-91c9-9649e2aef8b5,Reply progalm ha,female,"Hobart, Australia",2025-07-22,NEGATIVO,3,0.06827512,0.066061325,0.07888382,0.6292426,0.09676645,0.06077063
185e177e-7480-4270-94a2-2b151627b2cd,Df,male,"Philadelphia, United States",2024-01-19,NEGATIVO,4,0.15470815,0.14969206,0.17874636,0.1598821,0.2192678,0.1377036
340a2f30-fbf1-41e9-804e-298fd8423f20,My Instagram not working,male,"Athens, Greece",2021-06-10,NEGATIVO,3,0.0557604,0.05394892,0.06438988,0.69732606,0.078977965,0.049596705
5a475f14-1ffc-4d56-bf7d-ba293e160326,"Cant hear stories if volume button doesnt work. Also cant disable vibration notifications. If someone send and image, i have to go out of the chat and open again so i can answer. Translation option isnt available in all chats.",male,"Mexico City, Mexico",2024-03-31,NEGATIVO,1,0.026668865,0.46063918,0.030752497,0.42052284,0.0377184,0.023698151
cf8506ca-96e2-4e5b-93c2-b0e94b12a179,Not good,male,"Dakar, Senegal",2022-12-02,NEGATIVO,1,0.068274386,0.6247415,0.078882776,0.07056444,0.09676544,0.06077143
e3e3691b-342e-41d2-8d4b-2914ba6fe94b,This Instagram account is not immediately updating it's messaging option.Its not working that fast.i am so irritated,male,"Denver, United States",2023-11-02,NEGATIVO,1,0.044981364,0.7526705,0.051916245,0.046607573,0.063839875,0.039984465
eb53d196-2ca8-4db3-b20f-37a40e1bde17,Pata nhi mere pass insta kyun nhi aara acha khasa aarah tha lakin email I'd Maro bola lakin nhi aara pata nhi kyu. Meri id open he nhi hora he hai,female,"Canberra, Australia",2025-06-23,NEGATIVO,1,0.041673042,0.7708132,0.0481509,0.04320671,0.059057355,0.03709879
55d0934a-25e2-40c2-9f2a-cbf02b71a661,Disgusting,male,"Marrakesh, Morocco",2023-01-22,NEGATIVO,4,0.15470815,0.14969206,0.17874636,0.1598821,0.2192678,0.1377036
eefdda64-97be-45ba-94a9-6f321d54e2d8,Bug issues,female,"Port Moresby, Papua New Guinea",2025-07-31,NEGATIVO,0,0.6946865,0.053895608,0.064487025,0.057556942,0.07981577,0.0495583
f3c13b32-8af2-4236-95f3-9cd3d69bcc56,Censoring sucks,male,"Tijuana, Mexico",2024-04-11,NEGATIVO,5,0.05544704,0.053796925,0.064060345,0.05730784,0.078583054,0.69080484
117c8de7-beb8-4811-a62f-bb427949e20f,Why see reels problem,male,"Dublin, Ireland",2021-07-01,NEGATIVO,0,0.72669977,0.04798552,0.057859436,0.051369995,0.0719684,0.044116933
45dade47-3177-4304-a3d8-40ac2add79d0,Less reels and entertainment but more and more ads and commercials... Beginning hate this app now,female,"Wellington, New Zealand",2025-09-04,NEGATIVO,3,0.042163137,0.040694352,0.04871661,0.77107257,0.05992835,0.037424956
f9b1aada-5f6a-45a0-9c76-58567bc706b0,This app shows couldn't refresh,male,"Bogotá, Colombia",2024-08-01,NEGATIVO,5,0.04555573,0.044047017,0.053200033,0.047128133,0.065505244,0.7445639
