reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4
e1e97217-a55b-44e2-b408-9ecf89b7778a,Its bug😭,male,"Lusaka, Zambia",2022-09-27,POSITIVO,4,0.051568817,0.074721515,0.09109293,0.070732415,0.7118843
47c513a8-edc9-438a-bb7c-8bbacceba308,Like,male,"Austin, United States",2023-06-16,POSITIVO,2,0.08212833,0.12006869,0.60650706,0.116414264,0.07488161
c634cfb9-992a-4d77-a625-c8f83889f125,Is soooooo happpy for me and sol 0 .,female,"Lima, Peru",2023-11-12,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
ebaede50-4ac7-4363-aee5-eec1b1f8332f,Good,male,"Mombasa, Kenya",2022-06-27,POSITIVO,2,0.0821288,0.117571406,0.6092747,0.11614557,0.07487953
c6ec0d00-af0b-43f1-b6e2-17c2836c5563,"e, see www ewweeeeew wwewe, www dzdddw do so see d DD eddddedz dli sex dewe5e www3 wew www 4ee we ew3 Er ft h de St 55Z 4e ex EZ EZ EZ ee wwww deeeeeeeew",male,"Brussels, Belgium",2021-10-06,POSITIVO,1,0.06492637,0.66541857,0.11863458,0.09182502,0.059195504
e7e4dc52-a92b-44f6-8d05-1b7c2e2e9f3d,Nice qpps that's it,male,"Taipei, Taiwan",2022-03-20,POSITIVO,1,0.0821273,0.57681036,0.15003514,0.11614561,0.07488159
e61cc3d5-4af4-48e4-b15f-637a7128c1b8,saya kaya mag tiktok all the time kaya ni rate q to kasi anggaling ng apps na to nawiwili tlga aq hehehe,male,"Prague, Czech Republic",2021-12-13,POSITIVO,4,0.042162936,0.058911253,0.12351535,0.057115596,0.7182949
7c80860c-0e6f-4e8d-8ec8-37a86000d8af,jamaila,male,"Marrakesh, Morocco",2022-09-22,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
ea6c6cb2-2e5a-4c1c-8ac9-15aed1e57c56,❤️❤️,male,"Edinburgh, United Kingdom",2021-09-09,POSITIVO,1,0.057351798,0.7058515,0.104164906,0.08063568,0.051996056
fd3e8d70-c988-493a-9870-bd22643e5705,Good,male,"Brasília, Brazil",2023-09-07,POSITIVO,2,0.08212881,0.11757142,0.60927474,0.11614559,0.074879535
c3a1809a-8709-48bd-9f52-c7ba62382dce,Na enjoy ako sa pag te tiktok ko,male,"Toronto, Canada",2023-03-07,POSITIVO,4,0.045413967,0.0665313,0.08333418,0.14159586,0.6631247
9a44b23c-9c8b-4445-a4aa-fe64d74176ae,tiktok pls give me back my repost button permanently i miss it alot or in other way of words stop taking my repost priviliges and giving it back to me after a few hours thanks!,female,"Rio de Janeiro, Brazil",2023-10-04,POSITIVO,4,0.036628578,0.2582611,0.06466448,0.050950963,0.5894949
0f21c11a-1ed9-43e0-bf6b-4757d430ee3c,l... Love IT,female,"Christchurch, New Zealand",2024-02-21,POSITIVO,0,0.53884524,0.12009338,0.15003572,0.11614596,0.0748797
7b864b5a-2b85-4f8d-9661-82f0e5c77a8a,My xperience is happy to family but I'm sad..for now,female,"Gold Coast, Australia",2024-01-26,POSITIVO,2,0.2241618,0.09062854,0.5401645,0.088105924,0.05693924
2088dd78-c2a4-420a-85de-a8c95b5babf6,So good 😁,male,"Alexandria, Egypt",2022-06-02,POSITIVO,0,0.694994,0.0651899,0.13387534,0.06441901,0.041521747
c1529fa1-9ecc-4ef1-820d-15c37b47ac28,👍,male,"Brussels, Belgium",2021-12-08,POSITIVO,3,0.08244822,0.11874531,0.15003917,0.57388693,0.07488028
676436c9-2aca-4ade-8407-45847976f42b,Good but it's kinda laggy sometimes.,male,"Alexandria, Egypt",2022-08-20,POSITIVO,2,0.060198355,0.08320877,0.72145575,0.082175545,0.052961614
20dd2fba-f921-48d7-a126-c16aab43e091,good,female,"Perth, Australia",2024-01-01,POSITIVO,2,0.0821288,0.11757142,0.60927474,0.11614559,0.074879535
0f5b3721-bf0a-406e-a069-0c331c2898d4,Nice app,female,"Melbourne, Australia",2024-01-15,POSITIVO,1,0.06295277,0.39284766,0.116601184,0.089811035,0.33778742
0bc2a605-035c-41be-aa00-e4fbee32a948,I like this !! <3,male,"Denver, United States",2023-04-27,POSITIVO,2,0.08212833,0.12006634,0.6065095,0.11641425,0.07488161
709af63d-33b2-49ec-ab41-0477aae9e505,Tik Tok Zaw,male,"Windhoek, Namibia",2022-08-03,POSITIVO,1,0.06146512,0.6832777,0.11229103,0.0869255,0.056040637
385579f2-d3af-4c53-9e50-b3ff28fefda9,The most amazing app for Android phone,male,"Tijuana, Mexico",2023-03-22,POSITIVO,2,0.053815696,0.08070962,0.7390356,0.0766648,0.049774352
5160661d-ce72-4dcb-a7e5-c02f2f3aa323,please add the search feature on saved collections🥺,male,"Ho Chi Minh City, Vietnam",2022-04-14,POSITIVO,2,0.050600324,0.07549394,0.54003274,0.06529954,0.26857346
efebad32-7e2e-449e-89ea-c844f34cfc3b,Like this,male,"Madrid, Spain",2021-12-01,POSITIVO,2,0.08212833,0.12006947,0.6065063,0.116414264,0.07488161
d1d34988-17c0-4e54-b7b9-51cfe5a22e0e,great,male,"Geneva, Switzerland",2021-09-01,POSITIVO,3,0.08212851,0.11757291,0.1500371,0.57538134,0.07488003
a6025e09-69ed-4dbe-ab62-2145b68f6176,Hi Tiktok! This was a great app ! But could you add dark mode for Android? That will make me happy. Thank you ! <33,male,"Vienna, Austria",2021-09-10,POSITIVO,4,0.09831299,0.12249989,0.065180756,0.119004324,0.59500206
2802de26-646c-4191-9cf1-2c9f3fae7127,Ok,female,"Melbourne, Australia",2024-02-23,POSITIVO,3,0.08212764,0.117572986,0.1500365,0.57538307,0.07487983
c2edb000-8d2a-4c99-8236-7eb22622e5c3,"This is way better, but it's a great place for short videos and stuff!",male,"San Antonio, United States",2023-03-11,POSITIVO,3,0.04972592,0.12058045,0.09287349,0.6914944,0.0453257
abf0bad0-ed5a-4cb4-823d-20ae9b13b22a,Nice,male,"Nairobi, Kenya",2022-09-11,POSITIVO,1,0.0821273,0.57681036,0.15003514,0.11614561,0.07488159
1678a86b-82f3-4bd0-94ae-c6a851c2ac87,So wonderfull,female,"Arequipa, Peru",2023-11-11,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
8770f987-7a1c-4b19-bd79-7ede183ca323,It's good and entertaining app,male,"Houston, United States",2023-03-20,POSITIVO,1,0.059424423,0.41982424,0.3821895,0.08443052,0.054131337
4ed862ee-c6ef-438f-bac8-4ab758b325d8,Just updated and now I can't open it anymore.,male,"Hamburg, Germany",2021-12-27,POSITIVO,3,0.22490412,0.09289615,0.11275336,0.51321906,0.05622732
f126f1c1-b402-4f5e-92cd-7c17f4526d04,good,male,"Los Angeles, United States",2023-07-18,POSITIVO,2,0.08212881,0.11757142,0.60927474,0.11614559,0.074879535
b0d7ad7c-3e4d-4667-b841-1776f88fa550,Add some dark mod,male,"Accra, Ghana",2022-10-27,POSITIVO,4,0.062108606,0.08892555,0.118648954,0.08923059,0.6410863
700864db-1511-474c-aab6-e31016c8273d,វាធើ្វអោយញុមសប្បាយដែលតើពេលមានវាហើយក៏ធើ្វអោយញុមមានសង្សារដែលបានស្គាល់ក្នុងTik Tokឡូយដែលតើមិចថាអត់ប្រយោជន៍ហើយឡូយទៀតមានអីល្អតើតែវាសុីលុយហា៎ហើយឡើយច្រើនទៀតអស់លុយច្រើនទៀតស្អប់វាណាស់តែសប្បាយដែល🤨🤗😏,male,"Monterrey, Mexico",2023-04-30,POSITIVO,0,0.75352925,0.06329286,0.08056641,0.0623973,0.040214173
cbcb5e75-0fee-4f42-b435-208822a3ee12,Nice apps,female,"Nadi, Fiji",2024-04-10,POSITIVO,2,0.06269783,0.23298785,0.5589424,0.08838759,0.056984335
14f61a19-660b-43b5-88c3-cd7fe867c7e1,Dont change my fyp,male,"Manchester, United Kingdom",2021-09-29,POSITIVO,2,0.061549064,0.08812478,0.7071594,0.087049834,0.056116883
b9b86ea1-148e-49ff-8f59-d64dc3d3c69e,Enjoyng,female,"Brisbane, Australia",2024-03-16,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
165354ea-c0b7-49f4-bbca-d8d03bfe1f77,Mehh,male,"Jeddah, Saudi Arabia",2022-02-09,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
ed370c68-12a4-4f9e-aadf-a3bedaccac7b,This apps is cool but you need wi-fi or something to watch it some video this is like YouTube but it's call tiktok it just a same but it's not same look like,male,"Vienna, Austria",2021-11-21,POSITIVO,2,0.03836827,0.13268976,0.62726045,0.055013258,0.14666821
4c3242d7-2511-4110-bd87-d3d20e5b17f5,i need dark mode on Android 😭,male,"Durban, South Africa",2022-07-06,POSITIVO,4,0.0406543,0.057640802,0.07452629,0.05700918,0.7701695
bc94b317-7afe-443a-a1a7-70475c109ba6,"It's a good app, but, the problem is, I can't follow back people, which I'm losing followers because of it, please fix this problem, I'd be really happy if you do, and it's not even ""following too fast"", even though I'm not following too fast, I still can't follow, please fix ! Hope you see this ! <3",female,"Montevideo, Uruguay",2023-10-28,POSITIVO,1,0.12473502,0.37023345,0.10979516,0.21922228,0.17601405
4d9db7eb-90f4-436e-bbe8-8d5cfc324923,It's good but sometimes it have some bugs and lags so can you fix it?,male,"Nairobi, Kenya",2022-06-19,POSITIVO,0,0.6551577,0.07528575,0.15085442,0.072137386,0.046564825
07c3b736-f4d9-4a65-bcf8-edc4e6653187,About dancing,male,"Prague, Czech Republic",2021-09-29,POSITIVO,1,0.08213367,0.5767572,0.150065,0.11615944,0.07488469
0344e444-3c3f-4f78-b4ba-2e7a3a03016b,ok lng,male,"Lima, Peru",2023-09-03,POSITIVO,3,0.070011586,0.10023393,0.1279152,0.63800645,0.06383278
ea1c837e-0120-4ce4-aaf6-8010960c2aaa,Perfect,male,"San Diego, United States",2023-05-07,POSITIVO,3,0.08212913,0.117576435,0.15004295,0.57537055,0.074880935
939fbfe6-636d-41c7-bd28-0cabd03cd08d,Sana po ma install ang tiktok ko,male,"Guayaquil, Ecuador",2023-09-03,POSITIVO,4,0.045440964,0.18037045,0.18120135,0.16662414,0.42636308
0848103f-8c79-4b3e-94ce-049326ee5f1b,This is I love best,male,"Valparaíso, Chile",2023-09-12,POSITIVO,1,0.07269174,0.63973105,0.12619272,0.09840567,0.06297879
f91dcee2-33fc-4341-8164-675583fb51be,"The app is good but when i want to update it, it always gets stuck on 98%",female,"Melbourne, Australia",2024-03-20,POSITIVO,2,0.17411882,0.3387046,0.3747757,0.06829188,0.044109
efd57e30-72d5-4100-9fc8-36c45817632b,7Jim.9 0,male,"Rabat, Morocco",2022-07-07,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
1b3d7ff5-c4b8-4f32-9609-3cd1172d7b81,"Probably an annoying app, I can't even change my pfp.",female,"Brasília, Brazil",2023-12-07,POSITIVO,2,0.058658645,0.086401775,0.7152302,0.08675221,0.052957125
f7340639-5600-4ebd-9f68-aa56c7c4c59f,I was just angry because of updating,male,"Washington DC, United States",2022-11-09,POSITIVO,0,0.5323476,0.11760973,0.1589781,0.116174206,0.07489036
01151bff-105f-4583-a162-a25fe04300d7,"Listen, im addicted to this app but these week my fyp has been 💩 please help ☹️",male,"San Diego, United States",2022-12-16,POSITIVO,4,0.041878544,0.06749209,0.384129,0.05843051,0.4480698
79eed05f-0366-4145-9020-076ba88159f0,Ganda Ng app Pero anlakas sa MB,male,"Brussels, Belgium",2021-09-18,POSITIVO,0,0.5357943,0.06646237,0.20321384,0.06529586,0.12923366
adc9152c-6092-4363-b807-f694eff7792a,Very good,female,"Perth, Australia",2024-01-23,POSITIVO,2,0.08212878,0.117571406,0.6092747,0.11614557,0.07487953
11f7e902-1fde-4df4-895b-d902726d208d,Very interesting,male,"Cancun, Mexico",2023-05-15,POSITIVO,1,0.08213076,0.57678294,0.15005115,0.116152756,0.07488232
c664df8e-803a-4b6f-8b61-14fdd901d76a,4 star lng po kasi ang probs ko yung ibang apps sa tiktok ayaw gumana,male,"Dar es Salaam, Tanzania",2022-09-07,POSITIVO,4,0.040850148,0.14558588,0.12090256,0.13467345,0.557988
17778132-4516-4728-86ed-8e349dd272e4,Nice,male,"Dublin, Ireland",2021-10-19,POSITIVO,1,0.0821273,0.57681024,0.15003514,0.11614561,0.07488175
12fe3a3d-d0dd-4ad8-874b-c44308994652,Good,male,"Osaka, Japan",2022-04-25,POSITIVO,2,0.082128786,0.117571406,0.6092747,0.11614557,0.07487953
080b3393-216e-492f-bc2f-7cffc2b95c26,This is a very good app to watch,male,"Dakar, Senegal",2022-08-03,POSITIVO,2,0.05497284,0.27203313,0.31449375,0.30842328,0.050077055
bd71f351-575f-41ac-b004-da6b2e7f1a2a,Plsss unbannned my account please!!,male,"New York, United States",2023-05-17,POSITIVO,4,0.351236,0.09461714,0.11336039,0.087715425,0.3530711
fc2d2147-e945-47fe-a0b3-6fd40387a41d,"I don't like the way that I only search sound, hashtags and users, please get the app back to normal",female,"Asunción, Paraguay",2023-11-04,POSITIVO,1,0.044239387,0.76785517,0.08444567,0.062305767,0.041154098
ccfbd752-d876-4bce-b430-578098f7b2dd,It's good but data was very very fast Finnish so I will give only 4 star about this time,male,"Addis Ababa, Ethiopia",2022-08-20,POSITIVO,4,0.25981373,0.068670526,0.25482234,0.06762679,0.34906662
96b63aaa-7771-47c3-ab0b-63514248acd8,it's a nice app,male,"Johannesburg, South Africa",2022-06-07,POSITIVO,1,0.0629528,0.39283934,0.11660387,0.08981113,0.33779287
8c5e24ac-61a6-4d91-b512-69adcce4bb6b,Nyc,male,"Valencia, Spain",2021-09-28,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
fa732b53-a428-4fcf-bd4e-41f9ef76e387,Ok,female,"Melbourne, Australia",2024-01-04,POSITIVO,3,0.08212763,0.11757298,0.15003648,0.5753831,0.074879825
e5aa0576-b873-44a3-8a4e-0f7d814aa2f8,Ok,male,"Tokyo, Japan",2022-03-16,POSITIVO,3,0.08212764,0.117572986,0.1500365,0.57538307,0.07487983
2b596f38-2b2b-4b35-b02b-1b8fe2fc37c7,Good,female,"Caracas, Venezuela",2023-11-09,POSITIVO,2,0.08212879,0.117571406,0.6092747,0.11614557,0.07487953
e81a36ef-2dc0-403c-88b3-fb364947825b,Shadowban problem,male,"Chicago, United States",2023-07-20,POSITIVO,1,0.082132265,0.57447296,0.15005858,0.11823511,0.075101025
19289c07-ebe2-4b21-a479-9a02ae6b4269,Super nice to be dance so thank you tiktok☺️☺️☺️😘😘😘😍😍,male,"Addis Ababa, Ethiopia",2022-07-25,POSITIVO,0,0.49945396,0.08076575,0.060440216,0.32851532,0.030824792
de0b3820-1371-46ae-a00d-a5f25570d115,Ok,male,"Jeddah, Saudi Arabia",2022-03-23,POSITIVO,3,0.08212763,0.11757298,0.15003648,0.57538307,0.074879825
498b0186-ee51-483e-801a-c912cea743fc,Good,male,"Helsinki, Finland",2021-12-15,POSITIVO,2,0.0821288,0.117571406,0.6092747,0.11614557,0.07487953
d31cd8d5-56df-40d6-8257-ae7367917f38,Its so good,male,"Singapore, Singapore",2022-02-28,POSITIVO,2,0.082128786,0.117571406,0.6092747,0.11614557,0.07487953
2b05aa7c-2052-44ef-a3f8-250d4a2bf29d,Satisfy,female,"Guayaquil, Ecuador",2023-10-04,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
7486e712-690b-41c4-95ff-84fa810e0703,Good,female,"Port Moresby, Papua New Guinea",2024-04-17,POSITIVO,2,0.082128815,0.11757142,0.60927474,0.11614559,0.074879535
42b4ad81-cc3c-48a6-a69b-9aec1dee9b22,Knowledge is power!😜,male,"San Diego, United States",2023-06-02,POSITIVO,0,0.342936,0.07170649,0.22102128,0.31863946,0.04569673
