reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4,prob_topico_5,prob_topico_6
45e805a9-c496-43fd-874f-aba62078a617,Good,male,"Berlin, Germany",2014-01-19,POSITIVO,4,0.09052667,0.07368629,0.051646546,0.05624791,0.57339156,0.06968319,0.08481782
f54cbfad-12d6-41e8-a4d4-96fe90b3b1b8,good,male,"Alexandria, Egypt",2015-06-28,POSITIVO,4,0.09052668,0.07368629,0.051646642,0.05624791,0.5733915,0.06968319,0.08481782
f522dceb-651d-4c3f-b0b9-7c020d1c481e,Nice,male,"Cape Town, South Africa",2014-12-16,POSITIVO,0,0.57898253,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
8e42592a-93fc-499a-af3e-ce97e704b699,I love this ❤️ app. But need to upgrade at some points especially while recording reels.,male,"Beijing, China",2014-06-04,POSITIVO,1,0.20433861,0.5809571,0.025150787,0.02739669,0.086873285,0.03396572,0.041317772
eb9ef6c6-22e4-4b22-b5ed-85608d989584,Good,female,"Gold Coast, Australia",2017-08-29,POSITIVO,4,0.09052668,0.07368629,0.05164664,0.05624791,0.57339156,0.06968319,0.08481782
0c415be7-5356-4db0-8d77-d9bb0806be29,Exlent,male,"Córdoba, Argentina",2016-07-31,POSITIVO,0,0.17696273,0.14404765,0.1009435,0.109956756,0.16605866,0.13622218,0.16580857
2e9b1191-2e6d-4963-bf65-3c6d81c67ebe,"Instagram pr jo slide krke reply dene ka option hota h , isme nii h 😔",male,"Seattle, United States",2016-03-01,POSITIVO,4,0.046970256,0.039162256,0.02665848,0.029089658,0.77833027,0.03601148,0.04377755
65a6d928-113e-4323-9d93-96188b86b5d1,good,male,"Quito, Ecuador",2016-11-03,POSITIVO,4,0.09052667,0.07368629,0.051646557,0.05624791,0.57339156,0.06968319,0.08481782
86e8b2db-799f-4744-bd26-c5a34d93a721,Nice,male,"Toronto, Canada",2015-11-27,POSITIVO,0,0.57898253,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
29e380a0-3334-4f49-b080-10bfd9fb75a5,Nice,male,"Fortaleza, Brazil",2016-08-18,POSITIVO,0,0.5789825,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
56670698-cea8-469c-a606-02edd7b4db7c,8hz,female,"Suva, Fiji",2017-09-06,POSITIVO,0,0.17696273,0.14404765,0.1009435,0.109956756,0.16605866,0.13622218,0.16580857
2fc3425c-1f92-4680-9319-1b8f1f688863,"Overall ok, has dump errors..",female,"Auckland, New Zealand",2017-05-16,POSITIVO,1,0.06814279,0.33628133,0.038869254,0.22391321,0.06394343,0.052962627,0.2158874
92ba1a49-ad61-4d7a-a18c-6e420fa32404,"I love the way the app is adapting and integrating with the newest social media trends, and making content creation accessible for inspiring creators. I've watched people absolutely skyrocket in growth with their careers since the reels program began. As they are integrating this feature, certain aspects are frustratingly buggy. Other than that, instagram is still an enjoyable app which inspires me, and keeps me up to date with my friend's successes and joys.",male,"Lahore, Pakistan",2014-03-12,POSITIVO,0,0.5872634,0.028629651,0.01989443,0.021675868,0.033060562,0.027313054,0.282163
ea663f0b-e8e9-49a8-8c9e-52d850416ff2,I just to give u 4 stars,male,"Kuala Lumpur, Malaysia",2014-08-19,POSITIVO,1,0.06695822,0.675669,0.038195156,0.041678425,0.06319128,0.051570214,0.0627378
8e6f387c-9b0b-4624-9219-e23690aa38a9,Good,male,"Frankfurt, Germany",2013-10-03,POSITIVO,4,0.09052667,0.07368629,0.051646538,0.05624791,0.5733916,0.06968319,0.08481782
0ccd1dc4-911c-4952-b7c2-26396d142c37,very good but picture quality improve,female,"Wellington, New Zealand",2017-11-25,POSITIVO,2,0.06272276,0.052315854,0.6798505,0.03893683,0.059221614,0.04823777,0.058714684
6f84fb3d-9a10-43af-b4a6-aa873c0c5c4d,dont know muchaboutit,male,"Ho Chi Minh City, Vietnam",2014-07-05,POSITIVO,1,0.075388096,0.63535565,0.043002844,0.046842575,0.07074272,0.05803193,0.070636116
c1273dd9-83c7-4bdb-9d36-9b811798e6f4,"i really like Instagram, but it does not work for me a lot, i get these pop ups constantly saying that something isn't working and they're sending a thing to Instagram about it, but it still always happens. but i like Instagram.",male,"Philadelphia, United States",2016-06-12,POSITIVO,1,0.042540584,0.47768798,0.023073735,0.07260426,0.038294744,0.3075238,0.03827489
3f932d59-d739-4f8c-b1c0-f8f6e470d79a,Instagram stuck so many time and i didn't post anything because of it What can i do tell me,male,"Stockholm, Sweden",2013-11-02,POSITIVO,4,0.049115628,0.04013488,0.027751543,0.030195476,0.76974475,0.03752573,0.045531962
37e995e3-6fc8-4dbb-a57d-dd199c343f66,"Sad rzt5 but,,ź",male,"Karachi, Pakistan",2014-05-23,POSITIVO,0,0.5789274,0.07369598,0.05164331,0.056254562,0.08495732,0.069692254,0.084829174
65f022ab-88e2-4c69-9440-fc1feda3c14e,Abit buggy i can't choose a specific message to reply to and sometimes it says unable to reload,male,"Chicago, United States",2015-09-23,POSITIVO,5,0.06118032,0.050496258,0.034885425,0.038005047,0.05752838,0.70043325,0.057471372
eb600b1e-154f-4511-9b5b-77112ec4fde8,Awesome app,male,"Hamburg, Germany",2013-11-28,POSITIVO,3,0.07181041,0.05662067,0.039574184,0.64830303,0.065149136,0.053440217,0.06510233
09ccd889-024c-4931-886d-507f2a76d3c7,"Great, except now there are too many ads . So i change it into 4 stars",male,"Pretoria, South Africa",2015-03-17,POSITIVO,2,0.057499133,0.047348905,0.7057924,0.035964042,0.055484336,0.044153556,0.053757608
7ceb1eb2-9b15-4a9d-9e46-9655c3f58f06,"Its nice to use fecebook and insragram simultaneously..let me know better, it's my second day",male,"Tijuana, Mexico",2015-11-21,POSITIVO,1,0.19092765,0.5504601,0.027848072,0.030323483,0.045810703,0.10786871,0.046761237
0a50c114-062a-4af1-a7de-ac3780b790db,Terrific,male,"Accra, Ghana",2014-12-24,POSITIVO,0,0.17696273,0.14404765,0.1009435,0.109956756,0.16605866,0.13622218,0.16580857
21af0c1c-351a-44d8-a460-816a23536b2e,Nice this app,male,"Mexico City, Mexico",2015-12-20,POSITIVO,0,0.68455654,0.05522631,0.038681567,0.042132713,0.06363994,0.052206915,0.063556075
7d5ebc90-0452-424a-8319-ec869608811a,Very nice,male,"San Jose, United States",2015-11-19,POSITIVO,0,0.5789825,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
3244db56-8dde-4fb5-896f-60cb8bc8d380,Reel editing settings can be improved,male,"Dakar, Senegal",2015-03-19,POSITIVO,1,0.33262563,0.40707454,0.038683258,0.042143397,0.06363733,0.052293118,0.06354278
38d3dffb-06ca-4f87-907b-9e07b35d0327,Good. Satisfying.,male,"Cali, Colombia",2016-08-11,POSITIVO,4,0.09052667,0.07368629,0.05164655,0.05624791,0.5733916,0.06968319,0.08481782
03682393-83a0-4079-ac99-7ac9d4808636,Good,male,"San Antonio, United States",2016-07-12,POSITIVO,4,0.09052668,0.07368629,0.051646642,0.05624791,0.57339156,0.06968319,0.08481782
ce1a04ac-4398-4aee-9033-a63ca80814c1,At 4,male,"Bogotá, Colombia",2016-07-27,POSITIVO,0,0.17696273,0.14404765,0.1009435,0.109956756,0.16605866,0.13622218,0.16580857
882b8b49-de7d-4712-b6cf-12daba75c243,It performs very well,male,"San Francisco, United States",2015-12-30,POSITIVO,5,0.09052432,0.073686756,0.051642407,0.056247737,0.08494638,0.5581339,0.084818445
9f994e50-1ac2-428b-abb5-10ebd04b4a85,Good,male,"Lusaka, Zambia",2015-01-24,POSITIVO,4,0.09052667,0.07368629,0.051646598,0.05624791,0.57339156,0.06968319,0.08481782
836a5c59-5b7d-44e9-99d2-8b7ff90fa774,Bhot bhari💥😈,male,"Phoenix, United States",2016-03-25,POSITIVO,3,0.051660523,0.042086076,0.029464621,0.5467358,0.24191268,0.039754268,0.04838599
fed256c0-545e-4da0-acb2-2554dbc143bf,Reels not working. My reels are getting stuck. Can't scroll down to other reels since past a day. Update instagram also.,female,"Canberra, Australia",2017-09-15,POSITIVO,0,0.7959615,0.035425503,0.024214204,0.026418999,0.04444356,0.03380267,0.039733447
ac8f96a7-9151-435a-a374-320dd62179f3,😁,male,"Vancouver, Canada",2016-02-27,POSITIVO,4,0.05102472,0.041534048,0.029105568,0.03170464,0.75954485,0.039277673,0.047808502
2ab86c0e-8769-4165-94c2-90c96da1a87b,Nice to use,female,"Suva, Fiji",2017-11-27,POSITIVO,1,0.18764567,0.5477457,0.039334714,0.042846914,0.064734496,0.053081814,0.06461083
8ddd1ea6-761e-45b1-8586-42bab25f13d4,Ranjan sing official,male,"Kumasi, Ghana",2015-06-12,POSITIVO,0,0.5789204,0.073697194,0.05164413,0.056255464,0.08495875,0.06969337,0.08483059
d8b6ce8b-a626-4547-9c66-d2b290c8aaa4,Nice,male,"Valparaíso, Chile",2016-10-22,POSITIVO,0,0.57898253,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
6e4fcfc3-0094-4554-a629-c11289aa1785,Nise so Base happy,male,"Stockholm, Sweden",2013-08-07,POSITIVO,2,0.07570401,0.0615856,0.6155118,0.047010478,0.07105895,0.058239907,0.0708892
c6f024e1-3d7a-4c6f-9916-170f0730b487,Very use full,male,"Medellín, Colombia",2016-12-03,POSITIVO,1,0.06719254,0.6750499,0.03832287,0.041738182,0.06304931,0.051708244,0.06293898
2f6a60ad-b2e0-4b71-b06c-146d077ad304,"Ничего не загружается, но интернет работает хорошо, исправьте ошибку",male,"Vancouver, Canada",2015-10-19,POSITIVO,0,0.17696273,0.14404765,0.1009435,0.109956756,0.16605866,0.13622218,0.16580857
8e9549ba-086b-4271-9fdc-8259bc74ce1b,Nice,male,"Dublin, Ireland",2013-06-14,POSITIVO,0,0.5789825,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
4ee8c88f-ee18-4c20-a5af-8a75b33ec0fb,"I like it but, they don't have a real person to answer your questions, concerns or very good help recovering your password. If you forgot your password you better open another account!",male,"Tokyo, Japan",2014-09-11,POSITIVO,2,0.048713453,0.039453097,0.44451472,0.029771356,0.19019741,0.037226334,0.21012358
339ddeba-b148-479a-951d-c7f7f6685a54,Nice,male,"Mexico City, Mexico",2015-11-15,POSITIVO,0,0.5789825,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
27b4b031-da52-4942-ab20-e2451ffb9afb,Good app. But please give an option to edit and modify the comment,male,"Brasília, Brazil",2016-12-08,POSITIVO,1,0.045858685,0.44710302,0.35706192,0.028437428,0.043269943,0.035382543,0.04288644
d53fa3fa-3443-478f-9f0a-109b00f1c95c,Good,male,"Vienna, Austria",2013-09-02,POSITIVO,4,0.09052668,0.07368629,0.05164668,0.05624791,0.5733915,0.06968319,0.08481782
a411dc7f-3385-464a-9aa2-95555b21ad62,nyc 🥰,male,"New York, United States",2015-12-09,POSITIVO,4,0.2307179,0.044166252,0.03087552,0.033632684,0.56822616,0.041665986,0.05071556
5e5d27b4-9e8d-432f-9ed4-f0bc5851ba2d,Nice,female,"Montevideo, Uruguay",2017-02-02,POSITIVO,0,0.57898253,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
809a6674-b00e-4bc9-bade-6a84c8c1ef89,Very nice,male,"Seattle, United States",2016-05-25,POSITIVO,0,0.5789825,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
0ce61e8f-f831-49e0-91f3-75a969b49588,Enjoyable,female,"Suva, Fiji",2017-09-07,POSITIVO,6,0.09052478,0.07368711,0.051637296,0.056247998,0.0849468,0.069684,0.573272
8ec688cd-1c63-4cf7-bb3a-aa90db116c08,Instagram not installing,male,"Warsaw, Poland",2013-10-08,POSITIVO,0,0.5782569,0.07397584,0.051646072,0.0562576,0.085361406,0.06968354,0.08481859
2902f84c-22ca-4ba1-9b5b-17532c53dc4f,It's very good,male,"Taipei, Taiwan",2014-09-11,POSITIVO,4,0.09052667,0.07368629,0.051646564,0.05624791,0.5733916,0.06968319,0.08481782
4c926e1d-f52b-4cf6-9b60-e07e4008d6b3,Jajajjsjsjsjsjjdjjdjjdjdkdkdkkdkxjxjxjdjdjdj jjxjdndn njjjjjj jjjjjjjdjnxncjcjcjfjfjkfjfnfnfjr mdmxmckndncncncncncncnjdjxncncnncncnfnfjfjfjfjfjfjjfjfjfjfjfjfjjcncncncncnnc hai tu Hasti h na ho to r46y to Suman and Prince of peace to Suman uncle ku good y I Raj Singh Raj sah Jai shree Ram Jai Ram ji ka hai to wo gana mana kiya tha hdhdhdhdhdhdhhhxbdndjdjdn jxjjdndndnxncncnncncncndndndjdkdkdmmdmdmdmdndndnndndndjdjdjdnjdjdnjdjdjdjdjjfjfjfjdjfkjfjfkfkdjfkkkkkkkkkkkkdkdjdjdjdjfjfjfjfjfjfkdkkdjdjkdfnj,female,"Suva, Fiji",2017-08-18,POSITIVO,3,0.045375567,0.036688566,0.025718192,0.7621451,0.053042497,0.034789525,0.042240538
1e09c328-95bc-40c2-9452-855dbe094e19,Best app,male,"Bogotá, Colombia",2016-12-04,POSITIVO,1,0.069321215,0.6692248,0.03885278,0.042314153,0.06393303,0.052451894,0.06390218
2b492f56-2c59-4a54-a717-b8cded904dfb,It's too useful,male,"San Jose, United States",2016-03-03,POSITIVO,0,0.5789683,0.07368794,0.05163775,0.056252837,0.08494758,0.069685906,0.08481961
564aed9c-de1c-44da-8309-d3b419fbed81,I lost my husband two months ago and we were both dog lovers so receiving my fur baby Hunter has given me so much joy in just a day it can only get better. Thank you so much Cory and Sheri for easing some of the pain .,female,"Lima, Peru",2017-03-27,POSITIVO,5,0.31603473,0.038079638,0.025613954,0.02790869,0.15128681,0.3989614,0.0421148
55a8cad7-13ae-4668-9176-87e7f5bf008f,Global community meet at same time in this application,female,"Hobart, Australia",2017-07-10,POSITIVO,1,0.06708268,0.3018285,0.22604243,0.041682623,0.06359685,0.051904112,0.24786274
23f8257e-4fcf-44c9-9583-f40432cc6db1,Apl Bagus sy suka,female,"Gold Coast, Australia",2017-11-15,POSITIVO,0,0.17696273,0.14404765,0.1009435,0.109956756,0.16605866,0.13622218,0.16580857
2e082689-fb93-4e27-8ca8-6c5ed88388a0,Lovely,female,"Wellington, New Zealand",2017-12-28,POSITIVO,4,0.09052603,0.07368807,0.051637948,0.05624871,0.5733944,0.06968489,0.084819965
68db83d5-e3b7-468a-8f14-c1c16e0e4be7,Nice i like this app❤❤❤,male,"Dublin, Ireland",2014-01-25,POSITIVO,1,0.15716745,0.6502222,0.028580941,0.03113336,0.04714415,0.03866849,0.047083303
83d7a109-69d8-4f8e-9b59-25188f137124,"This app is very good but it can take a habit, please use it carefully byy",male,"Frankfurt, Germany",2013-10-01,POSITIVO,3,0.052871794,0.22259475,0.029838365,0.50855887,0.09638834,0.040734243,0.049013633
e04be7c1-df8b-41e9-8146-f020a4b7d9a7,There are lots of music aren't available on instagram when i try to post reels... I tried updating my instagram and some music are still aren't available.. please fix this problem,male,"Valencia, Spain",2013-10-06,POSITIVO,1,0.03657101,0.82332206,0.020800654,0.022668062,0.03438925,0.02807982,0.034169164
96d1ddb9-3987-491a-b062-b330dc9570d9,Good experience,male,"Berlin, Germany",2013-06-30,POSITIVO,2,0.069871,0.05661773,0.6426704,0.0432188,0.066160925,0.05395969,0.06750148
7b3ed411-686a-4342-bcf8-b5b7437cb250,ok ok,female,"Brisbane, Australia",2017-11-14,POSITIVO,3,0.09052397,0.07368649,0.05163688,0.54470503,0.084946066,0.069683425,0.084818125
b9fd530a-9548-4f31-9e21-983ad3aa6010,Very entertaining..beautiful people,male,"Warsaw, Poland",2013-11-11,POSITIVO,1,0.066896595,0.34030008,0.038159147,0.04156639,0.062774464,0.20682034,0.24348295
0c7d1d77-585e-49de-a6de-709930a9f877,nice,female,"Auckland, New Zealand",2017-04-11,POSITIVO,0,0.5789825,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
30af4259-376a-4ccd-82f5-bc08da3af203,Nice,male,"São Paulo, Brazil",2016-07-23,POSITIVO,0,0.5789825,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
3ad0b8bb-deb6-4604-8504-e60e014af058,"Just wanted to tell please , let me use effects for godsake",male,"Philadelphia, United States",2015-08-28,POSITIVO,1,0.061564703,0.7022162,0.035109535,0.03828963,0.057768855,0.04738008,0.05767097
06067cae-8033-4011-b615-cf541dfb3e9b,nice,male,"Kumasi, Ghana",2015-01-05,POSITIVO,0,0.5789825,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
e96dda12-f2d9-4cca-aa29-85bc5e9b1a31,Its rly nice for m to use insta i just love it,male,"Marrakesh, Morocco",2015-01-17,POSITIVO,1,0.26386625,0.38041523,0.03313702,0.036106512,0.1873909,0.044689484,0.05439471
684d95d8-4a60-4dc7-a2f3-9efef4d3fc49,Aswoom app hai,male,"Jerusalem, Israel",2014-08-03,POSITIVO,4,0.07948562,0.056985486,0.03964798,0.04316858,0.66174287,0.053610135,0.065359436
0303e06a-2120-4bf1-818a-e4738b86800f,👍,female,"Gold Coast, Australia",2017-08-04,POSITIVO,3,0.0911573,0.07373346,0.051636867,0.5440229,0.08494796,0.0696834,0.08481811
4a86fd8d-fb46-4133-b312-40e24f164300,A wonderful experience 💗,male,"Santiago, Chile",2016-09-29,POSITIVO,2,0.05776557,0.05073923,0.51960945,0.035820898,0.059475265,0.044472698,0.23211691
1a811909-f5ea-4a98-ae4f-6f007fdfb176,The issue they experienced was fixed. I really enjoy the social networking and experience.,male,"Krakow, Poland",2013-07-19,POSITIVO,1,0.05345683,0.64774424,0.02918378,0.03178009,0.04799499,0.14031214,0.049527902
64575440-8a81-40ba-9d86-5bb7bbc9cbf8,Nice pic/video app you can write up a post and comment. Touch of twitter in the notes but they coukd use more space i think,male,"Dar es Salaam, Tanzania",2015-07-16,POSITIVO,1,0.14533024,0.67884254,0.026123172,0.028454654,0.04298879,0.0353454,0.04291509
83b28293-2a55-418d-9d48-af888ed4f1e7,Sema,male,"Riyadh, Saudi Arabia",2014-09-18,POSITIVO,0,0.17696273,0.14404765,0.1009435,0.109956756,0.16605866,0.13622218,0.16580857
57a5e85c-a561-4c57-8c1e-edf7f4060b15,gulam nabi,male,"Munich, Germany",2013-07-24,POSITIVO,0,0.17696273,0.14404765,0.1009435,0.109956756,0.16605866,0.13622218,0.16580857
0a01bac9-c8a3-4e4c-8b6d-7f89eccffb5f,Nice and easy,female,"Gold Coast, Australia",2017-06-21,POSITIVO,6,0.3047338,0.06228699,0.043644443,0.047541462,0.071798235,0.05889773,0.4110974
f493b0f2-8261-4e57-a748-3ef047bca274,All good,male,"São Paulo, Brazil",2016-12-14,POSITIVO,4,0.09052667,0.07368629,0.051646594,0.05624791,0.57339156,0.06968319,0.08481782
2b10f4bd-2479-49b4-ba8d-c0f6245f0d99,Story and reels direct downloading update plz,male,"Alexandria, Egypt",2014-12-08,POSITIVO,2,0.05739804,0.30561846,0.4502963,0.03546525,0.053579405,0.04417249,0.053470016
fb5275f5-73f8-4b96-9a30-29262a418459,Nice 👍🏿,female,"Rosario, Argentina",2017-01-25,POSITIVO,3,0.09504015,0.13512722,0.027813777,0.6130035,0.0457556,0.037573595,0.045686197
fc87724a-b1d8-414f-8351-9f9f037acb91,Good,male,"Accra, Ghana",2014-11-29,POSITIVO,4,0.09052667,0.07368629,0.05164656,0.05624791,0.57339156,0.06968319,0.08481782
e470909b-dd16-4df6-8082-1ec1ded4295b,Cool app,male,"Taipei, Taiwan",2014-11-01,POSITIVO,6,0.07318733,0.05721259,0.039969847,0.043521486,0.06579257,0.053980615,0.6663355
918a0c18-79a5-4e25-ba64-9f617908ad62,Is amazing and I love it and is fun 🤩,female,"Melbourne, Australia",2017-09-02,POSITIVO,4,0.13837379,0.04372727,0.030564064,0.033339866,0.49473706,0.20888133,0.05037668
a53604ea-f329-4e68-a905-8072c660a3d8,Outstanding,female,"Canberra, Australia",2017-11-22,POSITIVO,0,0.57896274,0.07368979,0.051639114,0.056249984,0.08494998,0.069686495,0.08482197
86a6f5b5-df89-474c-bcc0-66a36f051a42,Supper,male,"Ottawa, Canada",2015-10-27,POSITIVO,0,0.5789655,0.07369397,0.051638093,0.056248866,0.08494819,0.069685094,0.08482021
ee9af827-a820-45c5-b192-4bb55e1e2bbf,"Fabulous for keeping my information in ""On demand "" mode.",female,"Canberra, Australia",2017-10-12,POSITIVO,4,0.06705419,0.054314923,0.24046794,0.24891706,0.27522314,0.051502336,0.0625204
6da69aec-b9d6-4bb6-89e5-32550e44f3ad,I like very much because iam spend more time of insta because it was good to see for more awareness create videos and comedy videos it was good to see more people's and my best friends,female,"Suva, Fiji",2017-06-27,POSITIVO,5,0.04149725,0.2640366,0.1943841,0.024613114,0.03862776,0.27885544,0.15798575
e547ab75-72ce-4859-8b0b-e674bc135c13,One day you will notice what you lost. One day I am going to see what I gained.,male,"Philadelphia, United States",2015-10-18,POSITIVO,0,0.5911159,0.16798365,0.03554597,0.038713936,0.058471233,0.04868168,0.059487615
695187a6-6f89-458c-9940-2e5d0b924947,Very nic app hai 😍😍😍😍😍😍😎😎😻😻😻,male,"Tripoli, Libya",2015-02-18,POSITIVO,4,0.055963904,0.034045905,0.023779161,0.025902105,0.78915197,0.03209204,0.03906482
931eae04-1543-41e8-9c52-e03b2f08823a,Nice app,male,"Rosario, Argentina",2016-09-03,POSITIVO,0,0.68455446,0.055227213,0.038682528,0.042132728,0.063639976,0.052207008,0.06355619
257a0bc5-1814-4a14-a465-932984e0209d,The best app for social media networking ncap,male,"Nairobi, Kenya",2015-07-06,POSITIVO,1,0.39363876,0.4162667,0.028257841,0.030780243,0.04648808,0.038136162,0.04643217
8a040e59-5809-42c2-95fc-8ed063a660af,Kb. Xyb F N .(:🙏➕➕🅰🅰🅰➕➕ 🍀🍀😊😊😊🍀🍀 📖📖🙏🙏🙏📖📖 👿💨 😲😱😂 👗👉 👕👕👕 👠🚧 🚧🚧🚧 Back to school! Good Night 💤🌙 😊 Sweet Dream🎉 🌠🌠🌠🌠🌠🌠🌠 ☁😊☁☁😊☁😁☁ ☁😊☁☁😊☁☁☁🤐🤐 ☁😊😊😊😊☁😊☁ ☁😊☁☁😊☁😊☁ ☁😊☁☁😊☁😊☁😓 Good Night 💤🌙😘😘 😊 Sweet Dre🔥🌱🍯🌱🌱🍯🌱🐝🌱 🌱🍯🌱🌱🍯🌱🌱🌱 🌱🍯🍯🍯🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌼🌱 Hi honey! 🌱🌼 am 🌠🌠🌠🌠🎉🌠🌠🌠💃,male,"Jacksonville, United States",2016-03-12,POSITIVO,4,0.03586823,0.042806465,0.020362524,0.08931528,0.6717646,0.056928962,0.08295397
d279e776-2588-4e76-8e33-59aa700b30ba,"Very entertaining, enjoyable knowledgeable, and hot materials are available on Instagram.. and some vulgar material also here, so every person is very happy to use Instagram...",female,"Christchurch, New Zealand",2017-12-15,POSITIVO,1,0.27004737,0.41924876,0.023685798,0.025750361,0.13755397,0.0321256,0.09158819
afe53110-db19-4487-b284-a73eba4f9971,It's good,male,"Guayaquil, Ecuador",2016-12-18,POSITIVO,4,0.09052667,0.07368629,0.051646598,0.05624791,0.57339156,0.06968319,0.08481782
27b89111-bd38-45d1-a968-6de484dcf2ad,Instagram's a cool and useful site to search and post videos and pictures!,male,"Marrakesh, Morocco",2014-12-15,POSITIVO,1,0.1610738,0.34067246,0.1440806,0.030126188,0.04561967,0.1468563,0.13157102
6ac90d82-191e-4096-93bb-a3abf61b5970,Nice,male,"Krakow, Poland",2013-11-01,POSITIVO,0,0.57898253,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
2bdc6d2c-d2dd-40db-bdaa-dc3d67bd57f1,Ok no problem,male,"Shenzhen, China",2014-04-10,POSITIVO,1,0.07543237,0.36592957,0.043002613,0.3162614,0.07072965,0.058021277,0.0706231
ae342de1-9177-4ec6-8dc0-251e157ec4b8,Good app,male,"Austin, United States",2015-11-02,POSITIVO,2,0.06875811,0.05555446,0.6515807,0.04237239,0.06529873,0.052508086,0.063927546
3827c0b5-9ee5-4491-905b-be0a8d673b00,"Its a nice app, that's all",male,"Dakar, Senegal",2015-05-03,POSITIVO,0,0.6845546,0.055227216,0.038682297,0.042132717,0.06363996,0.052206997,0.06355617
f33a7176-64a7-45d6-896b-34abb587773d,Super,female,"Lima, Peru",2017-02-01,POSITIVO,6,0.09052406,0.07368642,0.051636834,0.05624749,0.08494599,0.069683366,0.57327586
824a4ce4-8214-4f5c-9acb-de5514add91a,Very nice,female,"Adelaide, Australia",2017-09-10,POSITIVO,0,0.5789825,0.073686495,0.051636696,0.056247342,0.08494598,0.06968317,0.08481782
