reviewId,content,score,gender,location,date
185e177e-7480-4270-94a2-2b151627b2cd,Df,1,male,"Philadelphia, United States",2024-01-19
340a2f30-fbf1-41e9-804e-298fd8423f20,My Instagram not working,1,male,"Athens, Greece",2021-06-10
5a475f14-1ffc-4d56-bf7d-ba293e160326,"Cant hear stories if volume button doesnt work. Also cant disable vibration notifications. If someone send and image, i have to go out of the chat and open again so i can answer. Translation option isnt available in all chats.",1,male,"Mexico City, Mexico",2024-03-31
cf8506ca-96e2-4e5b-93c2-b0e94b12a179,Not good,1,male,"Dakar, Senegal",2022-12-02
e3e3691b-342e-41d2-8d4b-2914ba6fe94b,This Instagram account is not immediately updating it's messaging option.Its not working that fast.i am so irritated,1,male,"Denver, United States",2023-11-02
eb53d196-2ca8-4db3-b20f-37a40e1bde17,Pata nhi mere pass insta kyun nhi aara acha khasa aarah tha lakin email I'd Maro bola lakin nhi aara pata nhi kyu. Meri id open he nhi hora he hai,1,female,"Canberra, Australia",2025-06-23
55d0934a-25e2-40c2-9f2a-cbf02b71a661,Disgusting,1,male,"Marrakesh, Morocco",2023-01-22
eefdda64-97be-45ba-94a9-6f321d54e2d8,Bug issues,1,female,"Port Moresby, Papua New Guinea",2025-07-31
f3c13b32-8af2-4236-95f3-9cd3d69bcc56,Censoring sucks,1,male,"Tijuana, Mexico",2024-04-11
117c8de7-beb8-4811-a62f-bb427949e20f,Why see reels problem,1,male,"Dublin, Ireland",2021-07-01
45dade47-3177-4304-a3d8-40ac2add79d0,Less reels and entertainment but more and more ads and commercials... Beginning hate this app now,1,female,"Wellington, New Zealand",2025-09-04
f9b1aada-5f6a-45a0-9c76-58567bc706b0,This app shows couldn't refresh,1,male,"Bogotá, Colombia",2024-08-01
55d04cee-29b4-4d30-b7fc-ab6805bdacc4,Always when I shared my reels my phone says not enough for connection 😒...I have checked hundreds of times but it happens and happens again...plss fix this problem,1,female,"Canberra, Australia",2025-12-26
922ef9af-7db7-4b1e-9373-d1a2b876c6f9,Will not let me follow new people,1,male,"Shenzhen, China",2022-03-20
87dc352e-abea-4fd3-b170-dc4940f02ecf,ELON MUSK DOESNT USE IT ! LMAO,1,male,"Athens, Greece",2022-01-20
26610465-1cba-4b86-a53f-c0cd468a56cc,Like and follow nhi bad the Hai Meri help me,1,female,"Suva, Fiji",2025-09-09
140b8bf6-d13d-4441-9d66-b184be0d4243,Plzzz help mera insta ni chal rha i don't know but kya kru,1,male,"Buenos Aires, Argentina",2024-08-11
cd20054e-f777-4493-a26a-61125a1b5bb0,Manjshkumar,1,male,"Krakow, Poland",2021-09-23
db51e7df-567c-4739-895f-6b893795f27d,Nigelk nan pari tharam rating pollum iragi poda pottan mare mariyathek Nigel app onn program cheyth vekkan nokk ketto ..aahaa......,1,male,"Montevideo, Uruguay",2024-11-17
1ae8bb5b-2a1f-41b8-abbc-40f522575cfc,I failed to log into my account please!? And the app is too big really you need to reduce the data and save some space it makes the speed slow👏👏👏,1,male,"Bogotá, Colombia",2024-11-15
7b86f16e-671a-4d6e-a205-ce8b448bd620,I am experiencing a trouble here....it's showing couldn't refresh the feeds..and I uninstall the app and again installed to check if it works or not.. It works but then once I close the app and opens it again it does not load the feeds...,1,female,"Port Moresby, Papua New Guinea",2025-08-24
fd4e5447-ec74-429c-9ef3-3048494d6a27,"Nice, but too much censoring",1,male,"Buenos Aires, Argentina",2024-09-05
97011fab-7e63-40de-b6bb-6ce2a0c846bc,It's not bad... But yaa not so good,1,male,"Hamburg, Germany",2021-12-29
966cb75d-ab2e-4df8-9221-6abef6c4417d,Shamed on instagram!all off my account disabled for your awfull privce !shame on you!,1,male,"Frankfurt, Germany",2021-07-08
d228cdff-a677-4005-89db-1bd1536ab6e4,No words 😒😒😒😒😤😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒😒,1,male,"Munich, Germany",2021-07-19
ea6b4dcd-6fff-4f18-8787-36663bde7918,Very nice it's amazing,1,male,"Geneva, Switzerland",2021-07-22
bcde3eda-d6b3-44e0-90eb-b88ec0a51f90,Instagram vastu app fuku,1,male,"Beijing, China",2022-07-21
efd72082-4422-472e-ae30-990ad3d471d2,It's very good.,1,male,"Hobart, Australia",2025-05-11
8959fc41-9f9f-46db-8a0a-e2fa02f40d22,Aap ka stap aacha se instagram me work nhi kar raha h,1,male,"Mexico City, Mexico",2023-11-22
b36bada5-4a05-4d76-a975-d97b9ae2a600,Camera not working,1,male,"Cancun, Mexico",2023-12-15
2bc55ca3-330e-4e0d-b4db-9a02cabb477b,Best but access could be improved,1,male,"Port Moresby, Papua New Guinea",2025-04-11
624b29af-468a-487e-8010-1dec1ab5bd7e,Glitchy,1,male,"Warsaw, Poland",2021-12-29
204331fd-a03a-4c97-b59a-a1236c9f9ee9,good app,1,male,"Delhi, India",2022-09-14
fc504f57-19d1-4c7f-b6d8-f27df61391e0,I Really like this app,1,male,"Austin, United States",2024-02-08
9a1b53d7-2bc8-4e7b-b79a-83516d28fbd3,It is nice to make new friends but it has a lot of scammers and fake accounts,1,female,"Gold Coast, Australia",2025-11-10
f7e2d591-298c-4fcc-bdbd-72760aa5d5cd,very good? I wonder!,1,male,"Monterrey, Mexico",2023-12-29
84289152-fe98-42fb-92cf-69549a0b6678,Not found music in story',1,male,"Munich, Germany",2021-07-06
5f7aab6e-c079-4a0d-a0e7-ebe088f65142,I am not able to load reels from last 2 days,1,male,"Santa Cruz, Bolivia",2025-02-01
57073e94-143b-4f89-ad79-db613182600f,Yeah it's one 1 star for I was trying to put my boyfriend name on my Instagram bio then it did something to my account bro this is a one star I do not care that's mess up I didn't do nothing wrong I promise it just I don't like this I still used the app but this is wrong 😔😔😟👎🏾,1,male,"Bangalore, India",2022-06-29
36dcc8c6-e035-40b3-9b6d-d8b8f3325095,What's the point of posting if people's posts kept disappearing in the recent tab,1,male,"Rosario, Argentina",2025-02-11
3ea8dc2e-e2d1-4f2b-8834-1831826237aa,After updating the app soooo bad. Can’t load reels,1,male,"Cape Town, South Africa",2023-03-15
fd2da6a3-59f7-44b3-840f-77c8aad6cf0f,Good,1,male,"Gold Coast, Australia",2025-05-17
f1ccec34-bef7-4dcd-8528-45efe4c5a61a,App is not updated,1,male,"Montevideo, Uruguay",2024-11-03
e3104738-ef3f-455a-bd6f-db59fbe83245,I can't upload story,1,male,"Montreal, Canada",2023-12-21
7ad5d39c-fbce-41fb-bc1c-a75264cd0696,Aryan,1,male,"Brussels, Belgium",2022-01-19
4a35ff1c-ee05-4a4f-8019-0b6af5edf1d4,Super hero a9z,1,male,"Rome, Italy",2021-09-13
0eab2dae-73f3-4cc0-b05b-3cd3ea68991d,censorship,1,male,"Athens, Greece",2021-12-25
70dc800d-bc6f-48cd-bbda-82a82e4cba9b,"After latest update, unable to view any reels. After refreshing the reels page it says we're sorry and try again but no reels shows up. Please check this bug/issue.",1,male,"Madrid, Spain",2021-08-18
25a1e771-45ee-4f21-9f9e-bc37eddb165b,Susbending my account every time cheaters 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1,male,"Zurich, Switzerland",2021-12-01
092866b3-23bf-46ab-8fea-daa38e8f07e2,"I'm fully dissatisfied and stressed out. Some time ago I installed the app Unfollowers and was using it for 3 or 4 months. But suddenly it logged me out from my account I've been using for 7 years, and I can't log in again. I tried everything but the system doesn't send me the verification code. Should I abandon my profile or delete it?",1,male,"Jerusalem, Israel",2022-06-17
c6bcacb8-5bce-4a00-b9f1-3c8e4d1fd23a,I cannot load my reels,1,male,"Guayaquil, Ecuador",2024-09-07
714ed17a-8052-48af-899a-9496bc03e06d,Accessing problems,1,male,"San Francisco, United States",2023-12-26
8f0b74c6-e6ac-4c03-a2df-1a32d4b1538a,Everything is good except log in ways if you forgot passwrd cant change like facebook any like other appps have to ĺeave that account..who will make account again and again...,1,male,"Lyon, France",2021-06-26
c5c2ec04-c4a5-44fa-9242-9830a719f4d4,User Support sucks,1,male,"Vienna, Austria",2021-10-03
d38a2615-7b9e-4bb9-900c-cd4fe0bb82d0,A full of bugs and N number of times I reported on bugs but there is nothing from the app. That is only for my first account and second account working properly. Please resolve it,1,female,"Canberra, Australia",2025-11-06
dabff61b-685b-4e9b-a966-508e0aa7c4e2,Tell me one thing why should I upload any story the story was not uploaded tell me reason?,1,male,"Mexico City, Mexico",2024-01-09
4fe26b8d-7e23-41b7-85c4-0453b97a2fa8,My insta id have aome issue some important setting is not avaialable in my id,1,male,"Tokyo, Japan",2022-05-10
b416ab64-8ea9-4292-b1d2-be132dd1fa31,Data mining under the guise of a service.,1,male,"Kuala Lumpur, Malaysia",2022-07-31
3a1f32c4-bd95-4c3f-bbdc-602765666be9,Not working error,1,male,"Arequipa, Peru",2024-10-29
58781e70-886c-41a1-88c3-9e5c9b7d8c8e,Reported bugs but no solution. Bad User support ,1,male,"Busan, South Korea",2022-04-27
89a75f88-b717-43fe-b668-e31f3450b74d,Nood app,1,male,"Philadelphia, United States",2024-02-01
c5e2e6ec-6f84-4f5e-9049-4b88066f9ca0,User support could improve,1,female,"Suva, Fiji",2025-11-10
ea4485ca-d53c-4fc0-afc8-3959c532ae2e,Access unable,1,male,"Sydney, Australia",2025-04-19
fe2c21ef-a230-443c-a2af-a499aa130481,I'm not getting some songs & my Instagram not working properly please try to solve this problem I'm facing this issue more the 2 year not getting any songs,1,male,"Dubai, United Arab Emirates",2022-07-10
96288ed7-5945-444d-8318-5d7189e04745,Poor,1,male,"Ottawa, Canada",2023-09-07
941fa61c-d97d-4948-9fdb-4a800aae3826,Very low,1,male,"Guadalajara, Mexico",2024-04-05
fdf68df5-ee27-483a-8d80-3e224431e620,"Ever since I gave one star and complained about only seeing posts from a few days ago and not recent ones I now see posts from a whole month before, what is this? Absolute garbage? The worst ""feed"" in the world? Show me the recent posts of the people I follow, not your stupid recommendations, not posts from months back, the posts of the people I have chosen to see, and in the order of most recent.",1,male,"Santiago, Chile",2025-03-20
9fa95929-ceb6-49a1-a4b9-16c866e633c1,This app has so many bugs and i hope the software engineers or the ethical hackers who are working in this company would do their job properly and solve the issue,1,male,"Vienna, Austria",2022-02-22
7302278f-389a-4e5f-b5b5-1b70ebca974a,"One of the bogas app now these days, dashboard crash message box crash nothing visible on landing page if the Instagram android app since a week now. Ot has bug and it has to be fixed, what Meta is going? Instagram app has a blonder of bugs inside. Fix it else delete or block my profile completely. How many time your system is getting ccrased in year 2022, more than 30 time, Deep dive in analysis for the same....",1,male,"Manchester, United Kingdom",2021-07-06
652b5bde-335d-4089-aad7-018187272c2e,😑😑,1,male,"Paris, France",2021-09-30
e1232efa-5265-4a3c-aee4-54022c958104,I've uninstalled and re installed it over 4 times today and it still wont load at all nothing will. And I have good connection all of my other online apps work fine but Instagram doesn't work at all.,1,male,"San Antonio, United States",2023-08-26
c778d621-3688-4c76-aed1-8ad3b93456c7,Something went wrong on my reels page. Reels not working,1,male,"San Diego, United States",2024-03-13
2234deee-c60d-443f-a400-d8290c92b960,It's not user friendly,1,male,"Quebec City, Canada",2024-01-11
61bf5b1c-35bf-4402-89cc-652f19de099b,Hi team Instagram My password not changed problem,1,male,"Dakar, Senegal",2022-11-17
be450605-3c11-4f68-9b6a-87fd8dbc38f5,Not user friendly at all,1,female,"Sydney, Australia",2025-12-11
73fca6ec-af01-46ea-bf16-865d19e33971,hii i am niya This aap Is very nice . I can seen my bais kim teahyung story .i am bts true army do bts army downlod this app now,1,male,"Tijuana, Mexico",2024-01-29
